Division Number: 37
Division Date: 6 November 2024 - 21:00

Budget Resolution No. 44:  Rates of alcohol duty

Aye Count: 371
No Count: 77
Result: Question accordingly agreed.

Members recorded
Member,Party,Constituency,Vote,Proxy Member
"Caroline Nokes","Deputy Speaker","Romsey and Southampton North","No Vote Recorded",""
"Jesse Norman","Conservative","Hereford and South Herefordshire","No Vote Recorded",""
"Alex Norris","Labour","Nottingham North and Kimberley","Aye",""
"Dan Norris","Labour","North East Somerset and Hanham","Aye",""
"Neil O'Brien","Conservative","Harborough, Oadby and Wigston","No Vote Recorded",""
"Brendan O'Hara","Scottish National Party","Argyll, Bute and South Lochaber","No",""
"Ben Obese-Jecty","Conservative","Huntingdon","No Vote Recorded",""
"Sarah Olney","Liberal Democrat","Richmond Park","No",""
"Melanie Onn","Labour","Great Grimsby and Cleethorpes","Aye",""
"Chi Onwurah","Labour","Newcastle upon Tyne Central and West","No Vote Recorded",""
"Simon Opher","Labour","Stroud","Aye",""
"Abena Oppong-Asare","Labour","Erith and Thamesmead","Aye",""
"Kate Osamor","Labour","Edmonton and Winchmore Hill","Aye",""
"Kate Osborne","Labour","Jarrow and Gateshead East","Aye",""
"Tristan Osborne","Labour","Chatham and Aylesford","Aye",""
"Taiwo Owatemi","Labour","Coventry North West","Aye",""
"Sarah Owen","Labour","Luton North","No Vote Recorded",""
"Darren Paffey","Labour","Southampton Itchen","Aye",""
"Andrew Pakes","Labour","Peterborough","No Vote Recorded",""
"Priti Patel","Conservative","Witham","No Vote Recorded",""
"Matthew Patrick","Labour","Wirral West","Aye",""
"Rebecca Paul","Conservative","Reigate","No Vote Recorded",""
"Michael Payne","Labour","Gedling","Aye",""
"Stephanie Peacock","Labour","Barnsley South","Aye",""
"Jon Pearce","Labour","High Peak","Aye","Chris Elmore"
"Matthew Pennycook","Labour","Greenwich and Woolwich","Aye",""
"Toby Perkins","Labour","Chesterfield","Aye",""
"Manuela Perteghella","Liberal Democrat","Stratford-on-Avon","No",""
"Jess Phillips","Labour","Birmingham Yardley","No Vote Recorded",""
"Bridget Phillipson","Labour","Houghton and Sunderland South","Aye",""
"Chris Philp","Conservative","Croydon South","No Vote Recorded",""
"Al Pinkerton","Liberal Democrat","Surrey Heath","No",""
"David Pinto-Duschinsky","Labour","Hendon","Aye",""
"Lee Pitcher","Labour","Doncaster East and the Isle of Axholme","Aye",""
"Jo Platt","Labour","Leigh and Atherton","Aye",""
"Luke Pollard","Labour","Plymouth Sutton and Devonport","No Vote Recorded",""
"Joe Powell","Labour","Kensington and Bayswater","Aye",""
"Lucy Powell","Labour","Manchester Central","No Vote Recorded",""
"Gregor Poynton","Labour","Livingston","Aye",""
"Peter Prinsley","Labour","Bury St Edmunds and Stowmarket","No Vote Recorded",""
"Mark Pritchard","Conservative","The Wrekin","No Vote Recorded",""
"Richard Quigley","Labour","Isle of Wight West","Aye",""
"Yasmin Qureshi","Labour","Bolton South and Walkden","Aye",""
"Steve Race","Labour","Exeter","Aye",""
"Shivani Raja","Conservative","Leicester East","No Vote Recorded",""
"Adrian Ramsay","Green Party","Waveney Valley","Aye",""
"Connor Rand","Labour","Altrincham and Sale West","Aye",""
"Andrew Ranger","Labour","Wrexham","Aye",""
"Jack Rankin","Conservative","Windsor","No Vote Recorded",""
"Angela Rayner","Labour","Ashton-under-Lyne","Aye",""
"Mike Reader","Labour","Northampton South","Aye",""
"David Reed","Conservative","Exmouth and Exeter East","No Vote Recorded",""
"Steve Reed","Labour","Streatham and Croydon North","Aye",""
"Ellie Reeves","Labour","Lewisham West and East Dulwich","Aye",""
"Rachel Reeves","Labour","Leeds West and Pudsey","Aye",""
"Joani Reid","Labour","East Kilbride and Strathaven","Aye",""
"Emma Reynolds","Labour","Wycombe","Aye",""
"Jonathan Reynolds","Labour","Stalybridge and Hyde","Aye",""
"Joshua Reynolds","Liberal Democrat","Maidenhead","No",""
"Martin Rhodes","Labour","Glasgow North","Aye",""
"Bell Ribeiro-Addy","Labour","Clapham and Brixton Hill","Aye",""
"Jake Richards","Labour","Rother Valley","Aye",""
"Jenny Riddell-Carpenter","Labour","Suffolk Coastal","Aye",""
"Lucy Rigby","Labour","Northampton North","Aye",""
"Marie Rimmer","Labour","St Helens South and Whiston","No Vote Recorded",""
"Dave Robertson","Labour","Lichfield","Aye",""
"Joe Robertson","Conservative","Isle of Wight East","No Vote Recorded",""
"Gavin Robinson","Democratic Unionist Party","Belfast East","No Vote Recorded",""
"Tim Roca","Labour","Macclesfield","Aye",""
"Matt Rodda","Labour","Reading Central","Aye",""
"Ian Roome","Liberal Democrat","North Devon","No Vote Recorded",""
"Andrew Rosindell","Conservative","Romford","No Vote Recorded",""
"Sam Rushworth","Labour","Bishop Auckland","Aye",""
"Sarah Russell","Labour","Congleton","Aye",""
"Tom Rutland","Labour","East Worthing and Shoreham","Aye",""
"Oliver Ryan","Labour","Burnley","Aye",""
"Anna Sabine","Liberal Democrat","Frome and East Somerset","No",""
"Sarah Sackman","Labour","Finchley and Golders Green","Aye",""
"Jeevun Sandher","Labour","Loughborough","Aye",""
"Roz Savage","Liberal Democrat","South Cotswolds","No Vote Recorded",""
"Liz Saville Roberts","Plaid Cymru","Dwyfor Meirionnydd","No Vote Recorded",""
"Michelle Scrogham","Labour","Barrow and Furness","Aye",""
"Mark Sewards","Labour","Leeds South West and Morley","Aye",""
"Naz Shah","Labour","Bradford West","No Vote Recorded",""
"Baggy Shanker","Labour","Derby South","Aye",""
"Michael Shanks","Labour","Rutherglen","Aye",""
"Jim Shannon","Democratic Unionist Party","Strangford","No",""
"Neil Shastri-Hurst","Conservative","Solihull West and Shirley","No Vote Recorded",""
"Alec Shelbrooke","Conservative","Wetherby and Easingwold","No Vote Recorded",""
"Tulip Siddiq","Labour","Hampstead and Highgate","Aye",""
"David Simmonds","Conservative","Ruislip, Northwood and Pinner","No Vote Recorded",""
"Josh Simons","Labour","Makerfield","Aye",""
"Vikki Slade","Liberal Democrat","Mid Dorset and North Poole","No",""
"Andy Slaughter","Labour","Hammersmith and Chiswick","Aye",""
"John Slinger","Labour","Rugby","Aye",""
"Lisa Smart","Liberal Democrat","Hazel Grove","No",""
"Cat Smith","Labour","Lancaster and Wyre","Aye",""
"David Smith","Labour","North Northumberland","Aye",""
"Greg Smith","Conservative","Mid Buckinghamshire","No Vote Recorded",""
"Jeff Smith","Labour","Manchester Withington","Aye",""
"Nick Smith","Labour","Blaenau Gwent and Rhymney","Aye",""
"Rebecca Smith","Conservative","South West Devon","No Vote Recorded",""
"Sarah Smith","Labour","Hyndburn","Aye",""
"Julian Smith","Conservative","Skipton and Ripon","No Vote Recorded",""
"Karin Smyth","Labour","Bristol South","Aye",""
"Gareth Snell","Labour","Stoke-on-Trent Central","Aye",""
"Andrew Snowden","Conservative","Fylde","No Vote Recorded",""
"Alex Sobel","Labour","Leeds Central and Headingley","No Vote Recorded",""
"Ian Sollom","Liberal Democrat","St Neots and Mid Cambridgeshire","No",""
"Ben Spencer","Conservative","Runnymede and Weybridge","No Vote Recorded",""
"Patrick Spencer","Conservative","Central Suffolk and North Ipswich","No Vote Recorded",""
"Gregory Stafford","Conservative","Farnham and Bordon","No Vote Recorded",""
"Euan Stainbank","Labour","Falkirk","Aye",""
"Keir Starmer","Labour","Holborn and St Pancras","No Vote Recorded",""
"Blake Stephenson","Conservative","Mid Bedfordshire","No Vote Recorded",""
"Jo Stevens","Labour","Cardiff East","Aye",""
"Kenneth Stevenson","Labour","Airdrie and Shotts","Aye",""
"Elaine Stewart","Labour","Ayr, Carrick and Cumnock","Aye",""
"Jamie Stone","Liberal Democrat","Caithness, Sutherland and Easter Ross","No",""
"Will Stone","Labour","Swindon North","Aye",""
"Alistair Strathern","Labour","Hitchin","Aye",""
"Wes Streeting","Labour","Ilford North","Aye",""
"Alan Strickland","Labour","Newton Aycliffe and Spennymoor","Aye",""
"Mel Stride","Conservative","Central Devon","No Vote Recorded",""
"Graham Stringer","Labour","Blackley and Middleton South","Aye",""
"Graham Stuart","Conservative","Beverley and Holderness","No Vote Recorded",""
"Lauren Sullivan","Labour","Gravesham","Aye",""
"Kirsteen Sullivan","Labour","Bathgate and Linlithgow","Aye",""
"Zarah Sultana","Independent","Coventry South","Aye",""
"Rishi Sunak","Conservative","Richmond and Northallerton","No Vote Recorded",""
"Peter Swallow","Labour","Bracknell","Aye",""
"Robin Swann","Ulster Unionist Party","South Antrim","No",""
"Desmond Swayne","Conservative","New Forest West","No Vote Recorded",""
"Mark Tami","Labour","Alyn and Deeside","Aye",""
"Mike Tapp","Labour","Dover and Deal","Aye",""
"Alison Taylor","Labour","Paisley and Renfrewshire North","Aye",""
"David Taylor","Labour","Hemel Hempstead","Aye",""
"Luke Taylor","Liberal Democrat","Sutton and Cheam","No Vote Recorded",""
"Rachel Taylor","Labour","North Warwickshire and Bedworth","Aye",""
"Nick Thomas-Symonds","Labour","Torfaen","No Vote Recorded",""
"Bradley Thomas","Conservative","Bromsgrove","No Vote Recorded",""
"Cameron Thomas","Liberal Democrat","Tewkesbury","No",""
"Fred Thomas","Labour","Plymouth Moor View","Aye",""
"Gareth Thomas","Labour","Harrow West","Aye",""
"Adam Thompson","Labour","Erewash","Aye",""
"Emily Thornberry","Labour","Islington South and Finsbury","Aye",""
"Richard Tice","Reform UK","Boston and Skegness","No Vote Recorded",""
"Marie Tidball","Labour","Penistone and Stocksbridge","Aye",""
"Stephen Timms","Labour","East Ham","Aye",""
"Nick Timothy","Conservative","West Suffolk","No Vote Recorded",""
"Jessica Toale","Labour","Bournemouth West","Aye",""
"Dan Tomlinson","Labour","Chipping Barnet","Aye",""
"Jon Trickett","Labour","Normanton and Hemsworth","Aye",""
"Laura Trott","Conservative","Sevenoaks","No Vote Recorded",""
"Henry Tufnell","Labour","Mid and South Pembrokeshire","Aye",""
"Tom Tugendhat","Conservative","Tonbridge","No",""
"Anna Turley","Labour","Redcar","Aye",""
"Matt Turmaine","Labour","Watford","Aye",""
"Karl Turner","Labour","Kingston upon Hull East","Aye",""
"Laurence Turner","Labour","Birmingham Northfield","Aye",""
"Derek Twigg","Labour","Widnes and Halewood","Aye",""
"Liz Twist","Labour","Blaydon and Consett","Aye",""
"Harpreet Uppal","Labour","Huddersfield","Aye",""
"Freddie van Mierlo","Liberal Democrat","Henley and Thame","No",""
"Tony Vaughan","Labour","Folkestone and Hythe","Aye",""
"Valerie Vaz","Labour","Walsall and Bloxwich","Aye",""
"Martin Vickers","Conservative","Brigg and Immingham","No Vote Recorded",""
"Matt Vickers","Conservative","Stockton West","No Vote Recorded",""
"Chris Vince","Labour","Harlow","Aye",""
"Caroline Voaden","Liberal Democrat","South Devon","No",""
"Christian Wakeford","Labour","Bury South","Aye",""
"Imogen Walker","Labour","Hamilton and Clyde Valley","Aye",""
"Chris Ward","Labour","Brighton Kemptown and Peacehaven","Aye",""
"Melanie Ward","Labour","Cowdenbeath and Kirkcaldy","Aye",""
"Paul Waugh","Labour","Rochdale","Aye",""
"Chris Webb","Labour","Blackpool South","Aye",""
"Michelle Welsh","Labour","Sherwood Forest","Aye",""
"Catherine West","Labour","Hornsey and Friern Barnet","No Vote Recorded",""
"Andrew Western","Labour","Stretford and Urmston","Aye",""
"Matt Western","Labour","Warwick and Leamington","Aye",""
"Helen Whately","Conservative","Faversham and Mid Kent","No Vote Recorded",""
"Michael Wheeler","Labour","Worsley and Eccles","Aye",""
"John Whitby","Labour","Derbyshire Dales","Aye",""
"Jo White","Labour","Bassetlaw","Aye",""
"Katie White","Labour","Leeds North West","Aye",""
"John Whittingdale","Conservative","Maldon","No Vote Recorded",""
"Nadia Whittome","Labour","Nottingham East","Aye",""
"James Wild","Conservative","North West Norfolk","No Vote Recorded",""
"Max Wilkinson","Liberal Democrat","Cheltenham","No",""
"David Williams","Labour","Stoke-on-Trent North","Aye",""
"Gavin Williamson","Conservative","Stone, Great Wyrley and Penkridge","No",""
"Munira Wilson","Liberal Democrat","Twickenham","No",""
"Sammy Wilson","Democratic Unionist Party","East Antrim","No Vote Recorded",""
"Pete Wishart","Scottish National Party","Perth and Kinross-shire","No",""
"Steve Witherden","Labour","Montgomeryshire and Glyndŵr","Aye",""
"Mike Wood","Conservative","Kingswinford and South Staffordshire","No Vote Recorded",""
"Sean Woodcock","Labour","Banbury","Aye",""
"Jeremy Wright","Conservative","Kenilworth and Southam","No Vote Recorded",""
"Rosie Wrighting","Labour","Kettering","Aye",""
"Martin Wrigley","Liberal Democrat","Newton Abbot","No",""
"Yuan Yang","Labour","Earley and Woodley","Aye",""
"Mohammad Yasin","Labour","Bedford","Aye",""
"Steve Yemm","Labour","Mansfield","Aye",""
"Claire Young","Liberal Democrat","Thornbury and Yate","No",""
"Daniel Zeichner","Labour","Cambridge","Aye",""
