Division Number: 54
Division Date: 14 July 2021 - 15:47

Ten Minute Rule Bill: Planning and Local Representation Bill

Aye Count: 219
No Count: 0
Result: Question accordingly agreed.

Members recorded
Member,Party,Constituency,Vote,Proxy Member
"Ed Davey","Liberal Democrat","Kingston and Surbiton","Aye","Wera Hobhouse"
"Wayne David","Labour","Caerphilly","Aye","Chris Elmore"
"Alex Davies-Jones","Labour","Pontypridd","Aye","Chris Elmore"
"David T C Davies","Conservative","Monmouth","No Vote Recorded",""
"James Davies","Conservative","Vale of Clwyd","No Vote Recorded",""
"Gareth Davies","Conservative","Grantham and Stamford","No Vote Recorded",""
"Geraint Davies","Labour","Swansea West","Aye","Chris Elmore"
"Mims Davies","Conservative","Mid Sussex","No Vote Recorded",""
"Philip Davies","Conservative","Shipley","No Vote Recorded",""
"David Davis","Conservative","Haltemprice and Howden","No Vote Recorded",""
"Dehenna Davison","Conservative","Bishop Auckland","No Vote Recorded",""
"Martyn Day","Scottish National Party","Linlithgow and East Falkirk","No Vote Recorded",""
"Marsha De Cordova","Labour","Battersea","Aye","Bell Ribeiro-Addy"
"Thangam Debbonaire","Labour","Bristol West","Aye","Chris Elmore"
"Tanmanjeet Singh Dhesi","Labour","Slough","Aye","Chris Elmore"
"Caroline Dinenage","Conservative","Gosport","No Vote Recorded",""
"Sarah Dines","Conservative","Derbyshire Dales","No Vote Recorded",""
"Jonathan Djanogly","Conservative","Huntingdon","No Vote Recorded",""
"Martin Docherty-Hughes","Scottish National Party","West Dunbartonshire","No Vote Recorded",""
"Leo Docherty","Conservative","Aldershot","No Vote Recorded",""
"Anneliese Dodds","Labour","Oxford East","Aye","Chris Elmore"
"Jeffrey M Donaldson","Democratic Unionist Party","Lagan Valley","Aye","Jim Shannon"
"Michelle Donelan","Conservative","Chippenham","No Vote Recorded",""
"Dave Doogan","Scottish National Party","Angus","No Vote Recorded",""
"Allan Dorans","Scottish National Party","Ayr, Carrick and Cumnock","No Vote Recorded",""
"Nadine Dorries","Conservative","Mid Bedfordshire","No Vote Recorded",""
"Steve Double","Conservative","St Austell and Newquay","No Vote Recorded",""
"Stephen Doughty","Labour","Cardiff South and Penarth","Aye","Chris Elmore"
"Peter Dowd","Labour","Bootle","Aye","Chris Elmore"
"Oliver Dowden","Conservative","Hertsmere","No Vote Recorded",""
"Jackie Doyle-Price","Conservative","Thurrock","No Vote Recorded",""
"Richard Drax","Conservative","South Dorset","No Vote Recorded",""
"Jack Dromey","Labour","Birmingham, Erdington","Aye","Chris Elmore"
"Flick Drummond","Conservative","Meon Valley","No Vote Recorded",""
"James Duddridge","Conservative","Rochford and Southend East","No Vote Recorded",""
"Rosie Duffield","Labour","Canterbury","Aye","Chris Elmore"
"David Duguid","Conservative","Banff and Buchan","No Vote Recorded",""
"Iain Duncan Smith","Conservative","Chingford and Woodford Green","No Vote Recorded",""
"Philip Dunne","Conservative","Ludlow","No Vote Recorded",""
"Angela Eagle","Labour","Wallasey","Aye","Chris Elmore"
"Maria Eagle","Labour","Garston and Halewood","Aye","Chris Elmore"
"Colum Eastwood","Social Democratic & Labour Party","Foyle","No Vote Recorded",""
"Mark Eastwood","Conservative","Dewsbury","No Vote Recorded",""
"Jonathan Edwards","Independent","Carmarthen East and Dinefwr","No Vote Recorded",""
"Ruth Edwards","Conservative","Rushcliffe","No Vote Recorded",""
"Clive Efford","Labour","Eltham","Aye","Chris Elmore"
"Julie Elliott","Labour","Sunderland Central","Aye","Chris Elmore"
"Michael Ellis","Conservative","Northampton North","No Vote Recorded",""
"Tobias Ellwood","Conservative","Bournemouth East","No Vote Recorded",""
"Chris Elmore","Labour","Ogmore","Aye",""
"Natalie Elphicke","Conservative","Dover","No Vote Recorded",""
"Florence Eshalomi","Labour","Vauxhall","Aye","Chris Elmore"
"Bill Esterson","Labour","Sefton Central","Aye","Chris Elmore"
"George Eustice","Conservative","Camborne and Redruth","No Vote Recorded",""
"Chris Evans","Labour","Islwyn","Aye","Chris Elmore"
"Luke Evans","Conservative","Bosworth","No Vote Recorded",""
"Nigel Evans","Deputy Speaker","Ribble Valley","No Vote Recorded",""
"David Evennett","Conservative","Bexleyheath and Crayford","No Vote Recorded",""
"Ben Everitt","Conservative","Milton Keynes North","No Vote Recorded",""
"Michael Fabricant","Conservative","Lichfield","No Vote Recorded",""
"Laura Farris","Conservative","Newbury","No Vote Recorded",""
"Tim Farron","Liberal Democrat","Westmorland and Lonsdale","Aye","Wera Hobhouse"
"Stephen Farry","Alliance","North Down","Aye","Wera Hobhouse"
"Simon Fell","Conservative","Barrow and Furness","No Vote Recorded",""
"Marion Fellows","Scottish National Party","Motherwell and Wishaw","No Vote Recorded",""
"Margaret Ferrier","Independent","Rutherglen and Hamilton West","No Vote Recorded",""
"John Finucane","Sinn Féin","Belfast North","No Vote Recorded",""
"Colleen Fletcher","Labour","Coventry North East","Aye","Chris Elmore"
"Katherine Fletcher","Conservative","South Ribble","No Vote Recorded",""
"Mark Fletcher","Conservative","Bolsover","No Vote Recorded",""
"Nick Fletcher","Conservative","Don Valley","No Vote Recorded",""
"Stephen Flynn","Scottish National Party","Aberdeen South","No Vote Recorded",""
"Vicky Ford","Conservative","Chelmsford","No Vote Recorded",""
"Kevin Foster","Conservative","Torbay","No Vote Recorded",""
"Yvonne Fovargue","Labour","Makerfield","Aye","Chris Elmore"
"Liam Fox","Conservative","North Somerset","No Vote Recorded",""
"Vicky Foxcroft","Labour","Lewisham, Deptford","Aye","Chris Elmore"
"Mary Kelly Foy","Labour","City of Durham","Aye","Bell Ribeiro-Addy"
"Mark Francois","Conservative","Rayleigh and Wickford","No Vote Recorded",""
"Lucy Frazer","Conservative","South East Cambridgeshire","No Vote Recorded",""
"George Freeman","Conservative","Mid Norfolk","No Vote Recorded",""
"Mike Freer","Conservative","Finchley and Golders Green","No Vote Recorded",""
"Richard Fuller","Conservative","North East Bedfordshire","No Vote Recorded",""
"Gill Furniss","Labour","Sheffield, Brightside and Hillsborough","Teller - Noes",""
"Marcus Fysh","Conservative","Yeovil","No Vote Recorded",""
"Roger Gale","Conservative","North Thanet","No Vote Recorded",""
"Barry Gardiner","Labour","Brent North","Aye","Chris Elmore"
"Mark Garnier","Conservative","Wyre Forest","No Vote Recorded",""
"Nusrat Ghani","Conservative","Wealden","No Vote Recorded",""
"Nick Gibb","Conservative","Bognor Regis and Littlehampton","No Vote Recorded",""
"Patricia Gibson","Scottish National Party","North Ayrshire and Arran","No Vote Recorded",""
"Peter Gibson","Conservative","Darlington","No Vote Recorded",""
"Jo Gideon","Conservative","Stoke-on-Trent Central","No Vote Recorded",""
"Michelle Gildernew","Sinn Féin","Fermanagh and South Tyrone","No Vote Recorded",""
"Preet Kaur Gill","Labour","Birmingham, Edgbaston","Aye","Chris Elmore"
"Paul Girvan","Democratic Unionist Party","South Antrim","Aye","Jim Shannon"
"John Glen","Conservative","Salisbury","No Vote Recorded",""
"Mary Glindon","Labour","North Tyneside","Teller - Ayes",""
"Robert Goodwill","Conservative","Scarborough and Whitby","No Vote Recorded",""
"Michael Gove","Conservative","Surrey Heath","No Vote Recorded",""
"Patrick Grady","Scottish National Party","Glasgow North","No Vote Recorded",""
"Richard Graham","Conservative","Gloucester","No Vote Recorded",""
"Helen Grant","Conservative","Maidstone and The Weald","No Vote Recorded",""
"Peter Grant","Scottish National Party","Glenrothes","No Vote Recorded",""
"James Gray","Conservative","North Wiltshire","No Vote Recorded",""
"Chris Grayling","Conservative","Epsom and Ewell","No Vote Recorded",""
"Chris Green","Conservative","Bolton West","No Vote Recorded",""
"Damian Green","Conservative","Ashford","No Vote Recorded",""
"Kate Green","Labour","Stretford and Urmston","Aye","Chris Elmore"
"Sarah Green","Liberal Democrat","Chesham and Amersham","Aye","Wera Hobhouse"
"Lilian Greenwood","Labour","Nottingham South","Aye",""
"Margaret Greenwood","Labour","Wirral West","Aye","Chris Elmore"
"Andrew Griffith","Conservative","Arundel and South Downs","No Vote Recorded",""
"Nia Griffith","Labour","Llanelli","Aye","Chris Elmore"
"Kate Griffiths","Conservative","Burton","No Vote Recorded",""
"James Grundy","Conservative","Leigh","No Vote Recorded",""
"Jonathan Gullis","Conservative","Stoke-on-Trent North","No Vote Recorded",""
"Andrew Gwynne","Labour","Denton and Reddish","Aye","Chris Elmore"
"Louise Haigh","Labour","Sheffield, Heeley","Aye","Chris Elmore"
"Robert Halfon","Conservative","Harlow","No Vote Recorded",""
"Luke Hall","Conservative","Thornbury and Yate","No Vote Recorded",""
"Fabian Hamilton","Labour","Leeds North East","Aye","Chris Elmore"
"Stephen Hammond","Conservative","Wimbledon","No Vote Recorded",""
"Matt Hancock","Conservative","West Suffolk","No Vote Recorded",""
"Greg Hands","Conservative","Chelsea and Fulham","No Vote Recorded",""
"Claire Hanna","Social Democratic & Labour Party","Belfast South","No Vote Recorded",""
"Neale Hanvey","Alba Party","Kirkcaldy and Cowdenbeath","No Vote Recorded",""
"Emma Hardy","Labour","Kingston upon Hull West and Hessle","Aye","Chris Elmore"
"Harriet Harman","Labour","Camberwell and Peckham","Aye","Chris Elmore"
"Mark Harper","Conservative","Forest of Dean","No Vote Recorded",""
"Carolyn Harris","Labour","Swansea East","Aye","Chris Elmore"
"Rebecca Harris","Conservative","Castle Point","No Vote Recorded",""
"Trudy Harrison","Conservative","Copeland","No Vote Recorded",""
"Sally-Ann Hart","Conservative","Hastings and Rye","No Vote Recorded",""
"Simon Hart","Conservative","Carmarthen West and South Pembrokeshire","No Vote Recorded",""
"Helen Hayes","Labour","Dulwich and West Norwood","Aye","Chris Elmore"
"John Hayes","Conservative","South Holland and The Deepings","No Vote Recorded",""
"Chris Hazzard","Sinn Féin","South Down","No Vote Recorded",""
"Oliver Heald","Conservative","North East Hertfordshire","No Vote Recorded",""
"John Healey","Labour","Wentworth and Dearne","Aye","Chris Elmore"
"James Heappey","Conservative","Wells","No Vote Recorded",""
"Chris Heaton-Harris","Conservative","Daventry","No Vote Recorded",""
"Gordon Henderson","Conservative","Sittingbourne and Sheppey","No Vote Recorded",""
"Mark Hendrick","Labour","Preston","Aye","Chris Elmore"
"Drew Hendry","Scottish National Party","Inverness, Nairn, Badenoch and Strathspey","No Vote Recorded",""
"Darren Henry","Conservative","Broxtowe","No Vote Recorded",""
"Antony Higginbotham","Conservative","Burnley","No Vote Recorded",""
"Meg Hillier","Labour","Hackney South and Shoreditch","Aye",""
"Damian Hinds","Conservative","East Hampshire","No Vote Recorded",""
"Simon Hoare","Conservative","North Dorset","No Vote Recorded",""
"Wera Hobhouse","Liberal Democrat","Bath","Aye",""
"Margaret Hodge","Labour","Barking","Aye","Chris Elmore"
"Sharon Hodgson","Labour","Washington and Sunderland West","Aye","Chris Elmore"
"Richard Holden","Conservative","North West Durham","No Vote Recorded",""
"Kate Hollern","Labour","Blackburn","Aye","Chris Elmore"
"Kevin Hollinrake","Conservative","Thirsk and Malton","No Vote Recorded",""
"Philip Hollobone","Conservative","Kettering","No Vote Recorded",""
"Adam Holloway","Conservative","Gravesham","No Vote Recorded",""
"Paul Holmes","Conservative","Eastleigh","No Vote Recorded",""
"Rachel Hopkins","Labour","Luton South","Aye","Chris Elmore"
"Stewart Hosie","Scottish National Party","Dundee East","No Vote Recorded",""
"George Howarth","Labour","Knowsley","Aye","Chris Elmore"
"John Howell","Conservative","Henley","No Vote Recorded",""
"Paul Howell","Conservative","Sedgefield","No Vote Recorded",""
"Lindsay Hoyle","Speaker","Chorley","No Vote Recorded",""
"Nigel Huddleston","Conservative","Mid Worcestershire","No Vote Recorded",""
"Neil Hudson","Conservative","Penrith and The Border","No Vote Recorded",""
"Eddie Hughes","Conservative","Walsall North","No Vote Recorded",""
"Jane Hunt","Conservative","Loughborough","No Vote Recorded",""
"Jeremy Hunt","Conservative","South West Surrey","No Vote Recorded",""
"Tom Hunt","Conservative","Ipswich","No Vote Recorded",""
"Rupa Huq","Labour","Ealing Central and Acton","Aye","Chris Elmore"
"Imran Hussain","Labour","Bradford East","Aye","Bell Ribeiro-Addy"
"Alister Jack","Conservative","Dumfries and Galloway","No Vote Recorded",""
"Christine Jardine","Liberal Democrat","Edinburgh West","Aye","Wera Hobhouse"
"Dan Jarvis","Labour","Barnsley Central","Aye","Chris Elmore"
"Sajid Javid","Conservative","Bromsgrove","No Vote Recorded",""
"Ranil Jayawardena","Conservative","North East Hampshire","No Vote Recorded",""
"Bernard Jenkin","Conservative","Harwich and North Essex","No Vote Recorded",""
"Mark Jenkinson","Conservative","Workington","No Vote Recorded",""
"Andrea Jenkyns","Conservative","Morley and Outwood","No Vote Recorded",""
"Robert Jenrick","Conservative","Newark","No Vote Recorded",""
"Boris Johnson","Conservative","Uxbridge and South Ruislip","No Vote Recorded",""
"Diana Johnson","Labour","Kingston upon Hull North","Aye","Chris Elmore"
"Caroline Johnson","Conservative","Sleaford and North Hykeham","No Vote Recorded",""
"Gareth Johnson","Conservative","Dartford","No Vote Recorded",""
"Kim Johnson","Labour","Liverpool, Riverside","Aye","Chris Elmore"
"David Johnston","Conservative","Wantage","No Vote Recorded",""
"Andrew Jones","Conservative","Harrogate and Knaresborough","No Vote Recorded",""
"Darren Jones","Labour","Bristol North West","Aye","Chris Elmore"
"Fay Jones","Conservative","Brecon and Radnorshire","No Vote Recorded",""
"Gerald Jones","Labour","Merthyr Tydfil and Rhymney","Aye","Chris Elmore"
"David Jones","Conservative","Clwyd West","No Vote Recorded",""
"Kevan Jones","Labour","North Durham","Aye","Chris Elmore"
"Marcus Jones","Conservative","Nuneaton","No Vote Recorded",""
"Ruth Jones","Labour","Newport West","Aye","Chris Elmore"
"Sarah Jones","Labour","Croydon Central","Aye","Chris Elmore"
"Simon Jupp","Conservative","East Devon","No Vote Recorded",""
"Mike Kane","Labour","Wythenshawe and Sale East","Aye","Chris Elmore"
"Daniel Kawczynski","Conservative","Shrewsbury and Atcham","No Vote Recorded",""
"Alicia Kearns","Conservative","Rutland and Melton","No Vote Recorded",""
"Gillian Keegan","Conservative","Chichester","No Vote Recorded",""
"Barbara Keeley","Labour","Worsley and Eccles South","Aye","Chris Elmore"
"Liz Kendall","Labour","Leicester West","Aye","Chris Elmore"
"Afzal Khan","Labour","Manchester, Gorton","Aye","Chris Elmore"
"Stephen Kinnock","Labour","Aberavon","Aye","Chris Elmore"
"Julian Knight","Conservative","Solihull","No Vote Recorded",""
"Greg Knight","Conservative","East Yorkshire","No Vote Recorded",""
"Danny Kruger","Conservative","Devizes","No Vote Recorded",""
"Kwasi Kwarteng","Conservative","Spelthorne","No Vote Recorded",""
"Peter Kyle","Labour","Hove","Aye","Chris Elmore"
"Eleanor Laing","Deputy Speaker","Epping Forest","No Vote Recorded",""
"Ben Lake","Plaid Cymru","Ceredigion","No Vote Recorded",""
"David Lammy","Labour","Tottenham","Aye","Chris Elmore"
"John Lamont","Conservative","Berwickshire, Roxburgh and Selkirk","No Vote Recorded",""
"Robert Largan","Conservative","High Peak","No Vote Recorded",""
"Pauline Latham","Conservative","Mid Derbyshire","No Vote Recorded",""
"Ian Lavery","Labour","Wansbeck","Aye","Bell Ribeiro-Addy"
"Chris Law","Scottish National Party","Dundee West","No Vote Recorded",""
"Kim Leadbeater","Labour","Batley and Spen","Aye","Chris Elmore"
"Andrea Leadsom","Conservative","South Northamptonshire","No Vote Recorded",""
"Edward Leigh","Conservative","Gainsborough","No Vote Recorded",""
"Ian Levy","Conservative","Blyth Valley","No Vote Recorded",""
"Emma Lewell-Buck","Labour","South Shields","Aye","Chris Elmore"
"Andrew Lewer","Conservative","Northampton South","No Vote Recorded",""
"Brandon Lewis","Conservative","Great Yarmouth","No Vote Recorded",""
"Clive Lewis","Labour","Norwich South","Aye","Chris Elmore"
"Julian Lewis","Conservative","New Forest East","No Vote Recorded",""
"Ian Liddell-Grainger","Conservative","Bridgwater and West Somerset","No Vote Recorded",""
"David Linden","Scottish National Party","Glasgow East","No Vote Recorded",""
"Tony Lloyd","Labour","Rochdale","Aye","Chris Elmore"
"Carla Lockhart","Democratic Unionist Party","Upper Bann","Aye","Jim Shannon"
"Chris Loder","Conservative","West Dorset","No Vote Recorded",""
"Mark Logan","Conservative","Bolton North East","No Vote Recorded",""
"Rebecca Long Bailey","Labour","Salford and Eccles","Aye","Bell Ribeiro-Addy"
"Marco Longhi","Conservative","Dudley North","No Vote Recorded",""
"Julia Lopez","Conservative","Hornchurch and Upminster","No Vote Recorded",""
"Jack Lopresti","Conservative","Filton and Bradley Stoke","No Vote Recorded",""
"Jonathan Lord","Conservative","Woking","No Vote Recorded",""
"Tim Loughton","Conservative","East Worthing and Shoreham","No Vote Recorded",""
"Caroline Lucas","Green Party","Brighton, Pavilion","Aye","Bell Ribeiro-Addy"
"Holly Lynch","Labour","Halifax","Aye","Chris Elmore"
"Kenny MacAskill","Alba Party","East Lothian","No Vote Recorded",""
"Craig Mackinlay","Conservative","South Thanet","No Vote Recorded",""
"Cherilyn Mackrory","Conservative","Truro and Falmouth","No Vote Recorded",""
"Rachel Maclean","Conservative","Redditch","No Vote Recorded",""
"Angus Brendan MacNeil","Scottish National Party","Na h-Eileanan an Iar","No Vote Recorded",""
"Justin Madders","Labour","Ellesmere Port and Neston","Aye","Chris Elmore"
"Khalid Mahmood","Labour","Birmingham, Perry Barr","Aye","Chris Elmore"
"Shabana Mahmood","Labour","Birmingham, Ladywood","Aye","Chris Elmore"
"Alan Mak","Conservative","Havant","No Vote Recorded",""
"Seema Malhotra","Labour","Feltham and Heston","Aye","Chris Elmore"
"Kit Malthouse","Conservative","North West Hampshire","No Vote Recorded",""
"Anthony Mangnall","Conservative","Totnes","No Vote Recorded",""
