Division Number: 278
Division Date: 3 July 2023 - 21:53

Economic Activity of Public Bodies (Overseas Matters): Second Reading

Aye Count: 268
No Count: 70
Result: Question accordingly agreed.

Members recorded
Member,Party,Constituency,Vote,Proxy Member
"Douglas Chapman","Scottish National Party","Dunfermline and West Fife","No",""
"Bambos Charalambous","Independent","Enfield, Southgate","No Vote Recorded",""
"Joanna Cherry","Scottish National Party","Edinburgh South West","No",""
"Rehman Chishti","Conservative","Gillingham and Rainham","No Vote Recorded",""
"Christopher Chope","Conservative","Christchurch","Aye",""
"Jo Churchill","Conservative","Bury St Edmunds","Aye",""
"Feryal Clark","Labour","Enfield North","No Vote Recorded",""
"Greg Clark","Conservative","Tunbridge Wells","Aye",""
"Brendan Clarke-Smith","Conservative","Bassetlaw","Aye",""
"Simon Clarke","Conservative","Middlesbrough South and East Cleveland","Aye",""
"Theo Clarke","Conservative","Stafford","Aye","Marcus Jones"
"Chris Clarkson","Conservative","Heywood and Middleton","Aye",""
"James Cleverly","Conservative","Braintree","Aye",""
"Geoffrey Clifton-Brown","Conservative","The Cotswolds","Aye",""
"Thérèse Coffey","Conservative","Suffolk Coastal","Aye",""
"Elliot Colburn","Conservative","Carshalton and Wallington","Aye",""
"Damian Collins","Conservative","Folkestone and Hythe","Aye",""
"Daisy Cooper","Liberal Democrat","St Albans","No",""
"Yvette Cooper","Labour","Normanton, Pontefract and Castleford","No Vote Recorded",""
"Jeremy Corbyn","Independent","Islington North","No",""
"Alberto Costa","Conservative","South Leicestershire","Aye",""
"Robert Courts","Conservative","Witney","Aye",""
"Claire Coutinho","Conservative","East Surrey","Aye",""
"Ronnie Cowan","Scottish National Party","Inverclyde","No",""
"Geoffrey Cox","Conservative","Torridge and West Devon","No Vote Recorded",""
"Neil Coyle","Labour","Bermondsey and Old Southwark","No Vote Recorded",""
"Stephen Crabb","Conservative","Preseli Pembrokeshire","Aye",""
"Angela Crawley","Scottish National Party","Lanark and Hamilton East","No Vote Recorded",""
"Stella Creasy","Labour","Walthamstow","No Vote Recorded",""
"Virginia Crosbie","Conservative","Ynys Môn","Aye",""
"Tracey Crouch","Conservative","Chatham and Aylesford","No Vote Recorded",""
"Jon Cruddas","Labour","Dagenham and Rainham","No Vote Recorded",""
"John Cryer","Labour","Leyton and Wanstead","No Vote Recorded",""
"Judith Cummins","Labour","Bradford South","No Vote Recorded",""
"Alex Cunningham","Labour","Stockton North","No Vote Recorded",""
"Janet Daby","Labour","Lewisham East","No Vote Recorded",""
"Ashley Dalton","Labour","West Lancashire","No Vote Recorded",""
"James Daly","Conservative","Bury North","Aye",""
"Ed Davey","Liberal Democrat","Kingston and Surbiton","No Vote Recorded",""
"Wayne David","Labour","Caerphilly","No Vote Recorded",""
"Alex Davies-Jones","Labour","Pontypridd","No Vote Recorded",""
"David T C Davies","Conservative","Monmouth","Aye",""
"James Davies","Conservative","Vale of Clwyd","Aye",""
"Gareth Davies","Conservative","Grantham and Stamford","Aye",""
"Geraint Davies","Independent","Swansea West","No Vote Recorded",""
"Mims Davies","Conservative","Mid Sussex","Aye",""
"Philip Davies","Conservative","Shipley","Aye",""
"David Davis","Conservative","Haltemprice and Howden","No Vote Recorded",""
"Dehenna Davison","Conservative","Bishop Auckland","Aye",""
"Martyn Day","Scottish National Party","Linlithgow and East Falkirk","No",""
"Marsha De Cordova","Labour","Battersea","No Vote Recorded",""
"Thangam Debbonaire","Labour","Bristol West","No Vote Recorded",""
"Tanmanjeet Singh Dhesi","Labour","Slough","No Vote Recorded",""
"Caroline Dinenage","Conservative","Gosport","Aye",""
"Sarah Dines","Conservative","Derbyshire Dales","Aye",""
"Samantha Dixon","Labour","City of Chester","No Vote Recorded",""
"Jonathan Djanogly","Conservative","Huntingdon","Aye",""
"Martin Docherty-Hughes","Scottish National Party","West Dunbartonshire","No",""
"Leo Docherty","Conservative","Aldershot","No Vote Recorded",""
"Anneliese Dodds","Labour","Oxford East","No Vote Recorded",""
"Jeffrey M Donaldson","Democratic Unionist Party","Lagan Valley","No Vote Recorded",""
"Michelle Donelan","Conservative","Chippenham","Aye","Marcus Jones"
"Dave Doogan","Scottish National Party","Angus","No",""
"Allan Dorans","Scottish National Party","Ayr, Carrick and Cumnock","No","Brendan O'Hara"
"Nadine Dorries","Conservative","Mid Bedfordshire","No Vote Recorded",""
"Steve Double","Conservative","St Austell and Newquay","Aye",""
"Stephen Doughty","Labour","Cardiff South and Penarth","No Vote Recorded",""
"Peter Dowd","Labour","Bootle","No Vote Recorded",""
"Oliver Dowden","Conservative","Hertsmere","No Vote Recorded",""
"Jackie Doyle-Price","Conservative","Thurrock","No Vote Recorded",""
"Richard Drax","Conservative","South Dorset","No Vote Recorded",""
"Flick Drummond","Conservative","Meon Valley","No Vote Recorded",""
"James Duddridge","Conservative","Rochford and Southend East","Aye",""
"Rosie Duffield","Labour","Canterbury","No Vote Recorded",""
"David Duguid","Conservative","Banff and Buchan","Aye",""
"Iain Duncan Smith","Conservative","Chingford and Woodford Green","No Vote Recorded",""
"Philip Dunne","Conservative","Ludlow","No Vote Recorded",""
"Angela Eagle","Labour","Wallasey","No Vote Recorded",""
"Maria Eagle","Labour","Garston and Halewood","No Vote Recorded",""
"Colum Eastwood","Social Democratic & Labour Party","Foyle","No",""
"Mark Eastwood","Conservative","Dewsbury","Aye",""
"Jonathan Edwards","Independent","Carmarthen East and Dinefwr","No",""
"Ruth Edwards","Conservative","Rushcliffe","Aye",""
"Clive Efford","Labour","Eltham","No Vote Recorded",""
"Julie Elliott","Labour","Sunderland Central","No Vote Recorded",""
"Michael Ellis","Conservative","Northampton North","Aye",""
"Tobias Ellwood","Conservative","Bournemouth East","No Vote Recorded",""
"Chris Elmore","Labour","Ogmore","No Vote Recorded",""
"Natalie Elphicke","Conservative","Dover","No Vote Recorded",""
"Florence Eshalomi","Labour","Vauxhall","No Vote Recorded",""
"Bill Esterson","Labour","Sefton Central","No Vote Recorded",""
"George Eustice","Conservative","Camborne and Redruth","No Vote Recorded",""
"Chris Evans","Labour","Islwyn","No Vote Recorded",""
"Luke Evans","Conservative","Bosworth","Aye",""
"Nigel Evans","Deputy Speaker","Ribble Valley","No Vote Recorded",""
"David Evennett","Conservative","Bexleyheath and Crayford","No Vote Recorded",""
"Ben Everitt","Conservative","Milton Keynes North","Aye",""
"Michael Fabricant","Conservative","Lichfield","Aye",""
"Laura Farris","Conservative","Newbury","Aye",""
"Tim Farron","Liberal Democrat","Westmorland and Lonsdale","No",""
"Stephen Farry","Alliance","North Down","No",""
"Simon Fell","Conservative","Barrow and Furness","Aye",""
"Marion Fellows","Scottish National Party","Motherwell and Wishaw","Teller - Noes",""
"Margaret Ferrier","Independent","Rutherglen and Hamilton West","No Vote Recorded",""
"John Finucane","Sinn Féin","Belfast North","No Vote Recorded",""
"Anna Firth","Conservative","Southend West","Aye",""
"Colleen Fletcher","Labour","Coventry North East","No Vote Recorded",""
"Katherine Fletcher","Conservative","South Ribble","Aye",""
"Mark Fletcher","Conservative","Bolsover","Aye",""
"Nick Fletcher","Conservative","Don Valley","Aye",""
"Stephen Flynn","Scottish National Party","Aberdeen South","No",""
"Richard Foord","Liberal Democrat","Tiverton and Honiton","No",""
"Vicky Ford","Conservative","Chelmsford","No Vote Recorded",""
"Kevin Foster","Conservative","Torbay","Aye",""
"Yvonne Fovargue","Labour","Makerfield","No Vote Recorded",""
"Liam Fox","Conservative","North Somerset","Aye",""
"Vicky Foxcroft","Labour","Lewisham, Deptford","No Vote Recorded",""
"Mary Kelly Foy","Labour","City of Durham","No Vote Recorded",""
"Mark Francois","Conservative","Rayleigh and Wickford","Aye",""
"Lucy Frazer","Conservative","South East Cambridgeshire","Aye",""
"George Freeman","Conservative","Mid Norfolk","No Vote Recorded",""
"Mike Freer","Conservative","Finchley and Golders Green","Aye",""
"Louie French","Conservative","Old Bexley and Sidcup","Aye",""
"Richard Fuller","Conservative","North East Bedfordshire","No Vote Recorded",""
"Gill Furniss","Labour","Sheffield, Brightside and Hillsborough","No Vote Recorded",""
"Marcus Fysh","Conservative","Yeovil","Aye",""
"Roger Gale","Conservative","North Thanet","No Vote Recorded",""
"Barry Gardiner","Labour","Brent North","No",""
"Mark Garnier","Conservative","Wyre Forest","Aye",""
"Nusrat Ghani","Conservative","Wealden","Aye",""
"Nick Gibb","Conservative","Bognor Regis and Littlehampton","Aye",""
"Patricia Gibson","Scottish National Party","North Ayrshire and Arran","No",""
"Peter Gibson","Conservative","Darlington","Aye",""
"Jo Gideon","Conservative","Stoke-on-Trent Central","Aye",""
"Michelle Gildernew","Sinn Féin","Fermanagh and South Tyrone","No Vote Recorded",""
"Preet Kaur Gill","Labour","Birmingham, Edgbaston","No Vote Recorded",""
"Paul Girvan","Democratic Unionist Party","South Antrim","No Vote Recorded",""
"John Glen","Conservative","Salisbury","Aye",""
"Mary Glindon","Labour","North Tyneside","No Vote Recorded",""
"Robert Goodwill","Conservative","Scarborough and Whitby","No Vote Recorded",""
"Michael Gove","Conservative","Surrey Heath","Aye",""
"Patrick Grady","Scottish National Party","Glasgow North","No",""
"Richard Graham","Conservative","Gloucester","No Vote Recorded",""
"Helen Grant","Conservative","Maidstone and The Weald","No Vote Recorded",""
"Peter Grant","Scottish National Party","Glenrothes","Teller - Noes",""
"James Gray","Conservative","North Wiltshire","No Vote Recorded",""
"Chris Grayling","Conservative","Epsom and Ewell","Aye",""
"Chris Green","Conservative","Bolton West","Aye",""
"Damian Green","Conservative","Ashford","Aye",""
"Sarah Green","Liberal Democrat","Chesham and Amersham","No",""
"Lilian Greenwood","Labour","Nottingham South","No Vote Recorded",""
"Margaret Greenwood","Labour","Wirral West","No Vote Recorded",""
"Andrew Griffith","Conservative","Arundel and South Downs","Aye",""
"Nia Griffith","Labour","Llanelli","No Vote Recorded",""
"James Grundy","Conservative","Leigh","Aye",""
"Jonathan Gullis","Conservative","Stoke-on-Trent North","No Vote Recorded",""
"Andrew Gwynne","Labour","Denton and Reddish","No Vote Recorded",""
"Louise Haigh","Labour","Sheffield, Heeley","No Vote Recorded",""
"Robert Halfon","Conservative","Harlow","Aye",""
"Luke Hall","Conservative","Thornbury and Yate","Aye",""
"Fabian Hamilton","Labour","Leeds North East","No Vote Recorded",""
"Paulette Hamilton","Labour","Birmingham, Erdington","No Vote Recorded",""
"Stephen Hammond","Conservative","Wimbledon","Aye",""
"Matt Hancock","Independent","West Suffolk","No Vote Recorded",""
"Greg Hands","Conservative","Chelsea and Fulham","No Vote Recorded",""
"Claire Hanna","Social Democratic & Labour Party","Belfast South","No",""
"Neale Hanvey","Alba Party","Kirkcaldy and Cowdenbeath","No Vote Recorded",""
"Emma Hardy","Labour","Kingston upon Hull West and Hessle","No Vote Recorded",""
"Harriet Harman","Labour","Camberwell and Peckham","No Vote Recorded",""
"Mark Harper","Conservative","Forest of Dean","Aye",""
"Carolyn Harris","Labour","Swansea East","No Vote Recorded",""
"Rebecca Harris","Conservative","Castle Point","Aye",""
"Trudy Harrison","Conservative","Copeland","Aye",""
"Sally-Ann Hart","Conservative","Hastings and Rye","Aye",""
"Simon Hart","Conservative","Carmarthen West and South Pembrokeshire","Aye",""
"Helen Hayes","Labour","Dulwich and West Norwood","No Vote Recorded",""
"John Hayes","Conservative","South Holland and The Deepings","Aye",""
"Chris Hazzard","Sinn Féin","South Down","No Vote Recorded",""
"Oliver Heald","Conservative","North East Hertfordshire","No Vote Recorded",""
"John Healey","Labour","Wentworth and Dearne","No Vote Recorded",""
"James Heappey","Conservative","Wells","Aye",""
"Chris Heaton-Harris","Conservative","Daventry","Aye",""
"Gordon Henderson","Conservative","Sittingbourne and Sheppey","Aye",""
"Mark Hendrick","Labour","Preston","No Vote Recorded",""
"Drew Hendry","Scottish National Party","Inverness, Nairn, Badenoch and Strathspey","No",""
"Darren Henry","Conservative","Broxtowe","Aye",""
"Antony Higginbotham","Conservative","Burnley","No Vote Recorded",""
"Meg Hillier","Labour","Hackney South and Shoreditch","No Vote Recorded",""
"Damian Hinds","Conservative","East Hampshire","Aye",""
"Simon Hoare","Conservative","North Dorset","No Vote Recorded",""
"Wera Hobhouse","Liberal Democrat","Bath","No",""
"Margaret Hodge","Labour","Barking","No Vote Recorded",""
"Sharon Hodgson","Labour","Washington and Sunderland West","No Vote Recorded",""
"Richard Holden","Conservative","North West Durham","Aye",""
"Kate Hollern","Labour","Blackburn","No Vote Recorded",""
"Kevin Hollinrake","Conservative","Thirsk and Malton","Aye",""
"Philip Hollobone","Conservative","Kettering","Aye",""
"Adam Holloway","Conservative","Gravesham","Aye",""
"Paul Holmes","Conservative","Eastleigh","Aye",""
"Rachel Hopkins","Labour","Luton South","No Vote Recorded",""
"Stewart Hosie","Scottish National Party","Dundee East","No",""
"George Howarth","Labour","Knowsley","No Vote Recorded",""
"John Howell","Conservative","Henley","Aye",""
"Paul Howell","Conservative","Sedgefield","No Vote Recorded",""
"Lindsay Hoyle","Speaker","Chorley","No Vote Recorded",""
"Nigel Huddleston","Conservative","Mid Worcestershire","No Vote Recorded",""
"Neil Hudson","Conservative","Penrith and The Border","Aye",""
"Eddie Hughes","Conservative","Walsall North","Aye",""
"Jane Hunt","Conservative","Loughborough","Aye",""
"Jeremy Hunt","Conservative","South West Surrey","No Vote Recorded",""
"Tom Hunt","Conservative","Ipswich","Aye",""
"Rupa Huq","Labour","Ealing Central and Acton","No Vote Recorded",""
"Imran Hussain","Labour","Bradford East","No Vote Recorded",""
"Alister Jack","Conservative","Dumfries and Galloway","No Vote Recorded",""
"Christine Jardine","Liberal Democrat","Edinburgh West","No Vote Recorded",""
"Dan Jarvis","Labour","Barnsley Central","No Vote Recorded",""
"Sajid Javid","Conservative","Bromsgrove","No Vote Recorded",""
"Ranil Jayawardena","Conservative","North East Hampshire","Aye",""
"Bernard Jenkin","Conservative","Harwich and North Essex","Aye",""
"Mark Jenkinson","Conservative","Workington","Aye",""
"Andrea Jenkyns","Conservative","Morley and Outwood","Aye",""
"Robert Jenrick","Conservative","Newark","Aye",""
"Diana Johnson","Labour","Kingston upon Hull North","No Vote Recorded",""
"Caroline Johnson","Conservative","Sleaford and North Hykeham","No Vote Recorded",""
"Gareth Johnson","Conservative","Dartford","Aye",""
"Kim Johnson","Labour","Liverpool, Riverside","No Vote Recorded",""
"David Johnston","Conservative","Wantage","Aye",""
"Andrew Jones","Conservative","Harrogate and Knaresborough","Aye",""
"Darren Jones","Labour","Bristol North West","No Vote Recorded",""
"Fay Jones","Conservative","Brecon and Radnorshire","Aye",""
"Gerald Jones","Labour","Merthyr Tydfil and Rhymney","No Vote Recorded",""
"David Jones","Conservative","Clwyd West","No Vote Recorded",""
"Kevan Jones","Labour","North Durham","No Vote Recorded",""
"Marcus Jones","Conservative","Nuneaton","Aye",""
"Ruth Jones","Labour","Newport West","No Vote Recorded",""
"Sarah Jones","Labour","Croydon Central","No Vote Recorded",""
"Simon Jupp","Conservative","East Devon","Aye",""
"Mike Kane","Labour","Wythenshawe and Sale East","No Vote Recorded",""
"Daniel Kawczynski","Conservative","Shrewsbury and Atcham","Aye",""
"Alicia Kearns","Conservative","Rutland and Melton","No Vote Recorded",""
"Gillian Keegan","Conservative","Chichester","Aye",""
"Barbara Keeley","Labour","Worsley and Eccles South","No Vote Recorded",""
"Liz Kendall","Labour","Leicester West","No Vote Recorded",""
"Afzal Khan","Labour","Manchester, Gorton","No Vote Recorded",""
"Stephen Kinnock","Labour","Aberavon","No Vote Recorded",""
"Julian Knight","Independent","Solihull","No Vote Recorded",""
"Greg Knight","Conservative","East Yorkshire","Aye",""
"Kate Kniveton","Conservative","Burton","No Vote Recorded",""
"Danny Kruger","Conservative","Devizes","Aye",""
"Kwasi Kwarteng","Conservative","Spelthorne","No Vote Recorded",""
"Peter Kyle","Labour","Hove","No Vote Recorded",""
"Eleanor Laing","Deputy Speaker","Epping Forest","No Vote Recorded",""
"Ben Lake","Plaid Cymru","Ceredigion","No",""
"David Lammy","Labour","Tottenham","No Vote Recorded",""
"John Lamont","Conservative","Berwickshire, Roxburgh and Selkirk","Aye",""
"Robert Largan","Conservative","High Peak","Aye",""
"Pauline Latham","Conservative","Mid Derbyshire","No Vote Recorded",""
"Ian Lavery","Labour","Wansbeck","No",""
"Chris Law","Scottish National Party","Dundee West","No",""
"Kim Leadbeater","Labour","Batley and Spen","No Vote Recorded",""
"Andrea Leadsom","Conservative","South Northamptonshire","No Vote Recorded",""
"Edward Leigh","Conservative","Gainsborough","Aye",""
"Ian Levy","Conservative","Blyth Valley","Aye",""
"Emma Lewell-Buck","Labour","South Shields","No Vote Recorded",""
"Andrew Lewer","Conservative","Northampton South","Aye",""
"Clive Lewis","Labour","Norwich South","No Vote Recorded",""
"Brandon Lewis","Conservative","Great Yarmouth","Aye",""
"Julian Lewis","Conservative","New Forest East","Aye",""
"Ian Liddell-Grainger","Conservative","Bridgwater and West Somerset","Aye",""
"Simon Lightwood","Labour","Wakefield","No Vote Recorded",""
"David Linden","Scottish National Party","Glasgow East","No",""
"Tony Lloyd","Labour","Rochdale","No Vote Recorded",""
"Carla Lockhart","Democratic Unionist Party","Upper Bann","No Vote Recorded",""
"Chris Loder","Conservative","West Dorset","Aye",""
"Mark Logan","Conservative","Bolton North East","No Vote Recorded",""
"Rebecca Long Bailey","Labour","Salford and Eccles","No Vote Recorded",""
"Marco Longhi","Conservative","Dudley North","No Vote Recorded",""
"Julia Lopez","Conservative","Hornchurch and Upminster","Aye","Marcus Jones"
"Jack Lopresti","Conservative","Filton and Bradley Stoke","Aye",""
"Jonathan Lord","Conservative","Woking","Aye",""
"Tim Loughton","Conservative","East Worthing and Shoreham","No Vote Recorded",""
"Caroline Lucas","Green Party","Brighton, Pavilion","No",""
"Holly Lynch","Labour","Halifax","No Vote Recorded",""
"Kenny MacAskill","Alba Party","East Lothian","No",""
"Craig Mackinlay","Conservative","South Thanet","Aye",""
"Cherilyn Mackrory","Conservative","Truro and Falmouth","Aye",""
"Rachel Maclean","Conservative","Redditch","Aye",""
"Angus Brendan MacNeil","Scottish National Party","Na h-Eileanan an Iar","No Vote Recorded",""
"Justin Madders","Labour","Ellesmere Port and Neston","No Vote Recorded",""
"Khalid Mahmood","Labour","Birmingham, Perry Barr","No Vote Recorded",""
"Shabana Mahmood","Labour","Birmingham, Ladywood","No Vote Recorded",""
"Alan Mak","Conservative","Havant","Aye",""
"Seema Malhotra","Labour","Feltham and Heston","No Vote Recorded",""
"Kit Malthouse","Conservative","North West Hampshire","No Vote Recorded",""
"Anthony Mangnall","Conservative","Totnes","Aye",""
"Scott Mann","Conservative","North Cornwall","Aye",""
"Julie Marson","Conservative","Hertford and Stortford","Aye",""
"Rachael Maskell","Labour","York Central","No Vote Recorded",""
"Paul Maskey","Sinn Féin","Belfast West","No Vote Recorded",""
"Theresa May","Conservative","Maidenhead","No Vote Recorded",""
"Jerome Mayhew","Conservative","Broadland","Aye",""
"Paul Maynard","Conservative","Blackpool North and Cleveleys","Aye",""
"Steve McCabe","Labour","Birmingham, Selly Oak","No Vote Recorded",""
"Kerry McCarthy","Labour","Bristol East","No Vote Recorded",""
"Jason McCartney","Conservative","Colne Valley","No Vote Recorded",""
"Karl McCartney","Conservative","Lincoln","No Vote Recorded",""
"Siobhain McDonagh","Labour","Mitcham and Morden","No Vote Recorded",""
"Andy McDonald","Labour","Middlesbrough","No",""
"Stewart Malcolm McDonald","Scottish National Party","Glasgow South","No",""
"Stuart C McDonald","Scottish National Party","Cumbernauld, Kilsyth and Kirkintilloch East","No Vote Recorded",""
"John McDonnell","Labour","Hayes and Harlington","No",""
"Pat McFadden","Labour","Wolverhampton South East","No Vote Recorded",""
"Conor McGinn","Independent","St Helens North","No Vote Recorded",""
"Alison McGovern","Labour","Wirral South","No Vote Recorded",""
"Catherine McKinnell","Labour","Newcastle upon Tyne North","No Vote Recorded",""
"Anne McLaughlin","Scottish National Party","Glasgow North East","No","Brendan O'Hara"
"Jim McMahon","Labour","Oldham West and Royton","No Vote Recorded",""
"Anna McMorrin","Labour","Cardiff North","No Vote Recorded",""
"John McNally","Scottish National Party","Falkirk","No",""
"Stephen McPartland","Conservative","Stevenage","Aye",""
"Esther McVey","Conservative","Tatton","Aye",""
"Ian Mearns","Labour","Gateshead","No",""
"Mark Menzies","Conservative","Fylde","Aye",""
"Johnny Mercer","Conservative","Plymouth, Moor View","Aye",""
"Huw Merriman","Conservative","Bexhill and Battle","Aye",""
"Stephen Metcalfe","Conservative","South Basildon and East Thurrock","Aye",""
"Edward Miliband","Labour","Doncaster North","No Vote Recorded",""
"Robin Millar","Conservative","Aberconwy","Aye",""
"Maria Miller","Conservative","Basingstoke","Aye",""
"Amanda Milling","Conservative","Cannock Chase","Aye",""
"Nigel Mills","Conservative","Amber Valley","No Vote Recorded",""
"Navendu Mishra","Labour","Stockport","No Vote Recorded",""
"Andrew Mitchell","Conservative","Sutton Coldfield","Aye",""
"Gagan Mohindra","Conservative","South West Hertfordshire","Aye",""
"Francie Molloy","Sinn Féin","Mid Ulster","No Vote Recorded",""
"Carol Monaghan","Scottish National Party","Glasgow North West","No",""
"Damien Moore","Conservative","Southport","Aye",""
"Robbie Moore","Conservative","Keighley","Aye",""
"Layla Moran","Liberal Democrat","Oxford West and Abingdon","No",""
"Penny Mordaunt","Conservative","Portsmouth North","Aye",""
