Division Number: 86
Division Date: 1 March 2024 - 13:15

Closure

Aye Count: 68
No Count: 15
Result: Question accordingly agreed.

Members recorded
Member,Party,Constituency,Vote,Proxy Member
"Órfhlaith Begley","Sinn Féin","West Tyrone","No Vote Recorded",""
"Apsana Begum","Labour","Poplar and Limehouse","Aye",""
"Aaron Bell","Conservative","Newcastle-under-Lyme","No Vote Recorded",""
"Hilary Benn","Labour","Leeds Central","No Vote Recorded",""
"Scott Benton","Independent","Blackpool South","No Vote Recorded",""
"Paul Beresford","Conservative","Mole Valley","No Vote Recorded",""
"Jake Berry","Conservative","Rossendale and Darwen","No Vote Recorded",""
"Clive Betts","Labour","Sheffield South East","No Vote Recorded",""
"Saqib Bhatti","Conservative","Meriden","No Vote Recorded",""
"Mhairi Black","Scottish National Party","Paisley and Renfrewshire South","No Vote Recorded",""
"Ian Blackford","Scottish National Party","Ross, Skye and Lochaber","No Vote Recorded",""
"Bob Blackman","Conservative","Harrow East","No Vote Recorded",""
"Kirsty Blackman","Scottish National Party","Aberdeen North","No Vote Recorded",""
"Olivia Blake","Labour","Sheffield, Hallam","Aye",""
"Paul Blomfield","Labour","Sheffield Central","No Vote Recorded",""
"Crispin Blunt","Independent","Reigate","Aye",""
"Steven Bonnar","Scottish National Party","Coatbridge, Chryston and Bellshill","No Vote Recorded",""
"Peter Bottomley","Conservative","Worthing West","No Vote Recorded",""
"Andrew Bowie","Conservative","West Aberdeenshire and Kincardine","No Vote Recorded",""
"Ben Bradley","Conservative","Mansfield","No Vote Recorded",""
"Karen Bradley","Conservative","Staffordshire Moorlands","No Vote Recorded",""
"Ben Bradshaw","Labour","Exeter","Aye",""
"Mickey Brady","Sinn Féin","Newry and Armagh","No Vote Recorded",""
"Graham Brady","Conservative","Altrincham and Sale West","No Vote Recorded",""
"Suella Braverman","Conservative","Fareham","No",""
"Kevin Brennan","Labour","Cardiff West","No Vote Recorded",""
"Jack Brereton","Conservative","Stoke-on-Trent South","No Vote Recorded",""
"Andrew Bridgen","Independent","North West Leicestershire","No Vote Recorded",""
"Steve Brine","Conservative","Winchester","No Vote Recorded",""
"Paul Bristow","Conservative","Peterborough","No",""
"Sara Britcliffe","Conservative","Hyndburn","No Vote Recorded",""
"Deidre Brock","Scottish National Party","Edinburgh North and Leith","No Vote Recorded",""
"Alan Brown","Scottish National Party","Kilmarnock and Loudoun","No Vote Recorded",""
"Nicholas Brown","Independent","Newcastle upon Tyne East","Aye",""
"Lyn Brown","Labour","West Ham","Aye",""
"Anthony Browne","Conservative","South Cambridgeshire","No Vote Recorded",""
"Fiona Bruce","Conservative","Congleton","No",""
"Chris Bryant","Labour","Rhondda","No Vote Recorded",""
"Felicity Buchan","Conservative","Kensington","No Vote Recorded",""
"Karen Buck","Labour","Westminster North","No Vote Recorded",""
"Robert Buckland","Conservative","South Swindon","No Vote Recorded",""
"Alex Burghart","Conservative","Brentwood and Ongar","No Vote Recorded",""
"Richard Burgon","Labour","Leeds East","Aye",""
"Conor Burns","Conservative","Bournemouth West","No Vote Recorded",""
"Dawn Butler","Labour","Brent Central","Aye",""
"Rob Butler","Conservative","Aylesbury","No Vote Recorded",""
"Ian Byrne","Labour","Liverpool, West Derby","Aye",""
"Liam Byrne","Labour","Birmingham, Hodge Hill","No Vote Recorded",""
"Ruth Cadbury","Labour","Brentford and Isleworth","Aye",""
"Alun Cairns","Conservative","Vale of Glamorgan","No Vote Recorded",""
"Amy Callaghan","Scottish National Party","East Dunbartonshire","No Vote Recorded",""
"Lisa Cameron","Conservative","East Kilbride, Strathaven and Lesmahagow","No Vote Recorded",""
"Gregory Campbell","Democratic Unionist Party","East Londonderry","No Vote Recorded",""
"Alan Campbell","Labour","Tynemouth","No Vote Recorded",""
"Dan Carden","Labour","Liverpool, Walton","No Vote Recorded",""
"Alistair Carmichael","Liberal Democrat","Orkney and Shetland","No Vote Recorded",""
"Andy Carter","Conservative","Warrington South","No Vote Recorded",""
"James Cartlidge","Conservative","South Suffolk","No Vote Recorded",""
"William Cash","Conservative","Stone","No",""
"Miriam Cates","Conservative","Penistone and Stocksbridge","No",""
"Maria Caulfield","Conservative","Lewes","No Vote Recorded",""
"Alex Chalk","Conservative","Cheltenham","No Vote Recorded",""
"Wendy Chamberlain","Liberal Democrat","North East Fife","No Vote Recorded",""
"Sarah Champion","Labour","Rotherham","No Vote Recorded",""
"Douglas Chapman","Scottish National Party","Dunfermline and West Fife","No Vote Recorded",""
"Bambos Charalambous","Independent","Enfield, Southgate","No Vote Recorded",""
"Joanna Cherry","Scottish National Party","Edinburgh South West","No Vote Recorded",""
"Rehman Chishti","Conservative","Gillingham and Rainham","No Vote Recorded",""
"Christopher Chope","Conservative","Christchurch","No",""
"Jo Churchill","Conservative","Bury St Edmunds","No Vote Recorded",""
"Feryal Clark","Labour","Enfield North","No Vote Recorded",""
"Greg Clark","Conservative","Tunbridge Wells","No Vote Recorded",""
"Brendan Clarke-Smith","Conservative","Bassetlaw","No Vote Recorded",""
"Simon Clarke","Conservative","Middlesbrough South and East Cleveland","No Vote Recorded",""
"Theo Clarke","Conservative","Stafford","No Vote Recorded",""
"Chris Clarkson","Conservative","Heywood and Middleton","No Vote Recorded",""
"James Cleverly","Conservative","Braintree","No Vote Recorded",""
"Geoffrey Clifton-Brown","Conservative","The Cotswolds","No Vote Recorded",""
"Thérèse Coffey","Conservative","Suffolk Coastal","No Vote Recorded",""
"Elliot Colburn","Conservative","Carshalton and Wallington","Aye",""
"Damian Collins","Conservative","Folkestone and Hythe","No Vote Recorded",""
"Daisy Cooper","Liberal Democrat","St Albans","No Vote Recorded",""
"Yvette Cooper","Labour","Normanton, Pontefract and Castleford","No Vote Recorded",""
"Jeremy Corbyn","Independent","Islington North","Aye",""
"Alberto Costa","Conservative","South Leicestershire","No Vote Recorded",""
"Robert Courts","Conservative","Witney","No Vote Recorded",""
"Claire Coutinho","Conservative","East Surrey","No Vote Recorded",""
"Ronnie Cowan","Scottish National Party","Inverclyde","No Vote Recorded",""
"Geoffrey Cox","Conservative","Torridge and West Devon","No Vote Recorded",""
"Neil Coyle","Labour","Bermondsey and Old Southwark","Aye",""
"Stephen Crabb","Conservative","Preseli Pembrokeshire","No Vote Recorded",""
"Angela Crawley","Scottish National Party","Lanark and Hamilton East","No Vote Recorded",""
"Stella Creasy","Labour","Walthamstow","Aye",""
"Virginia Crosbie","Conservative","Ynys Môn","No Vote Recorded",""
"Tracey Crouch","Conservative","Chatham and Aylesford","No Vote Recorded",""
"Jon Cruddas","Labour","Dagenham and Rainham","No Vote Recorded",""
"John Cryer","Labour","Leyton and Wanstead","No Vote Recorded",""
"Judith Cummins","Labour","Bradford South","No Vote Recorded",""
"Alex Cunningham","Labour","Stockton North","No Vote Recorded",""
"Janet Daby","Labour","Lewisham East","Aye",""
"Ashley Dalton","Labour","West Lancashire","Aye",""
"James Daly","Conservative","Bury North","No Vote Recorded",""
"Ed Davey","Liberal Democrat","Kingston and Surbiton","No Vote Recorded",""
"Wayne David","Labour","Caerphilly","No Vote Recorded",""
"Alex Davies-Jones","Labour","Pontypridd","Aye",""
"David T C Davies","Conservative","Monmouth","No Vote Recorded",""
"James Davies","Conservative","Vale of Clwyd","No Vote Recorded",""
"Gareth Davies","Conservative","Grantham and Stamford","No Vote Recorded",""
"Geraint Davies","Independent","Swansea West","No Vote Recorded",""
"Mims Davies","Conservative","Mid Sussex","No Vote Recorded",""
"Philip Davies","Conservative","Shipley","No Vote Recorded",""
"David Davis","Conservative","Haltemprice and Howden","No Vote Recorded",""
"Dehenna Davison","Conservative","Bishop Auckland","Aye",""
"Martyn Day","Scottish National Party","Linlithgow and East Falkirk","No Vote Recorded",""
"Marsha De Cordova","Labour","Battersea","No Vote Recorded",""
"Thangam Debbonaire","Labour","Bristol West","No Vote Recorded",""
"Tanmanjeet Singh Dhesi","Labour","Slough","No Vote Recorded",""
"Caroline Dinenage","Conservative","Gosport","No Vote Recorded",""
"Sarah Dines","Conservative","Derbyshire Dales","No Vote Recorded",""
"Samantha Dixon","Labour","City of Chester","No Vote Recorded",""
"Jonathan Djanogly","Conservative","Huntingdon","No Vote Recorded",""
"Martin Docherty-Hughes","Scottish National Party","West Dunbartonshire","No Vote Recorded",""
"Leo Docherty","Conservative","Aldershot","No Vote Recorded",""
"Anneliese Dodds","Labour","Oxford East","Aye",""
"Jeffrey M Donaldson","Democratic Unionist Party","Lagan Valley","No Vote Recorded",""
"Michelle Donelan","Conservative","Chippenham","No Vote Recorded",""
"Dave Doogan","Scottish National Party","Angus","No Vote Recorded",""
"Allan Dorans","Scottish National Party","Ayr, Carrick and Cumnock","No Vote Recorded",""
"Steve Double","Conservative","St Austell and Newquay","No Vote Recorded",""
"Stephen Doughty","Labour","Cardiff South and Penarth","Aye",""
"Peter Dowd","Labour","Bootle","No Vote Recorded",""
"Oliver Dowden","Conservative","Hertsmere","No Vote Recorded",""
"Jackie Doyle-Price","Conservative","Thurrock","No Vote Recorded",""
"Richard Drax","Conservative","South Dorset","No Vote Recorded",""
"Flick Drummond","Conservative","Meon Valley","No Vote Recorded",""
"James Duddridge","Conservative","Rochford and Southend East","No Vote Recorded",""
"Rosie Duffield","Labour","Canterbury","No Vote Recorded",""
"David Duguid","Conservative","Banff and Buchan","No Vote Recorded",""
"Iain Duncan Smith","Conservative","Chingford and Woodford Green","No Vote Recorded",""
"Philip Dunne","Conservative","Ludlow","No Vote Recorded",""
"Sarah Dyke","Liberal Democrat","Somerton and Frome","No Vote Recorded",""
"Angela Eagle","Labour","Wallasey","Aye",""
"Maria Eagle","Labour","Garston and Halewood","No Vote Recorded",""
"Colum Eastwood","Social Democratic & Labour Party","Foyle","No Vote Recorded",""
"Mark Eastwood","Conservative","Dewsbury","No Vote Recorded",""
"Jonathan Edwards","Independent","Carmarthen East and Dinefwr","No Vote Recorded",""
"Ruth Edwards","Conservative","Rushcliffe","No Vote Recorded",""
"Sarah Edwards","Labour","Tamworth","No Vote Recorded",""
"Clive Efford","Labour","Eltham","Aye",""
"Damien Egan","Labour","Kingswood","Aye",""
"Julie Elliott","Labour","Sunderland Central","No Vote Recorded",""
"Michael Ellis","Conservative","Northampton North","No Vote Recorded",""
"Tobias Ellwood","Conservative","Bournemouth East","No Vote Recorded",""
"Chris Elmore","Labour","Ogmore","No Vote Recorded",""
"Natalie Elphicke","Conservative","Dover","No Vote Recorded",""
"Florence Eshalomi","Labour","Vauxhall","No Vote Recorded",""
"Bill Esterson","Labour","Sefton Central","No Vote Recorded",""
"George Eustice","Conservative","Camborne and Redruth","No Vote Recorded",""
"Chris Evans","Labour","Islwyn","No Vote Recorded",""
"Luke Evans","Conservative","Bosworth","No Vote Recorded",""
"Nigel Evans","Deputy Speaker","Ribble Valley","No Vote Recorded",""
"David Evennett","Conservative","Bexleyheath and Crayford","No Vote Recorded",""
"Ben Everitt","Conservative","Milton Keynes North","No Vote Recorded",""
"Michael Fabricant","Conservative","Lichfield","No Vote Recorded",""
"Laura Farris","Conservative","Newbury","No Vote Recorded",""
"Tim Farron","Liberal Democrat","Westmorland and Lonsdale","No Vote Recorded",""
"Stephen Farry","Alliance","North Down","No Vote Recorded",""
"Simon Fell","Conservative","Barrow and Furness","Aye",""
"Marion Fellows","Scottish National Party","Motherwell and Wishaw","No Vote Recorded",""
"John Finucane","Sinn Féin","Belfast North","No Vote Recorded",""
"Anna Firth","Conservative","Southend West","No Vote Recorded",""
"Colleen Fletcher","Labour","Coventry North East","No Vote Recorded",""
"Katherine Fletcher","Conservative","South Ribble","No Vote Recorded",""
"Mark Fletcher","Conservative","Bolsover","No Vote Recorded",""
"Nick Fletcher","Conservative","Don Valley","No",""
"Stephen Flynn","Scottish National Party","Aberdeen South","No Vote Recorded",""
"Richard Foord","Liberal Democrat","Tiverton and Honiton","No Vote Recorded",""
"Vicky Ford","Conservative","Chelmsford","No Vote Recorded",""
"Kevin Foster","Conservative","Torbay","No Vote Recorded",""
"Yvonne Fovargue","Labour","Makerfield","No Vote Recorded",""
"Liam Fox","Conservative","North Somerset","No Vote Recorded",""
"Vicky Foxcroft","Labour","Lewisham, Deptford","No Vote Recorded",""
"Mary Kelly Foy","Labour","City of Durham","No Vote Recorded",""
"Mark Francois","Conservative","Rayleigh and Wickford","No Vote Recorded",""
"Lucy Frazer","Conservative","South East Cambridgeshire","No Vote Recorded",""
"George Freeman","Conservative","Mid Norfolk","No Vote Recorded",""
"Mike Freer","Conservative","Finchley and Golders Green","Aye",""
"Louie French","Conservative","Old Bexley and Sidcup","No Vote Recorded",""
"Richard Fuller","Conservative","North East Bedfordshire","No Vote Recorded",""
"Gill Furniss","Labour","Sheffield, Brightside and Hillsborough","No Vote Recorded",""
"Marcus Fysh","Conservative","Yeovil","No Vote Recorded",""
"Roger Gale","Conservative","North Thanet","No Vote Recorded",""
"George Galloway","Workers Party of Britain","Rochdale","No Vote Recorded",""
"Barry Gardiner","Labour","Brent North","Aye",""
"Mark Garnier","Conservative","Wyre Forest","No Vote Recorded",""
"Nusrat Ghani","Conservative","Wealden","No Vote Recorded",""
"Nick Gibb","Conservative","Bognor Regis and Littlehampton","No Vote Recorded",""
"Patricia Gibson","Scottish National Party","North Ayrshire and Arran","No Vote Recorded",""
"Peter Gibson","Conservative","Darlington","Aye",""
"Jo Gideon","Conservative","Stoke-on-Trent Central","No Vote Recorded",""
"Michelle Gildernew","Sinn Féin","Fermanagh and South Tyrone","No Vote Recorded",""
"Preet Kaur Gill","Labour","Birmingham, Edgbaston","No Vote Recorded",""
"Paul Girvan","Democratic Unionist Party","South Antrim","No Vote Recorded",""
"John Glen","Conservative","Salisbury","No Vote Recorded",""
"Mary Glindon","Labour","North Tyneside","No Vote Recorded",""
"Robert Goodwill","Conservative","Scarborough and Whitby","No Vote Recorded",""
"Michael Gove","Conservative","Surrey Heath","No Vote Recorded",""
"Patrick Grady","Scottish National Party","Glasgow North","No Vote Recorded",""
"Richard Graham","Conservative","Gloucester","No Vote Recorded",""
"Helen Grant","Conservative","Maidstone and The Weald","No Vote Recorded",""
"Peter Grant","Scottish National Party","Glenrothes","No Vote Recorded",""
"James Gray","Conservative","North Wiltshire","No Vote Recorded",""
"Chris Grayling","Conservative","Epsom and Ewell","No Vote Recorded",""
"Chris Green","Conservative","Bolton West","No",""
"Damian Green","Conservative","Ashford","No Vote Recorded",""
"Sarah Green","Liberal Democrat","Chesham and Amersham","Aye",""
"Lilian Greenwood","Labour","Nottingham South","No Vote Recorded",""
"Margaret Greenwood","Labour","Wirral West","Aye",""
"Andrew Griffith","Conservative","Arundel and South Downs","No Vote Recorded",""
"Nia Griffith","Labour","Llanelli","Aye",""
"James Grundy","Conservative","Leigh","No Vote Recorded",""
"Jonathan Gullis","Conservative","Stoke-on-Trent North","No Vote Recorded",""
"Andrew Gwynne","Labour","Denton and Reddish","No Vote Recorded",""
"Louise Haigh","Labour","Sheffield, Heeley","No Vote Recorded",""
"Robert Halfon","Conservative","Harlow","No Vote Recorded",""
"Luke Hall","Conservative","Thornbury and Yate","No Vote Recorded",""
"Fabian Hamilton","Labour","Leeds North East","No Vote Recorded",""
"Paulette Hamilton","Labour","Birmingham, Erdington","No Vote Recorded",""
"Stephen Hammond","Conservative","Wimbledon","No Vote Recorded",""
"Matt Hancock","Independent","West Suffolk","No Vote Recorded",""
"Greg Hands","Conservative","Chelsea and Fulham","No Vote Recorded",""
"Claire Hanna","Social Democratic & Labour Party","Belfast South","No Vote Recorded",""
"Neale Hanvey","Alba Party","Kirkcaldy and Cowdenbeath","No",""
"Emma Hardy","Labour","Kingston upon Hull West and Hessle","No Vote Recorded",""
"Harriet Harman","Labour","Camberwell and Peckham","No Vote Recorded",""
"Mark Harper","Conservative","Forest of Dean","No Vote Recorded",""
"Carolyn Harris","Labour","Swansea East","No Vote Recorded",""
"Rebecca Harris","Conservative","Castle Point","No Vote Recorded",""
"Trudy Harrison","Conservative","Copeland","No Vote Recorded",""
"Sally-Ann Hart","Conservative","Hastings and Rye","No Vote Recorded",""
"Simon Hart","Conservative","Carmarthen West and South Pembrokeshire","No Vote Recorded",""
"Helen Hayes","Labour","Dulwich and West Norwood","Aye",""
"John Hayes","Conservative","South Holland and The Deepings","No Vote Recorded",""
"Chris Hazzard","Sinn Féin","South Down","No Vote Recorded",""
"Oliver Heald","Conservative","North East Hertfordshire","No Vote Recorded",""
"John Healey","Labour","Wentworth and Dearne","No Vote Recorded",""
"James Heappey","Conservative","Wells","No Vote Recorded",""
"Chris Heaton-Harris","Conservative","Daventry","No Vote Recorded",""
"Gordon Henderson","Conservative","Sittingbourne and Sheppey","No Vote Recorded",""
"Mark Hendrick","Labour","Preston","No Vote Recorded",""
"Drew Hendry","Scottish National Party","Inverness, Nairn, Badenoch and Strathspey","No Vote Recorded",""
"Darren Henry","Conservative","Broxtowe","No Vote Recorded",""
"Antony Higginbotham","Conservative","Burnley","No Vote Recorded",""
"Meg Hillier","Labour","Hackney South and Shoreditch","No Vote Recorded",""
"Damian Hinds","Conservative","East Hampshire","No Vote Recorded",""
"Simon Hoare","Conservative","North Dorset","No Vote Recorded",""
"Wera Hobhouse","Liberal Democrat","Bath","No Vote Recorded",""
"Margaret Hodge","Labour","Barking","No Vote Recorded",""
"Sharon Hodgson","Labour","Washington and Sunderland West","No Vote Recorded",""
"Richard Holden","Conservative","North West Durham","No Vote Recorded",""
"Kate Hollern","Labour","Blackburn","No Vote Recorded",""
"Kevin Hollinrake","Conservative","Thirsk and Malton","No Vote Recorded",""
"Philip Hollobone","Conservative","Kettering","No",""
"Adam Holloway","Conservative","Gravesham","No Vote Recorded",""
"Paul Holmes","Conservative","Eastleigh","No Vote Recorded",""
"Rachel Hopkins","Labour","Luton South","Aye",""
"Stewart Hosie","Scottish National Party","Dundee East","No Vote Recorded",""
"George Howarth","Labour","Knowsley","No Vote Recorded",""
"John Howell","Conservative","Henley","No Vote Recorded",""
"Paul Howell","Conservative","Sedgefield","No Vote Recorded",""
"Lindsay Hoyle","Speaker","Chorley","No Vote Recorded",""
"Nigel Huddleston","Conservative","Mid Worcestershire","No Vote Recorded",""
"Neil Hudson","Conservative","Penrith and The Border","No Vote Recorded",""
"Eddie Hughes","Conservative","Walsall North","No Vote Recorded",""
"Jane Hunt","Conservative","Loughborough","No Vote Recorded",""
"Jeremy Hunt","Conservative","South West Surrey","No Vote Recorded",""
"Tom Hunt","Conservative","Ipswich","No Vote Recorded",""
"Rupa Huq","Labour","Ealing Central and Acton","No Vote Recorded",""
"Imran Hussain","Labour","Bradford East","No Vote Recorded",""
"Alister Jack","Conservative","Dumfries and Galloway","No Vote Recorded",""
"Christine Jardine","Liberal Democrat","Edinburgh West","Aye",""
"Dan Jarvis","Labour","Barnsley Central","Aye",""
"Sajid Javid","Conservative","Bromsgrove","No Vote Recorded",""
"Ranil Jayawardena","Conservative","North East Hampshire","No Vote Recorded",""
"Bernard Jenkin","Conservative","Harwich and North Essex","No Vote Recorded",""
"Mark Jenkinson","Conservative","Workington","Teller - Noes",""
"Andrea Jenkyns","Conservative","Morley and Outwood","No Vote Recorded",""
"Robert Jenrick","Conservative","Newark","No",""
"Diana Johnson","Labour","Kingston upon Hull North","No Vote Recorded",""
"Caroline Johnson","Conservative","Sleaford and North Hykeham","No Vote Recorded",""
"Gareth Johnson","Conservative","Dartford","No Vote Recorded",""
"Kim Johnson","Labour","Liverpool, Riverside","No Vote Recorded",""
"David Johnston","Conservative","Wantage","No Vote Recorded",""
"Andrew Jones","Conservative","Harrogate and Knaresborough","No Vote Recorded",""
"Darren Jones","Labour","Bristol North West","Aye",""
"Fay Jones","Conservative","Brecon and Radnorshire","No Vote Recorded",""
"Gerald Jones","Labour","Merthyr Tydfil and Rhymney","No Vote Recorded",""
"David Jones","Conservative","Clwyd West","No Vote Recorded",""
"Kevan Jones","Labour","North Durham","No Vote Recorded",""
"Marcus Jones","Conservative","Nuneaton","No Vote Recorded",""
"Ruth Jones","Labour","Newport West","Aye",""
"Sarah Jones","Labour","Croydon Central","Aye",""
"Simon Jupp","Conservative","East Devon","No Vote Recorded",""
"Mike Kane","Labour","Wythenshawe and Sale East","No Vote Recorded",""
"Daniel Kawczynski","Conservative","Shrewsbury and Atcham","No Vote Recorded",""
"Alicia Kearns","Conservative","Rutland and Melton","Aye",""
"Gillian Keegan","Conservative","Chichester","No Vote Recorded",""
"Barbara Keeley","Labour","Worsley and Eccles South","No Vote Recorded",""
"Liz Kendall","Labour","Leicester West","Aye",""
"Afzal Khan","Labour","Manchester, Gorton","No Vote Recorded",""
"Stephen Kinnock","Labour","Aberavon","No Vote Recorded",""
"Gen Kitchen","Labour","Wellingborough","No Vote Recorded",""
"Julian Knight","Independent","Solihull","No Vote Recorded",""
"Greg Knight","Conservative","East Yorkshire","No Vote Recorded",""
"Kate Kniveton","Conservative","Burton","No Vote Recorded",""
"Danny Kruger","Conservative","Devizes","No",""
"Kwasi Kwarteng","Conservative","Spelthorne","No Vote Recorded",""
"Peter Kyle","Labour","Hove","No Vote Recorded",""
"Eleanor Laing","Deputy Speaker","Epping Forest","No Vote Recorded",""
"Ben Lake","Plaid Cymru","Ceredigion","No Vote Recorded",""
"David Lammy","Labour","Tottenham","No Vote Recorded",""
"John Lamont","Conservative","Berwickshire, Roxburgh and Selkirk","No Vote Recorded",""
"Robert Largan","Conservative","High Peak","No Vote Recorded",""
"Pauline Latham","Conservative","Mid Derbyshire","No Vote Recorded",""
"Ian Lavery","Labour","Wansbeck","No Vote Recorded",""
"Chris Law","Scottish National Party","Dundee West","No Vote Recorded",""
"Kim Leadbeater","Labour","Batley and Spen","No Vote Recorded",""
"Andrea Leadsom","Conservative","South Northamptonshire","No Vote Recorded",""
"Edward Leigh","Conservative","Gainsborough","No Vote Recorded",""
"Ian Levy","Conservative","Blyth Valley","No Vote Recorded",""
"Emma Lewell-Buck","Labour","South Shields","No Vote Recorded",""
"Andrew Lewer","Conservative","Northampton South","No Vote Recorded",""
"Clive Lewis","Labour","Norwich South","No Vote Recorded",""
"Brandon Lewis","Conservative","Great Yarmouth","No Vote Recorded",""
"Julian Lewis","Conservative","New Forest East","No Vote Recorded",""
"Ian Liddell-Grainger","Conservative","Bridgwater and West Somerset","No Vote Recorded",""
"Simon Lightwood","Labour","Wakefield","No Vote Recorded",""
"David Linden","Scottish National Party","Glasgow East","No Vote Recorded",""
"Carla Lockhart","Democratic Unionist Party","Upper Bann","No Vote Recorded",""
"Chris Loder","Conservative","West Dorset","No Vote Recorded",""
"Mark Logan","Conservative","Bolton North East","No Vote Recorded",""
"Rebecca Long Bailey","Labour","Salford and Eccles","Aye",""
"Marco Longhi","Conservative","Dudley North","No Vote Recorded",""
"Julia Lopez","Conservative","Hornchurch and Upminster","No Vote Recorded",""
"Jack Lopresti","Conservative","Filton and Bradley Stoke","No Vote Recorded",""
"Jonathan Lord","Conservative","Woking","No Vote Recorded",""
"Tim Loughton","Conservative","East Worthing and Shoreham","No Vote Recorded",""
"Caroline Lucas","Green Party","Brighton, Pavilion","Aye",""
"Holly Lynch","Labour","Halifax","No Vote Recorded",""
"Kenny MacAskill","Alba Party","East Lothian","No Vote Recorded",""
"Craig Mackinlay","Conservative","South Thanet","No Vote Recorded",""
"Cherilyn Mackrory","Conservative","Truro and Falmouth","No Vote Recorded",""
"Rachel Maclean","Conservative","Redditch","No Vote Recorded",""
"Angus Brendan MacNeil","Independent","Na h-Eileanan an Iar","No Vote Recorded",""
"Justin Madders","Labour","Ellesmere Port and Neston","No Vote Recorded",""
"Khalid Mahmood","Labour","Birmingham, Perry Barr","No Vote Recorded",""
"Shabana Mahmood","Labour","Birmingham, Ladywood","No Vote Recorded",""
"Alan Mak","Conservative","Havant","No Vote Recorded",""
"Seema Malhotra","Labour","Feltham and Heston","Aye",""
"Kit Malthouse","Conservative","North West Hampshire","No Vote Recorded",""
"Anthony Mangnall","Conservative","Totnes","No Vote Recorded",""
"Scott Mann","Conservative","North Cornwall","No Vote Recorded",""
"Julie Marson","Conservative","Hertford and Stortford","No Vote Recorded",""
"Rachael Maskell","Labour","York Central","No Vote Recorded",""
"Paul Maskey","Sinn Féin","Belfast West","No Vote Recorded",""
"Keir Mather","Labour","Selby and Ainsty","No Vote Recorded",""
"Theresa May","Conservative","Maidenhead","No Vote Recorded",""
"Jerome Mayhew","Conservative","Broadland","No Vote Recorded",""
"Paul Maynard","Conservative","Blackpool North and Cleveleys","No Vote Recorded",""
"Steve McCabe","Labour","Birmingham, Selly Oak","No Vote Recorded",""
"Kerry McCarthy","Labour","Bristol East","Aye",""
"Jason McCartney","Conservative","Colne Valley","No Vote Recorded",""
"Karl McCartney","Conservative","Lincoln","No Vote Recorded",""
"Siobhain McDonagh","Labour","Mitcham and Morden","No Vote Recorded",""
"Andy McDonald","Independent","Middlesbrough","No Vote Recorded",""
"Stewart Malcolm McDonald","Scottish National Party","Glasgow South","No Vote Recorded",""
"Stuart C McDonald","Scottish National Party","Cumbernauld, Kilsyth and Kirkintilloch East","No Vote Recorded",""
"John McDonnell","Labour","Hayes and Harlington","Aye",""
"Pat McFadden","Labour","Wolverhampton South East","No Vote Recorded",""
"Conor McGinn","Independent","St Helens North","No Vote Recorded",""
"Alison McGovern","Labour","Wirral South","No Vote Recorded",""
