Division Number: 3
Division Date: 23 July 2024 - 19:15

King's Speech (Motion for an Address): Amendment (d)

Aye Count: 103
No Count: 363
Result: Question accordingly disagreed.

Members recorded
Member,Party,Constituency,Vote,Proxy Member
"Richard Burgon","Independent","Leeds East","Aye",""
"Maureen Burke","Labour","Glasgow North East","No",""
"David Burton-Sampson","Labour","Southend West and Leigh","No",""
"Dawn Butler","Labour","Brent East","No",""
"Ian Byrne","Independent","Liverpool West Derby","Aye",""
"Liam Byrne","Labour","Birmingham Hodge Hill and Solihull North","No",""
"Ruth Cadbury","Labour","Brentford and Isleworth","No",""
"Nesil Caliskan","Labour","Barking","No",""
"Markus Campbell-Savours","Labour","Penrith and Solway","No",""
"Irene Campbell","Labour","North Ayrshire and Arran","No",""
"Juliet Campbell","Labour","Broxtowe","No",""
"Gregory Campbell","Democratic Unionist Party","East Londonderry","No Vote Recorded",""
"Alan Campbell","Labour","Tynemouth","No",""
"Charlotte Cane","Liberal Democrat","Ely and East Cambridgeshire","Aye",""
"Dan Carden","Labour","Liverpool Walton","No Vote Recorded",""
"Sam Carling","Labour","North West Cambridgeshire","No",""
"Alistair Carmichael","Liberal Democrat","Orkney and Shetland","No Vote Recorded",""
"Al Carns","Labour","Birmingham Selly Oak","No Vote Recorded",""
"James Cartlidge","Conservative","South Suffolk","No Vote Recorded",""
"David Chadwick","Liberal Democrat","Brecon, Radnor and Cwm Tawe","No Vote Recorded",""
"Wendy Chamberlain","Liberal Democrat","North East Fife","Aye",""
"Danny Chambers","Liberal Democrat","Winchester","Aye",""
"Sarah Champion","Labour","Rotherham","No",""
"Bambos Charalambous","Labour","Southgate and Wood Green","No",""
"Luke Charters","Labour","York Outer","No",""
"Christopher Chope","Conservative","Christchurch","No Vote Recorded",""
"Ellie Chowns","Green Party","North Herefordshire","Aye",""
"Feryal Clark","Labour","Enfield North","No",""
"James Cleverly","Conservative","Braintree","No Vote Recorded",""
"Geoffrey Clifton-Brown","Conservative","North Cotswolds","No Vote Recorded",""
"Lewis Cocking","Conservative","Broxbourne","No Vote Recorded",""
"Chris Coghlan","Liberal Democrat","Dorking and Horley","Aye",""
"Ben Coleman","Labour","Chelsea and Fulham","No",""
"Jacob Collier","Labour","Burton and Uttoxeter","No",""
"Lizzi Collinge","Labour","Morecambe and Lunesdale","No",""
"Tom Collins","Labour","Worcester","No",""
"Victoria Collins","Liberal Democrat","Harpenden and Berkhamsted","Aye",""
"Liam Conlon","Labour","Beckenham and Penge","No",""
"Sarah Coombes","Labour","West Bromwich","No",""
"Andrew Cooper","Labour","Mid Cheshire","No",""
"Daisy Cooper","Liberal Democrat","St Albans","Aye",""
"Beccy Cooper","Labour","Worthing West","No",""
"John Cooper","Conservative","Dumfries and Galloway","No Vote Recorded",""
"Yvette Cooper","Labour","Pontefract, Castleford and Knottingley","No",""
"Jeremy Corbyn","Independent","Islington North","Aye",""
"Alberto Costa","Conservative","South Leicestershire","No Vote Recorded",""
"Deirdre Costigan","Labour","Ealing Southall","No",""
"Claire Coutinho","Conservative","East Surrey","No Vote Recorded",""
"Pam Cox","Labour","Colchester","No",""
"Geoffrey Cox","Conservative","Torridge and Tavistock","No Vote Recorded",""
"Neil Coyle","Labour","Bermondsey and Old Southwark","No",""
"Jen Craft","Labour","Thurrock","No",""
"Mary Creagh","Labour","Coventry East","No",""
"Stella Creasy","Labour","Walthamstow","No",""
"Torcuil Crichton","Labour","Na h-Eileanan an Iar","No",""
"Harriet Cross","Conservative","Gordon and Buchan","No Vote Recorded",""
"Pat Cullen","Sinn Féin","Fermanagh and South Tyrone","No Vote Recorded",""
"Judith Cummins","Deputy Speaker","Bradford South","No Vote Recorded",""
"Chris Curtis","Labour","Milton Keynes North","No",""
"Janet Daby","Labour","Lewisham East","No",""
"Nicholas Dakin","Labour","Scunthorpe","No",""
"Ashley Dalton","Labour","West Lancashire","No Vote Recorded",""
"Adam Dance","Liberal Democrat","Yeovil","Aye",""
"Steve Darling","Liberal Democrat","Torbay","Aye",""
"Emily Darlington","Labour","Milton Keynes Central","No",""
"Ed Davey","Liberal Democrat","Kingston and Surbiton","Aye",""
"Alex Davies-Jones","Labour","Pontypridd","No",""
"Ann Davies","Plaid Cymru","Caerfyrddin","Aye",""
"Gareth Davies","Conservative","Grantham and Bourne","No Vote Recorded",""
"Jonathan Davies","Labour","Mid Derbyshire","No",""
"Mims Davies","Conservative","East Grinstead and Uckfield","No Vote Recorded",""
"Paul Davies","Labour","Colne Valley","No Vote Recorded",""
"Shaun Davies","Labour","Telford","No",""
"David Davis","Conservative","Goole and Pocklington","No Vote Recorded",""
"Marsha De Cordova","Labour","Battersea","No",""
"Bobby Dean","Liberal Democrat","Carshalton and Wallington","Aye",""
"Josh Dean","Labour","Hertford and Stortford","No",""
"Kate Dearden","Labour","Halifax","No",""
"Carla Denyer","Green Party","Bristol Central","Aye",""
"Charlie Dewhirst","Conservative","Bridlington and The Wolds","No Vote Recorded",""
"Tanmanjeet Singh Dhesi","Labour","Slough","No",""
"Jim Dickson","Labour","Dartford","No",""
"Lee Dillon","Liberal Democrat","Newbury","Aye",""
"Caroline Dinenage","Conservative","Gosport","No Vote Recorded",""
"Anna Dixon","Labour","Shipley","No",""
"Samantha Dixon","Labour","Chester North and Neston","No",""
"Anneliese Dodds","Labour","Oxford East","No Vote Recorded",""
"Helena Dollimore","Labour","Hastings and Rye","No",""
"Dave Doogan","Scottish National Party","Angus and Perthshire Glens","Aye",""
"Stephen Doughty","Labour","Cardiff South and Penarth","No",""
"Peter Dowd","Labour","Bootle","No",""
"Oliver Dowden","Conservative","Hertsmere","No Vote Recorded",""
"Graeme Downie","Labour","Dunfermline and Dollar","No",""
"Rosie Duffield","Labour","Canterbury","No Vote Recorded",""
"Iain Duncan Smith","Conservative","Chingford and Woodford Green","No Vote Recorded",""
"Neil Duncan-Jordan","Labour","Poole","No",""
"Sarah Dyke","Liberal Democrat","Glastonbury and Somerton","No Vote Recorded",""
"Angela Eagle","Labour","Wallasey","No",""
"Maria Eagle","Labour","Liverpool Garston","No",""
"Alex Easton","Independent","North Down","Aye",""
"Colum Eastwood","Social Democratic & Labour Party","Foyle","Aye",""
"Sorcha Eastwood","Alliance","Lagan Valley","Aye",""
"Cat Eccles","Labour","Stourbridge","No",""
"Lauren Edwards","Labour","Rochester and Strood","No",""
"Sarah Edwards","Labour","Tamworth","No",""
"Clive Efford","Labour","Eltham and Chislehurst","No Vote Recorded",""
"Damien Egan","Labour","Bristol North East","No",""
"Maya Ellis","Labour","Ribble Valley","No",""
"Chris Elmore","Labour","Bridgend","No",""
"Kirith Entwistle","Labour","Bolton North East","No",""
"Florence Eshalomi","Labour","Vauxhall and Camberwell Green","No",""
"Bill Esterson","Labour","Sefton Central","No",""
"Chris Evans","Labour","Caerphilly","No",""
"Luke Evans","Conservative","Hinckley and Bosworth","No Vote Recorded",""
"Miatta Fahnbulleh","Labour","Peckham","No",""
"Hamish Falconer","Labour","Lincoln","No",""
"Nigel Farage","Reform UK","Clacton","No Vote Recorded",""
"Linsey Farnsworth","Labour","Amber Valley","No",""
"Tim Farron","Liberal Democrat","Westmorland and Lonsdale","No Vote Recorded",""
"Josh Fenton-Glynn","Labour","Calder Valley","No",""
"Mark Ferguson","Labour","Gateshead Central and Whickham","No",""
"Patricia Ferguson","Labour","Glasgow West","No",""
"John Finucane","Sinn Féin","Belfast North","No Vote Recorded",""
"Natalie Fleet","Labour","Bolsover","No",""
"Stephen Flynn","Scottish National Party","Aberdeen South","Aye",""
"Emma Foody","Labour","Cramlington and Killingworth","No",""
"Catherine Fookes","Labour","Monmouthshire","No",""
"Richard Foord","Liberal Democrat","Honiton and Sidmouth","No Vote Recorded",""
"Will Forster","Liberal Democrat","Woking","Aye",""
"Peter Fortune","Conservative","Bromley and Biggin Hill","No Vote Recorded",""
"Paul Foster","Labour","South Ribble","No",""
"Ashley Fox","Conservative","Bridgwater","No Vote Recorded",""
"Vicky Foxcroft","Labour","Lewisham North","No",""
"Mary Kelly Foy","Labour","City of Durham","No Vote Recorded",""
"Daniel Francis","Labour","Bexleyheath and Crayford","No",""
"Mark Francois","Conservative","Rayleigh and Wickford","No Vote Recorded",""
"Zöe Franklin","Liberal Democrat","Guildford","Aye",""
"George Freeman","Conservative","Mid Norfolk","No Vote Recorded",""
"Louie French","Conservative","Old Bexley and Sidcup","No Vote Recorded",""
"James Frith","Labour","Bury North","No",""
"Richard Fuller","Conservative","North Bedfordshire","No Vote Recorded",""
"Gill Furniss","Labour","Sheffield Brightside and Hillsborough","No Vote Recorded",""
"Roger Gale","Conservative","Herne Bay and Sandwich","No Vote Recorded",""
"Barry Gardiner","Labour","Brent West","No",""
"Allison Gardner","Labour","Stoke-on-Trent South","No",""
"Mark Garnier","Conservative","Wyre Forest","No Vote Recorded",""
"Anna Gelderd","Labour","South East Cornwall","No",""
"Alan Gemmell","Labour","Central Ayrshire","No",""
"Andrew George","Liberal Democrat","St Ives","Aye",""
"Gill German","Labour","Clwyd North","No",""
"Stephen Gethins","Scottish National Party","Arbroath and Broughty Ferry","Aye",""
"Nusrat Ghani","Deputy Speaker","Sussex Weald","No Vote Recorded",""
"Sarah Gibson","Liberal Democrat","Chippenham","Aye",""
"Tracy Gilbert","Labour","Edinburgh North and Leith","No",""
"Preet Kaur Gill","Labour","Birmingham Edgbaston","No",""
"Rachel Gilmour","Liberal Democrat","Tiverton and Minehead","Aye",""
"Becky Gittins","Labour","Clwyd East","No",""
"John Glen","Conservative","Salisbury","No Vote Recorded",""
"Mary Glindon","Labour","Newcastle upon Tyne East and Wallsend","No",""
"Olly Glover","Liberal Democrat","Didcot and Wantage","Aye",""
"Marie Goldman","Liberal Democrat","Chelmsford","Aye",""
"Ben Goldsborough","Labour","South Norfolk","No",""
"Tom Gordon","Liberal Democrat","Harrogate and Knaresborough","Aye",""
"Jodie Gosling","Labour","Nuneaton","No",""
"Georgia Gould","Labour","Queen's Park and Maida Vale","No",""
"John Grady","Labour","Glasgow East","No",""
"Helen Grant","Conservative","Maidstone and Malling","No Vote Recorded",""
"Sarah Green","Liberal Democrat","Chesham and Amersham","Aye",""
"Lilian Greenwood","Labour","Nottingham South","No",""
"Andrew Griffith","Conservative","Arundel and South Downs","No Vote Recorded",""
"Nia Griffith","Labour","Llanelli","No Vote Recorded",""
"Alison Griffiths","Conservative","Bognor Regis and Littlehampton","No Vote Recorded",""
"Andrew Gwynne","Labour","Gorton and Denton","No",""
"Amanda Hack","Labour","North West Leicestershire","No",""
"Louise Haigh","Labour","Sheffield Heeley","No",""
"Sarah Hall","Labour","Warrington South","No",""
"Fabian Hamilton","Labour","Leeds North East","No Vote Recorded",""
"Paulette Hamilton","Labour","Birmingham Erdington","No",""
"Claire Hanna","Social Democratic & Labour Party","Belfast South and Mid Down","Aye",""
"Monica Harding","Liberal Democrat","Esher and Walton","Aye",""
"Emma Hardy","Labour","Kingston upon Hull West and Haltemprice","No",""
"Carolyn Harris","Labour","Neath and Swansea East","No",""
"Rebecca Harris","Conservative","Castle Point","No Vote Recorded",""
"Lloyd Hatton","Labour","South Dorset","No",""
"Helen Hayes","Labour","Dulwich and West Norwood","No",""
"John Hayes","Conservative","South Holland and The Deepings","No",""
"Tom Hayes","Labour","Bournemouth East","No",""
"Claire Hazelgrove","Labour","Filton and Bradley Stoke","No",""
"Chris Hazzard","Sinn Féin","South Down","No Vote Recorded",""
"John Healey","Labour","Rawmarsh and Conisbrough","No Vote Recorded",""
"Mark Hendrick","Labour","Preston","No",""
"Pippa Heylings","Liberal Democrat","South Cambridgeshire","Aye",""
"Meg Hillier","Labour","Hackney South and Shoreditch","No",""
"Chris Hinchliff","Labour","North East Hertfordshire","No",""
"Jonathan Hinder","Labour","Pendle and Clitheroe","No",""
"Damian Hinds","Conservative","East Hampshire","No Vote Recorded",""
"Simon Hoare","Conservative","North Dorset","No Vote Recorded",""
"Wera Hobhouse","Liberal Democrat","Bath","Aye",""
"Sharon Hodgson","Labour","Washington and Gateshead South","No",""
"Richard Holden","Conservative","Basildon and Billericay","No Vote Recorded",""
"Kevin Hollinrake","Conservative","Thirsk and Malton","No Vote Recorded",""
"Paul Holmes","Conservative","Hamble Valley","No Vote Recorded",""
"Rachel Hopkins","Labour","Luton South and South Bedfordshire","No",""
"Lindsay Hoyle","Speaker","Chorley","No Vote Recorded",""
"Nigel Huddleston","Conservative","Droitwich and Evesham","No Vote Recorded",""
"Neil Hudson","Conservative","Epping Forest","No Vote Recorded",""
"Claire Hughes","Labour","Bangor Aberconwy","No",""
"Dáire Hughes","Sinn Féin","Newry and Armagh","No Vote Recorded",""
"Alison Hume","Labour","Scarborough and Whitby","No",""
"Jeremy Hunt","Conservative","Godalming and Ash","No Vote Recorded",""
"Rupa Huq","Labour","Ealing Central and Acton","No",""
"Patrick Hurley","Labour","Southport","No",""
"Imran Hussain","Independent","Bradford East","Aye",""
"Adnan Hussain","Independent","Blackburn","Aye",""
"Leigh Ingham","Labour","Stafford","No",""
"Natasha Irons","Labour","Croydon East","No",""
"Sally Jameson","Labour","Doncaster Central","No",""
"Christine Jardine","Liberal Democrat","Edinburgh West","Aye",""
"Dan Jarvis","Labour","Barnsley North","No",""
"Liz Jarvis","Liberal Democrat","Eastleigh","Aye",""
"Bernard Jenkin","Conservative","Harwich and North Essex","No Vote Recorded",""
"Robert Jenrick","Conservative","Newark","No Vote Recorded",""
"Terry Jermy","Labour","South West Norfolk","No",""
"Adam Jogee","Labour","Newcastle-under-Lyme","No",""
"Diana Johnson","Labour","Kingston upon Hull North and Cottingham","No",""
"Caroline Johnson","Conservative","Sleaford and North Hykeham","No Vote Recorded",""
"Kim Johnson","Labour","Liverpool Riverside","No Vote Recorded",""
"Clive Jones","Liberal Democrat","Wokingham","Aye",""
"Darren Jones","Labour","Bristol North West","No",""
"Gerald Jones","Labour","Merthyr Tydfil and Aberdare","No",""
"Lillian Jones","Labour","Kilmarnock and Loudoun","No",""
"Louise Jones","Labour","North East Derbyshire","No",""
"Ruth Jones","Labour","Newport West and Islwyn","No",""
"Sarah Jones","Labour","Croydon West","No Vote Recorded",""
"Lincoln Jopp","Conservative","Spelthorne","No Vote Recorded",""
"Gurinder Josan","Labour","Smethwick","No",""
"Sojan Joseph","Labour","Ashford","No",""
"Warinder Juss","Labour","Wolverhampton West","No",""
"Chris Kane","Labour","Stirling and Strathallan","No",""
"Mike Kane","Labour","Wythenshawe and Sale East","No",""
"Satvir Kaur","Labour","Southampton Test","No",""
"Alicia Kearns","Conservative","Rutland and Stamford","No Vote Recorded",""
"Liz Kendall","Labour","Leicester West","No",""
"Afzal Khan","Labour","Manchester Rusholme","No",""
"Ayoub Khan","Independent","Birmingham Perry Barr","Aye",""
"Naushabah Khan","Labour","Gillingham and Rainham","No",""
"Stephen Kinnock","Labour","Aberafan Maesteg","No Vote Recorded",""
"Jayne Kirkham","Labour","Truro and Falmouth","No",""
"Gen Kitchen","Labour","Wellingborough and Rushden","No",""
"Paul Kohler","Liberal Democrat","Wimbledon","Aye",""
"Danny Kruger","Conservative","East Wiltshire","No Vote Recorded",""
"Sonia Kumar","Labour","Dudley","No",""
"Uma Kumaran","Labour","Stratford and Bow","No",""
"Peter Kyle","Labour","Hove and Portslade","No",""
"Laura Kyrke-Smith","Labour","Aylesbury","No",""
"Ben Lake","Plaid Cymru","Ceredigion Preseli","Teller - Ayes",""
"Katie Lam","Conservative","Weald of Kent","No Vote Recorded",""
"Peter Lamb","Labour","Crawley","No",""
"David Lammy","Labour","Tottenham","No Vote Recorded",""
"John Lamont","Conservative","Berwickshire, Roxburgh and Selkirk","No Vote Recorded",""
"Ian Lavery","Labour","Blyth and Ashington","No Vote Recorded",""
"Chris Law","Scottish National Party","Dundee Central","Aye",""
"Noah Law","Labour","St Austell and Newquay","No Vote Recorded",""
"Kim Leadbeater","Labour","Spen Valley","No",""
"Graham Leadbitter","Scottish National Party","Moray West, Nairn and Strathspey","Aye",""
"Edward Leigh","Conservative","Gainsborough","No Vote Recorded",""
"Brian Leishman","Labour","Alloa and Grangemouth","No",""
"Emma Lewell-Buck","Labour","South Shields","No",""
"Andrew Lewin","Labour","Welwyn Hatfield","No",""
"Clive Lewis","Labour","Norwich South","No",""
"Julian Lewis","Conservative","New Forest East","No Vote Recorded",""
"Simon Lightwood","Labour","Wakefield and Rothwell","No",""
"Carla Lockhart","Democratic Unionist Party","Upper Bann","Aye",""
"Seamus Logan","Scottish National Party","Aberdeenshire North and Moray East","Aye",""
"Rebecca Long Bailey","Independent","Salford","Aye",""
"Julia Lopez","Conservative","Hornchurch and Upminster","No Vote Recorded",""
"Rupert Lowe","Reform UK","Great Yarmouth","No Vote Recorded",""
"Josh MacAlister","Labour","Whitehaven and Workington","No",""
"James MacCleary","Liberal Democrat","Lewes","Aye",""
"Alice Macdonald","Labour","Norwich North","No",""
"Angus MacDonald","Liberal Democrat","Inverness, Skye and West Ross-shire","No Vote Recorded",""
"Andy MacNae","Labour","Rossendale and Darwen","No",""
"Justin Madders","Labour","Ellesmere Port and Bromborough","No",""
"Ben Maguire","Liberal Democrat","North Cornwall","Aye",""
"Helen Maguire","Liberal Democrat","Epsom and Ewell","Aye",""
"Shabana Mahmood","Labour","Birmingham Ladywood","No",""
"Alan Mak","Conservative","Havant","No Vote Recorded",""
"Seema Malhotra","Labour","Feltham and Heston","No",""
"Cathal Mallaghan","Sinn Féin","Mid Ulster","No Vote Recorded",""
"Kit Malthouse","Conservative","North West Hampshire","No Vote Recorded",""
"Amanda Martin","Labour","Portsmouth North","No",""
"Mike Martin","Liberal Democrat","Tunbridge Wells","Aye",""
"Rachael Maskell","Labour","York Central","No",""
"Paul Maskey","Sinn Féin","Belfast West","No Vote Recorded",""
"Keir Mather","Labour","Selby","No",""
"Brian Mathew","Liberal Democrat","Melksham and Devizes","Aye",""
"Alex Mayer","Labour","Dunstable and Leighton Buzzard","No",""
"Jerome Mayhew","Conservative","Broadland and Fakenham","No Vote Recorded",""
"Charlie Maynard","Liberal Democrat","Witney","Aye",""
"Douglas McAllister","Labour","West Dunbartonshire","No",""
"Kerry McCarthy","Labour","Bristol East","No",""
"Martin McCluskey","Labour","Inverclyde and Renfrewshire West","No",""
"Siobhain McDonagh","Labour","Mitcham and Morden","No Vote Recorded",""
"Andy McDonald","Labour","Middlesbrough and Thornaby East","No Vote Recorded",""
"Chris McDonald","Labour","Stockton North","No",""
"John McDonnell","Independent","Hayes and Harlington","Aye",""
"Blair McDougall","Labour","East Renfrewshire","No",""
"Lola McEvoy","Labour","Darlington","No",""
"Pat McFadden","Labour","Wolverhampton South East","No",""
"Alison McGovern","Labour","Birkenhead","No",""
"Alex McIntyre","Labour","Gloucester","No",""
"Gordon McKee","Labour","Glasgow South","No",""
"Kevin McKenna","Labour","Sittingbourne and Sheppey","No",""
"Catherine McKinnell","Labour","Newcastle upon Tyne North","No",""
"Jim McMahon","Labour","Oldham West, Chadderton and Royton","No",""
"Anna McMorrin","Labour","Cardiff North","No",""
"James McMurdock","Reform UK","South Basildon and East Thurrock","No Vote Recorded",""
"Frank McNally","Labour","Coatbridge and Bellshill","No",""
"Kirsty McNeill","Labour","Midlothian","No",""
"Esther McVey","Conservative","Tatton","No Vote Recorded",""
"Llinos Medi","Plaid Cymru","Ynys Môn","Aye",""
"Anneliese Midgley","Labour","Knowsley","No",""
"Ed Miliband","Labour","Doncaster North","No",""
"Calum Miller","Liberal Democrat","Bicester and Woodstock","Aye",""
"John Milne","Liberal Democrat","Horsham","Aye",""
"Julie Minns","Labour","Carlisle","No",""
"Navendu Mishra","Labour","Stockport","No Vote Recorded",""
"Andrew Mitchell","Conservative","Sutton Coldfield","No Vote Recorded",""
"Abtisam Mohamed","Labour","Sheffield Central","No",""
"Iqbal Mohamed","Independent","Dewsbury and Batley","Aye",""
"Gagan Mohindra","Conservative","South West Hertfordshire","No Vote Recorded",""
"Perran Moon","Labour","Camborne and Redruth","No",""
"Robbie Moore","Conservative","Keighley and Ilkley","No Vote Recorded",""
"Layla Moran","Liberal Democrat","Oxford West and Abingdon","Aye",""
"Jessica Morden","Labour","Newport East","No",""
"Edward Morello","Liberal Democrat","West Dorset","Aye",""
"Helen Morgan","Liberal Democrat","North Shropshire","No Vote Recorded",""
"Stephen Morgan","Labour","Portsmouth South","No",""
"Grahame Morris","Labour","Easington","No",""
"Joe Morris","Labour","Hexham","No",""
"Tom Morrison","Liberal Democrat","Cheadle","Aye",""
"Joy Morrissey","Conservative","Beaconsfield","No Vote Recorded",""
"Wendy Morton","Conservative","Aldridge-Brownhills","No Vote Recorded",""
"Kieran Mullan","Conservative","Bexhill and Battle","No Vote Recorded",""
"Margaret Mullane","Labour","Dagenham and Rainham","No",""
"David Mundell","Conservative","Dumfriesshire, Clydesdale and Tweeddale","No Vote Recorded",""
"Tessa Munt","Liberal Democrat","Wells and Mendip Hills","Aye",""
"Luke Murphy","Labour","Basingstoke","No",""
"Chris Murray","Labour","Edinburgh East and Musselburgh","No",""
"Ian Murray","Labour","Edinburgh South","No",""
"James Murray","Labour","Ealing North","No",""
"Katrina Murray","Labour","Cumbernauld and Kirkintilloch","No Vote Recorded",""
"Susan Murray","Liberal Democrat","Mid Dunbartonshire","Aye",""
"Andrew Murrison","Conservative","South West Wiltshire","No Vote Recorded",""
"Luke Myer","Labour","Middlesbrough South and East Cleveland","No",""
"James Naish","Labour","Rushcliffe","No",""
"Connor Naismith","Labour","Crewe and Nantwich","No",""
"Lisa Nandy","Labour","Wigan","No",""
"Kanishka Narayan","Labour","Vale of Glamorgan","No",""
"Pamela Nash","Labour","Motherwell, Wishaw and Carluke","No",""
"Josh Newbury","Labour","Cannock Chase","No",""
"Samantha Niblett","Labour","South Derbyshire","No",""
"Charlotte Nichols","Labour","Warrington North","No",""
"Caroline Nokes","Deputy Speaker","Romsey and Southampton North","No Vote Recorded",""
"Jesse Norman","Conservative","Hereford and South Herefordshire","No Vote Recorded",""
"Alex Norris","Labour","Nottingham North and Kimberley","No",""
"Dan Norris","Labour","North East Somerset and Hanham","No Vote Recorded",""
"Neil O'Brien","Conservative","Harborough, Oadby and Wigston","No Vote Recorded",""
"Brendan O'Hara","Scottish National Party","Argyll, Bute and South Lochaber","Aye",""
"Ben Obese-Jecty","Conservative","Huntingdon","No Vote Recorded",""
"Sarah Olney","Liberal Democrat","Richmond Park","Aye",""
"Melanie Onn","Labour","Great Grimsby and Cleethorpes","No",""
"Chi Onwurah","Labour","Newcastle upon Tyne Central and West","No",""
"Simon Opher","Labour","Stroud","No",""
"Abena Oppong-Asare","Labour","Erith and Thamesmead","No",""
"Kate Osamor","Labour","Edmonton and Winchmore Hill","No",""
"Kate Osborne","Labour","Jarrow and Gateshead East","No",""
