Division Number: 139
Division Date: 16 January 2023 - 21:58

Motion to sit in private

Aye Count: 49
No Count: 482
Result: Question accordingly disagreed.

Members recorded
Member,Party,Constituency,Vote,Proxy Member
"Jake Berry","Conservative","Rossendale and Darwen","No Vote Recorded",""
"Clive Betts","Labour","Sheffield South East","No Vote Recorded",""
"Saqib Bhatti","Conservative","Meriden","No",""
"Mhairi Black","Scottish National Party","Paisley and Renfrewshire South","Aye",""
"Ian Blackford","Scottish National Party","Ross, Skye and Lochaber","Aye",""
"Bob Blackman","Conservative","Harrow East","No",""
"Kirsty Blackman","Scottish National Party","Aberdeen North","Aye",""
"Olivia Blake","Labour","Sheffield, Hallam","No",""
"Paul Blomfield","Labour","Sheffield Central","No",""
"Crispin Blunt","Conservative","Reigate","No",""
"Peter Bone","Conservative","Wellingborough","No",""
"Steven Bonnar","Scottish National Party","Coatbridge, Chryston and Bellshill","Aye",""
"Peter Bottomley","Conservative","Worthing West","No",""
"Andrew Bowie","Conservative","West Aberdeenshire and Kincardine","No",""
"Ben Bradley","Conservative","Mansfield","No",""
"Karen Bradley","Conservative","Staffordshire Moorlands","No",""
"Ben Bradshaw","Labour","Exeter","No",""
"Mickey Brady","Sinn Féin","Newry and Armagh","No Vote Recorded",""
"Graham Brady","Conservative","Altrincham and Sale West","No",""
"Suella Braverman","Conservative","Fareham","No",""
"Kevin Brennan","Labour","Cardiff West","No",""
"Jack Brereton","Conservative","Stoke-on-Trent South","No",""
"Andrew Bridgen","Independent","North West Leicestershire","No Vote Recorded",""
"Steve Brine","Conservative","Winchester","Aye",""
"Steve Brine","Conservative","Winchester","No",""
"Paul Bristow","Conservative","Peterborough","No",""
"Sara Britcliffe","Conservative","Hyndburn","No",""
"Deidre Brock","Scottish National Party","Edinburgh North and Leith","Aye",""
"Alan Brown","Scottish National Party","Kilmarnock and Loudoun","Aye",""
"Nicholas Brown","Independent","Newcastle upon Tyne East","No",""
"Lyn Brown","Labour","West Ham","No",""
"Anthony Browne","Conservative","South Cambridgeshire","No",""
"Fiona Bruce","Conservative","Congleton","No",""
"Chris Bryant","Labour","Rhondda","No",""
"Felicity Buchan","Conservative","Kensington","No",""
"Karen Buck","Labour","Westminster North","No",""
"Robert Buckland","Conservative","South Swindon","No Vote Recorded",""
"Alex Burghart","Conservative","Brentwood and Ongar","No",""
"Richard Burgon","Labour","Leeds East","No",""
"Conor Burns","Conservative","Bournemouth West","No",""
"Dawn Butler","Labour","Brent Central","No",""
"Rob Butler","Conservative","Aylesbury","No",""
"Ian Byrne","Labour","Liverpool, West Derby","No",""
"Liam Byrne","Labour","Birmingham, Hodge Hill","No",""
"Ruth Cadbury","Labour","Brentford and Isleworth","No",""
"Alun Cairns","Conservative","Vale of Glamorgan","No Vote Recorded",""
"Amy Callaghan","Scottish National Party","East Dunbartonshire","Aye","Martin Docherty-Hughes"
"Lisa Cameron","Scottish National Party","East Kilbride, Strathaven and Lesmahagow","Aye",""
"Gregory Campbell","Democratic Unionist Party","East Londonderry","No Vote Recorded",""
"Alan Campbell","Labour","Tynemouth","No",""
"Dan Carden","Labour","Liverpool, Walton","No",""
"Alistair Carmichael","Liberal Democrat","Orkney and Shetland","No Vote Recorded",""
"Andy Carter","Conservative","Warrington South","No",""
"James Cartlidge","Conservative","South Suffolk","No",""
"William Cash","Conservative","Stone","No",""
"Miriam Cates","Conservative","Penistone and Stocksbridge","No",""
"Maria Caulfield","Conservative","Lewes","No",""
"Alex Chalk","Conservative","Cheltenham","No",""
"Wendy Chamberlain","Liberal Democrat","North East Fife","No Vote Recorded",""
"Sarah Champion","Labour","Rotherham","No",""
"Douglas Chapman","Scottish National Party","Dunfermline and West Fife","Aye",""
"Bambos Charalambous","Labour","Enfield, Southgate","No",""
"Joanna Cherry","Scottish National Party","Edinburgh South West","Aye",""
"Rehman Chishti","Conservative","Gillingham and Rainham","Aye",""
"Rehman Chishti","Conservative","Gillingham and Rainham","No",""
"Christopher Chope","Conservative","Christchurch","No Vote Recorded",""
"Jo Churchill","Conservative","Bury St Edmunds","No",""
"Feryal Clark","Labour","Enfield North","No",""
"Greg Clark","Conservative","Tunbridge Wells","No",""
"Brendan Clarke-Smith","Conservative","Bassetlaw","No",""
"Simon Clarke","Conservative","Middlesbrough South and East Cleveland","No",""
"Theo Clarke","Conservative","Stafford","No","Marcus Jones"
"Chris Clarkson","Conservative","Heywood and Middleton","No",""
"James Cleverly","Conservative","Braintree","No Vote Recorded",""
"Geoffrey Clifton-Brown","Conservative","The Cotswolds","No",""
"Thérèse Coffey","Conservative","Suffolk Coastal","No",""
"Elliot Colburn","Conservative","Carshalton and Wallington","No",""
"Damian Collins","Conservative","Folkestone and Hythe","No",""
"Daisy Cooper","Liberal Democrat","St Albans","No Vote Recorded",""
"Yvette Cooper","Labour","Normanton, Pontefract and Castleford","No Vote Recorded",""
"Jeremy Corbyn","Independent","Islington North","No",""
"Alberto Costa","Conservative","South Leicestershire","No",""
"Robert Courts","Conservative","Witney","No",""
"Claire Coutinho","Conservative","East Surrey","No",""
"Ronnie Cowan","Scottish National Party","Inverclyde","Aye",""
"Geoffrey Cox","Conservative","Torridge and West Devon","No",""
"Neil Coyle","Independent","Bermondsey and Old Southwark","No",""
"Stephen Crabb","Conservative","Preseli Pembrokeshire","No Vote Recorded",""
"Angela Crawley","Scottish National Party","Lanark and Hamilton East","Aye",""
"Stella Creasy","Labour","Walthamstow","No",""
"Virginia Crosbie","Conservative","Ynys Môn","No",""
"Tracey Crouch","Conservative","Chatham and Aylesford","No Vote Recorded",""
"Jon Cruddas","Labour","Dagenham and Rainham","No",""
"John Cryer","Labour","Leyton and Wanstead","No",""
"Judith Cummins","Labour","Bradford South","No",""
"Alex Cunningham","Labour","Stockton North","No",""
"Janet Daby","Labour","Lewisham East","No",""
"James Daly","Conservative","Bury North","No",""
"Ed Davey","Liberal Democrat","Kingston and Surbiton","No Vote Recorded",""
"Wayne David","Labour","Caerphilly","No",""
"Alex Davies-Jones","Labour","Pontypridd","No",""
"David T C Davies","Conservative","Monmouth","No",""
"James Davies","Conservative","Vale of Clwyd","No",""
"Gareth Davies","Conservative","Grantham and Stamford","No",""
"Geraint Davies","Labour","Swansea West","No",""
"Mims Davies","Conservative","Mid Sussex","No",""
"Philip Davies","Conservative","Shipley","No Vote Recorded",""
"David Davis","Conservative","Haltemprice and Howden","Aye",""
"David Davis","Conservative","Haltemprice and Howden","No",""
"Dehenna Davison","Conservative","Bishop Auckland","No",""
"Martyn Day","Scottish National Party","Linlithgow and East Falkirk","Aye",""
"Marsha De Cordova","Labour","Battersea","No Vote Recorded",""
"Thangam Debbonaire","Labour","Bristol West","No Vote Recorded",""
"Tanmanjeet Singh Dhesi","Labour","Slough","No",""
"Caroline Dinenage","Conservative","Gosport","No",""
"Sarah Dines","Conservative","Derbyshire Dales","No",""
"Samantha Dixon","Labour","City of Chester","No",""
"Jonathan Djanogly","Conservative","Huntingdon","No",""
"Martin Docherty-Hughes","Scottish National Party","West Dunbartonshire","Aye",""
"Leo Docherty","Conservative","Aldershot","No",""
"Anneliese Dodds","Labour","Oxford East","No",""
"Jeffrey M Donaldson","Democratic Unionist Party","Lagan Valley","No Vote Recorded",""
"Michelle Donelan","Conservative","Chippenham","No",""
"Dave Doogan","Scottish National Party","Angus","Aye",""
"Allan Dorans","Scottish National Party","Ayr, Carrick and Cumnock","Aye","Martin Docherty-Hughes"
"Nadine Dorries","Conservative","Mid Bedfordshire","No Vote Recorded",""
"Steve Double","Conservative","St Austell and Newquay","No",""
"Stephen Doughty","Labour","Cardiff South and Penarth","No",""
"Peter Dowd","Labour","Bootle","No",""
"Oliver Dowden","Conservative","Hertsmere","No",""
"Jackie Doyle-Price","Conservative","Thurrock","No Vote Recorded",""
"Richard Drax","Conservative","South Dorset","No",""
"Flick Drummond","Conservative","Meon Valley","No",""
"James Duddridge","Conservative","Rochford and Southend East","No",""
"Rosie Duffield","Labour","Canterbury","No",""
"David Duguid","Conservative","Banff and Buchan","No",""
"Iain Duncan Smith","Conservative","Chingford and Woodford Green","No",""
"Philip Dunne","Conservative","Ludlow","No",""
"Angela Eagle","Labour","Wallasey","No",""
"Maria Eagle","Labour","Garston and Halewood","No",""
"Colum Eastwood","Social Democratic & Labour Party","Foyle","Aye",""
"Mark Eastwood","Conservative","Dewsbury","No",""
"Jonathan Edwards","Independent","Carmarthen East and Dinefwr","Aye",""
"Ruth Edwards","Conservative","Rushcliffe","No",""
"Clive Efford","Labour","Eltham","No",""
"Julie Elliott","Labour","Sunderland Central","No",""
"Michael Ellis","Conservative","Northampton North","No",""
"Tobias Ellwood","Conservative","Bournemouth East","No Vote Recorded",""
"Chris Elmore","Labour","Ogmore","No",""
"Natalie Elphicke","Conservative","Dover","No",""
"Florence Eshalomi","Labour","Vauxhall","No",""
"Bill Esterson","Labour","Sefton Central","No Vote Recorded",""
"George Eustice","Conservative","Camborne and Redruth","No",""
"Chris Evans","Labour","Islwyn","No",""
"Luke Evans","Conservative","Bosworth","No",""
"Nigel Evans","Deputy Speaker","Ribble Valley","No Vote Recorded",""
"David Evennett","Conservative","Bexleyheath and Crayford","No",""
"Ben Everitt","Conservative","Milton Keynes North","No",""
"Michael Fabricant","Conservative","Lichfield","No",""
"Laura Farris","Conservative","Newbury","No",""
"Tim Farron","Liberal Democrat","Westmorland and Lonsdale","No Vote Recorded",""
"Stephen Farry","Alliance","North Down","No Vote Recorded",""
"Simon Fell","Conservative","Barrow and Furness","No",""
"Marion Fellows","Scottish National Party","Motherwell and Wishaw","Teller - Ayes",""
"Margaret Ferrier","Independent","Rutherglen and Hamilton West","No Vote Recorded",""
"John Finucane","Sinn Féin","Belfast North","No Vote Recorded",""
"Anna Firth","Conservative","Southend West","No",""
"Colleen Fletcher","Labour","Coventry North East","No Vote Recorded",""
"Katherine Fletcher","Conservative","South Ribble","No",""
"Mark Fletcher","Conservative","Bolsover","No",""
"Nick Fletcher","Conservative","Don Valley","No",""
"Stephen Flynn","Scottish National Party","Aberdeen South","No Vote Recorded",""
"Richard Foord","Liberal Democrat","Tiverton and Honiton","No Vote Recorded",""
"Vicky Ford","Conservative","Chelmsford","No",""
"Kevin Foster","Conservative","Torbay","No",""
"Yvonne Fovargue","Labour","Makerfield","No",""
"Liam Fox","Conservative","North Somerset","Aye",""
"Liam Fox","Conservative","North Somerset","No",""
"Vicky Foxcroft","Labour","Lewisham, Deptford","No",""
"Mary Kelly Foy","Labour","City of Durham","No Vote Recorded",""
"Mark Francois","Conservative","Rayleigh and Wickford","No",""
"Lucy Frazer","Conservative","South East Cambridgeshire","No",""
"George Freeman","Conservative","Mid Norfolk","No",""
"Mike Freer","Conservative","Finchley and Golders Green","No",""
"Louie French","Conservative","Old Bexley and Sidcup","No",""
"Richard Fuller","Conservative","North East Bedfordshire","No",""
"Gill Furniss","Labour","Sheffield, Brightside and Hillsborough","No",""
"Marcus Fysh","Conservative","Yeovil","No",""
"Roger Gale","Conservative","North Thanet","No Vote Recorded",""
"Barry Gardiner","Labour","Brent North","No",""
"Mark Garnier","Conservative","Wyre Forest","No",""
"Nusrat Ghani","Conservative","Wealden","No",""
"Nick Gibb","Conservative","Bognor Regis and Littlehampton","No",""
"Patricia Gibson","Scottish National Party","North Ayrshire and Arran","Aye",""
"Peter Gibson","Conservative","Darlington","No",""
"Jo Gideon","Conservative","Stoke-on-Trent Central","Aye",""
"Jo Gideon","Conservative","Stoke-on-Trent Central","No",""
"Michelle Gildernew","Sinn Féin","Fermanagh and South Tyrone","No Vote Recorded",""
"Preet Kaur Gill","Labour","Birmingham, Edgbaston","No Vote Recorded",""
"Paul Girvan","Democratic Unionist Party","South Antrim","No Vote Recorded",""
"John Glen","Conservative","Salisbury","No",""
"Mary Glindon","Labour","North Tyneside","No",""
"Robert Goodwill","Conservative","Scarborough and Whitby","No Vote Recorded",""
"Michael Gove","Conservative","Surrey Heath","No",""
"Patrick Grady","Scottish National Party","Glasgow North","Aye",""
"Richard Graham","Conservative","Gloucester","No",""
"Helen Grant","Conservative","Maidstone and The Weald","No",""
"Peter Grant","Scottish National Party","Glenrothes","Teller - Ayes",""
"James Gray","Conservative","North Wiltshire","No Vote Recorded",""
"Chris Grayling","Conservative","Epsom and Ewell","No Vote Recorded",""
"Chris Green","Conservative","Bolton West","No",""
"Damian Green","Conservative","Ashford","No",""
"Sarah Green","Liberal Democrat","Chesham and Amersham","No Vote Recorded",""
"Lilian Greenwood","Labour","Nottingham South","No Vote Recorded",""
"Margaret Greenwood","Labour","Wirral West","No",""
"Andrew Griffith","Conservative","Arundel and South Downs","No",""
"Nia Griffith","Labour","Llanelli","No",""
"James Grundy","Conservative","Leigh","No",""
"Jonathan Gullis","Conservative","Stoke-on-Trent North","No",""
"Andrew Gwynne","Labour","Denton and Reddish","No",""
"Louise Haigh","Labour","Sheffield, Heeley","No",""
"Robert Halfon","Conservative","Harlow","No",""
"Luke Hall","Conservative","Thornbury and Yate","No",""
"Fabian Hamilton","Labour","Leeds North East","No",""
"Paulette Hamilton","Labour","Birmingham, Erdington","No",""
"Stephen Hammond","Conservative","Wimbledon","Aye",""
"Stephen Hammond","Conservative","Wimbledon","No",""
"Matt Hancock","Independent","West Suffolk","No Vote Recorded",""
"Greg Hands","Conservative","Chelsea and Fulham","No",""
"Claire Hanna","Social Democratic & Labour Party","Belfast South","Aye",""
"Neale Hanvey","Alba Party","Kirkcaldy and Cowdenbeath","Aye",""
"Emma Hardy","Labour","Kingston upon Hull West and Hessle","No",""
"Harriet Harman","Labour","Camberwell and Peckham","No",""
"Mark Harper","Conservative","Forest of Dean","No",""
"Carolyn Harris","Labour","Swansea East","No",""
"Rebecca Harris","Conservative","Castle Point","No",""
"Trudy Harrison","Conservative","Copeland","No",""
"Sally-Ann Hart","Conservative","Hastings and Rye","No",""
"Simon Hart","Conservative","Carmarthen West and South Pembrokeshire","No",""
"Helen Hayes","Labour","Dulwich and West Norwood","No",""
"John Hayes","Conservative","South Holland and The Deepings","No",""
"Chris Hazzard","Sinn Féin","South Down","No Vote Recorded",""
"Oliver Heald","Conservative","North East Hertfordshire","No Vote Recorded",""
"John Healey","Labour","Wentworth and Dearne","No",""
"James Heappey","Conservative","Wells","No Vote Recorded",""
"Chris Heaton-Harris","Conservative","Daventry","No",""
"Gordon Henderson","Conservative","Sittingbourne and Sheppey","Aye",""
"Gordon Henderson","Conservative","Sittingbourne and Sheppey","No",""
"Mark Hendrick","Labour","Preston","No",""
"Drew Hendry","Scottish National Party","Inverness, Nairn, Badenoch and Strathspey","Aye",""
"Darren Henry","Conservative","Broxtowe","No",""
"Antony Higginbotham","Conservative","Burnley","No",""
"Meg Hillier","Labour","Hackney South and Shoreditch","No",""
"Damian Hinds","Conservative","East Hampshire","No",""
"Simon Hoare","Conservative","North Dorset","No Vote Recorded",""
"Wera Hobhouse","Liberal Democrat","Bath","No Vote Recorded",""
"Margaret Hodge","Labour","Barking","No Vote Recorded",""
"Sharon Hodgson","Labour","Washington and Sunderland West","No",""
"Richard Holden","Conservative","North West Durham","No",""
"Kate Hollern","Labour","Blackburn","No",""
"Kevin Hollinrake","Conservative","Thirsk and Malton","No",""
"Philip Hollobone","Conservative","Kettering","No",""
"Adam Holloway","Conservative","Gravesham","No",""
"Paul Holmes","Conservative","Eastleigh","No",""
"Rachel Hopkins","Labour","Luton South","No",""
"Stewart Hosie","Scottish National Party","Dundee East","Aye",""
"George Howarth","Labour","Knowsley","No",""
"John Howell","Conservative","Henley","No",""
"Paul Howell","Conservative","Sedgefield","No",""
"Lindsay Hoyle","Speaker","Chorley","No Vote Recorded",""
"Nigel Huddleston","Conservative","Mid Worcestershire","No",""
"Neil Hudson","Conservative","Penrith and The Border","No",""
"Eddie Hughes","Conservative","Walsall North","No",""
"Jane Hunt","Conservative","Loughborough","No",""
"Jeremy Hunt","Conservative","South West Surrey","No Vote Recorded",""
"Tom Hunt","Conservative","Ipswich","No",""
"Rupa Huq","Independent","Ealing Central and Acton","No",""
"Imran Hussain","Labour","Bradford East","No",""
"Alister Jack","Conservative","Dumfries and Galloway","No",""
"Christine Jardine","Liberal Democrat","Edinburgh West","No Vote Recorded",""
"Dan Jarvis","Labour","Barnsley Central","No",""
"Sajid Javid","Conservative","Bromsgrove","No",""
"Ranil Jayawardena","Conservative","North East Hampshire","No Vote Recorded",""
"Bernard Jenkin","Conservative","Harwich and North Essex","No",""
"Mark Jenkinson","Conservative","Workington","No",""
"Andrea Jenkyns","Conservative","Morley and Outwood","No Vote Recorded",""
"Robert Jenrick","Conservative","Newark","No",""
"Boris Johnson","Conservative","Uxbridge and South Ruislip","No Vote Recorded",""
"Diana Johnson","Labour","Kingston upon Hull North","No",""
"Caroline Johnson","Conservative","Sleaford and North Hykeham","No",""
"Gareth Johnson","Conservative","Dartford","No",""
"Kim Johnson","Labour","Liverpool, Riverside","No",""
"David Johnston","Conservative","Wantage","No",""
"Andrew Jones","Conservative","Harrogate and Knaresborough","No",""
"Darren Jones","Labour","Bristol North West","No",""
"Fay Jones","Conservative","Brecon and Radnorshire","No",""
"Gerald Jones","Labour","Merthyr Tydfil and Rhymney","No",""
"David Jones","Conservative","Clwyd West","No",""
"Kevan Jones","Labour","North Durham","No",""
"Marcus Jones","Conservative","Nuneaton","No",""
"Ruth Jones","Labour","Newport West","No",""
"Sarah Jones","Labour","Croydon Central","No",""
"Simon Jupp","Conservative","East Devon","Aye",""
"Simon Jupp","Conservative","East Devon","No",""
"Mike Kane","Labour","Wythenshawe and Sale East","No Vote Recorded",""
"Daniel Kawczynski","Conservative","Shrewsbury and Atcham","No",""
"Alicia Kearns","Conservative","Rutland and Melton","No",""
"Gillian Keegan","Conservative","Chichester","No",""
"Barbara Keeley","Labour","Worsley and Eccles South","No",""
"Liz Kendall","Labour","Leicester West","No",""
"Afzal Khan","Labour","Manchester, Gorton","No",""
"Stephen Kinnock","Labour","Aberavon","No",""
"Julian Knight","Independent","Solihull","No Vote Recorded",""
"Greg Knight","Conservative","East Yorkshire","No",""
"Kate Kniveton","Conservative","Burton","No",""
"Danny Kruger","Conservative","Devizes","No",""
"Kwasi Kwarteng","Conservative","Spelthorne","No Vote Recorded",""
"Peter Kyle","Labour","Hove","No Vote Recorded",""
"Eleanor Laing","Deputy Speaker","Epping Forest","No Vote Recorded",""
"Ben Lake","Plaid Cymru","Ceredigion","Aye",""
"David Lammy","Labour","Tottenham","No Vote Recorded",""
"John Lamont","Conservative","Berwickshire, Roxburgh and Selkirk","No",""
"Robert Largan","Conservative","High Peak","No",""
"Pauline Latham","Conservative","Mid Derbyshire","No Vote Recorded",""
"Ian Lavery","Labour","Wansbeck","No",""
"Chris Law","Scottish National Party","Dundee West","Aye",""
"Kim Leadbeater","Labour","Batley and Spen","No",""
"Andrea Leadsom","Conservative","South Northamptonshire","No Vote Recorded",""
"Edward Leigh","Conservative","Gainsborough","No Vote Recorded",""
"Ian Levy","Conservative","Blyth Valley","No Vote Recorded",""
"Emma Lewell-Buck","Labour","South Shields","No",""
"Andrew Lewer","Conservative","Northampton South","No",""
"Brandon Lewis","Conservative","Great Yarmouth","No",""
"Clive Lewis","Labour","Norwich South","No",""
"Julian Lewis","Conservative","New Forest East","No",""
"Ian Liddell-Grainger","Conservative","Bridgwater and West Somerset","No",""
"Simon Lightwood","Labour","Wakefield","No",""
"David Linden","Scottish National Party","Glasgow East","Aye",""
"Tony Lloyd","Labour","Rochdale","No Vote Recorded",""
"Carla Lockhart","Democratic Unionist Party","Upper Bann","No Vote Recorded",""
"Chris Loder","Conservative","West Dorset","No",""
"Mark Logan","Conservative","Bolton North East","No","Marcus Jones"
"Rebecca Long Bailey","Labour","Salford and Eccles","No",""
"Marco Longhi","Conservative","Dudley North","No",""
"Julia Lopez","Conservative","Hornchurch and Upminster","No",""
"Jack Lopresti","Conservative","Filton and Bradley Stoke","No",""
"Jonathan Lord","Conservative","Woking","No",""
"Tim Loughton","Conservative","East Worthing and Shoreham","No",""
"Caroline Lucas","Green Party","Brighton, Pavilion","No",""
"Holly Lynch","Labour","Halifax","No",""
"Kenny MacAskill","Alba Party","East Lothian","No Vote Recorded",""
"Craig Mackinlay","Conservative","South Thanet","No",""
"Cherilyn Mackrory","Conservative","Truro and Falmouth","No",""
"Rachel Maclean","Conservative","Redditch","No",""
"Angus Brendan MacNeil","Scottish National Party","Na h-Eileanan an Iar","No Vote Recorded",""
"Justin Madders","Labour","Ellesmere Port and Neston","No",""
"Khalid Mahmood","Labour","Birmingham, Perry Barr","No",""
"Shabana Mahmood","Labour","Birmingham, Ladywood","No",""
"Alan Mak","Conservative","Havant","No Vote Recorded",""
"Seema Malhotra","Labour","Feltham and Heston","No",""
"Kit Malthouse","Conservative","North West Hampshire","No",""
"Anthony Mangnall","Conservative","Totnes","No",""
"Scott Mann","Conservative","North Cornwall","No",""
"Julie Marson","Conservative","Hertford and Stortford","No",""
"Rachael Maskell","Labour","York Central","No",""
"Paul Maskey","Sinn Féin","Belfast West","No Vote Recorded",""
"Theresa May","Conservative","Maidenhead","No",""
"Jerome Mayhew","Conservative","Broadland","No",""
"Paul Maynard","Conservative","Blackpool North and Cleveleys","No",""
"Steve McCabe","Labour","Birmingham, Selly Oak","No",""
"Kerry McCarthy","Labour","Bristol East","No Vote Recorded",""
"Jason McCartney","Conservative","Colne Valley","No",""
"Karl McCartney","Conservative","Lincoln","No",""
"Siobhain McDonagh","Labour","Mitcham and Morden","No Vote Recorded",""
"Andy McDonald","Labour","Middlesbrough","No",""
"Stewart Malcolm McDonald","Scottish National Party","Glasgow South","Aye",""
"Stuart C McDonald","Scottish National Party","Cumbernauld, Kilsyth and Kirkintilloch East","Aye",""
"John McDonnell","Labour","Hayes and Harlington","No",""
"Pat McFadden","Labour","Wolverhampton South East","No",""
"Conor McGinn","Independent","St Helens North","No",""
"Alison McGovern","Labour","Wirral South","No",""
"Catherine McKinnell","Labour","Newcastle upon Tyne North","No",""
"Anne McLaughlin","Scottish National Party","Glasgow North East","Aye",""
"Jim McMahon","Labour","Oldham West and Royton","No Vote Recorded",""
"Anna McMorrin","Labour","Cardiff North","No",""
"John McNally","Scottish National Party","Falkirk","Aye",""
"Stephen McPartland","Conservative","Stevenage","No Vote Recorded",""
"Esther McVey","Conservative","Tatton","No Vote Recorded",""
"Ian Mearns","Labour","Gateshead","No",""
"Mark Menzies","Conservative","Fylde","No Vote Recorded",""
"Johnny Mercer","Conservative","Plymouth, Moor View","Aye",""
"Johnny Mercer","Conservative","Plymouth, Moor View","No",""
"Huw Merriman","Conservative","Bexhill and Battle","No",""
"Stephen Metcalfe","Conservative","South Basildon and East Thurrock","No",""
"Edward Miliband","Labour","Doncaster North","No",""
"Robin Millar","Conservative","Aberconwy","No",""
"Maria Miller","Conservative","Basingstoke","No Vote Recorded",""
"Amanda Milling","Conservative","Cannock Chase","No",""
"Nigel Mills","Conservative","Amber Valley","Aye",""
"Nigel Mills","Conservative","Amber Valley","No",""
"Navendu Mishra","Labour","Stockport","No",""
"Andrew Mitchell","Conservative","Sutton Coldfield","No",""
"Gagan Mohindra","Conservative","South West Hertfordshire","No",""
"Francie Molloy","Sinn Féin","Mid Ulster","No Vote Recorded",""
"Carol Monaghan","Scottish National Party","Glasgow North West","Aye",""
"Damien Moore","Conservative","Southport","Aye",""
"Damien Moore","Conservative","Southport","No",""
"Robbie Moore","Conservative","Keighley","No",""
"Layla Moran","Liberal Democrat","Oxford West and Abingdon","No Vote Recorded",""
"Penny Mordaunt","Conservative","Portsmouth North","No",""
"Jessica Morden","Labour","Newport East","No Vote Recorded",""
"Helen Morgan","Liberal Democrat","North Shropshire","No Vote Recorded",""
"Stephen Morgan","Labour","Portsmouth South","No",""
"Anne Marie Morris","Conservative","Newton Abbot","No",""
"David Morris","Conservative","Morecambe and Lunesdale","No",""
"Grahame Morris","Labour","Easington","No",""
"James Morris","Conservative","Halesowen and Rowley Regis","No",""
"Joy Morrissey","Conservative","Beaconsfield","No Vote Recorded",""
"Jill Mortimer","Conservative","Hartlepool","No",""
"Wendy Morton","Conservative","Aldridge-Brownhills","No",""
"Kieran Mullan","Conservative","Crewe and Nantwich","No",""
"Holly Mumby-Croft","Conservative","Scunthorpe","No",""
"David Mundell","Conservative","Dumfriesshire, Clydesdale and Tweeddale","No",""
"Ian Murray","Labour","Edinburgh South","No",""
"James Murray","Labour","Ealing North","No",""
"Sheryll Murray","Conservative","South East Cornwall","No",""
"Andrew Murrison","Conservative","South West Wiltshire","No",""
"Lisa Nandy","Labour","Wigan","No",""
"Robert Neill","Conservative","Bromley and Chislehurst","No",""
"Gavin Newlands","Scottish National Party","Paisley and Renfrewshire North","Aye",""
"Charlotte Nichols","Labour","Warrington North","No",""
"Lia Nici","Conservative","Great Grimsby","No",""
"John Nicolson","Scottish National Party","Ochil and South Perthshire","Aye","Martin Docherty-Hughes"
"Caroline Nokes","Conservative","Romsey and Southampton North","No Vote Recorded",""
"Jesse Norman","Conservative","Hereford and South Herefordshire","No",""
"Alex Norris","Labour","Nottingham North","No",""
"Neil O'Brien","Conservative","Harborough","No",""
"Brendan O'Hara","Scottish National Party","Argyll and Bute","Aye",""
"Matthew Offord","Conservative","Hendon","No",""
"Sarah Olney","Liberal Democrat","Richmond Park","No Vote Recorded",""
