Division Number: 30
Division Date: 11 July 2022 - 19:06

Energy (Oil and Gas) Profits Levy Bill Committee: Amendment 9

Aye Count: 41
No Count: 298
Result: Question accordingly disagreed.

Members recorded
Member,Party,Constituency,Vote,Proxy Member
"Scott Benton","Conservative","Blackpool South","No",""
"Paul Beresford","Conservative","Mole Valley","No",""
"Jake Berry","Conservative","Rossendale and Darwen","No Vote Recorded",""
"Clive Betts","Labour","Sheffield South East","No Vote Recorded",""
"Saqib Bhatti","Conservative","Meriden","No",""
"Mhairi Black","Scottish National Party","Paisley and Renfrewshire South","No Vote Recorded",""
"Ian Blackford","Scottish National Party","Ross, Skye and Lochaber","No Vote Recorded",""
"Bob Blackman","Conservative","Harrow East","No Vote Recorded",""
"Kirsty Blackman","Scottish National Party","Aberdeen North","Aye",""
"Olivia Blake","Labour","Sheffield, Hallam","No Vote Recorded",""
"Paul Blomfield","Labour","Sheffield Central","No Vote Recorded",""
"Crispin Blunt","Conservative","Reigate","No",""
"Peter Bone","Conservative","Wellingborough","No",""
"Steven Bonnar","Scottish National Party","Coatbridge, Chryston and Bellshill","Aye",""
"Peter Bottomley","Conservative","Worthing West","No",""
"Andrew Bowie","Conservative","West Aberdeenshire and Kincardine","No",""
"Ben Bradley","Conservative","Mansfield","No",""
"Karen Bradley","Conservative","Staffordshire Moorlands","No Vote Recorded",""
"Ben Bradshaw","Labour","Exeter","No Vote Recorded",""
"Mickey Brady","Sinn Féin","Newry and Armagh","No Vote Recorded",""
"Graham Brady","Conservative","Altrincham and Sale West","No Vote Recorded",""
"Suella Braverman","Conservative","Fareham","No Vote Recorded",""
"Kevin Brennan","Labour","Cardiff West","No Vote Recorded",""
"Jack Brereton","Conservative","Stoke-on-Trent South","No",""
"Andrew Bridgen","Conservative","North West Leicestershire","No",""
"Steve Brine","Conservative","Winchester","No Vote Recorded",""
"Paul Bristow","Conservative","Peterborough","No",""
"Sara Britcliffe","Conservative","Hyndburn","No Vote Recorded",""
"Deidre Brock","Scottish National Party","Edinburgh North and Leith","No Vote Recorded",""
"Alan Brown","Scottish National Party","Kilmarnock and Loudoun","Aye",""
"Nicholas Brown","Labour","Newcastle upon Tyne East","No Vote Recorded",""
"Lyn Brown","Labour","West Ham","No Vote Recorded",""
"Anthony Browne","Conservative","South Cambridgeshire","No",""
"Fiona Bruce","Conservative","Congleton","No",""
"Chris Bryant","Labour","Rhondda","No Vote Recorded",""
"Felicity Buchan","Conservative","Kensington","No",""
"Karen Buck","Labour","Westminster North","No Vote Recorded",""
"Robert Buckland","Conservative","South Swindon","No",""
"Alex Burghart","Conservative","Brentwood and Ongar","No",""
"Richard Burgon","Labour","Leeds East","No Vote Recorded",""
"Conor Burns","Conservative","Bournemouth West","No",""
"Dawn Butler","Labour","Brent Central","No Vote Recorded",""
"Rob Butler","Conservative","Aylesbury","No",""
"Ian Byrne","Labour","Liverpool, West Derby","No Vote Recorded",""
"Liam Byrne","Labour","Birmingham, Hodge Hill","No Vote Recorded",""
"Ruth Cadbury","Labour","Brentford and Isleworth","No Vote Recorded",""
"Alun Cairns","Conservative","Vale of Glamorgan","No",""
"Amy Callaghan","Scottish National Party","East Dunbartonshire","Aye",""
"Lisa Cameron","Scottish National Party","East Kilbride, Strathaven and Lesmahagow","Aye",""
"Gregory Campbell","Democratic Unionist Party","East Londonderry","No Vote Recorded",""
"Alan Campbell","Labour","Tynemouth","No Vote Recorded",""
"Dan Carden","Labour","Liverpool, Walton","No Vote Recorded",""
"Alistair Carmichael","Liberal Democrat","Orkney and Shetland","Aye",""
"Andy Carter","Conservative","Warrington South","No",""
"James Cartlidge","Conservative","South Suffolk","No",""
"William Cash","Conservative","Stone","No",""
"Miriam Cates","Conservative","Penistone and Stocksbridge","No Vote Recorded",""
"Maria Caulfield","Conservative","Lewes","No",""
"Alex Chalk","Conservative","Cheltenham","No",""
"Wendy Chamberlain","Liberal Democrat","North East Fife","Aye",""
"Sarah Champion","Labour","Rotherham","No Vote Recorded",""
"Douglas Chapman","Scottish National Party","Dunfermline and West Fife","Aye",""
"Bambos Charalambous","Labour","Enfield, Southgate","No Vote Recorded",""
"Joanna Cherry","Scottish National Party","Edinburgh South West","Aye",""
"Rehman Chishti","Conservative","Gillingham and Rainham","No",""
"Christopher Chope","Conservative","Christchurch","No",""
"Jo Churchill","Conservative","Bury St Edmunds","No",""
"Feryal Clark","Labour","Enfield North","No Vote Recorded",""
"Greg Clark","Conservative","Tunbridge Wells","No",""
"Brendan Clarke-Smith","Conservative","Bassetlaw","No",""
"Simon Clarke","Conservative","Middlesbrough South and East Cleveland","No",""
"Theo Clarke","Conservative","Stafford","No Vote Recorded",""
"Chris Clarkson","Conservative","Heywood and Middleton","No",""
"James Cleverly","Conservative","Braintree","No",""
"Geoffrey Clifton-Brown","Conservative","The Cotswolds","No",""
"Thérèse Coffey","Conservative","Suffolk Coastal","No",""
"Elliot Colburn","Conservative","Carshalton and Wallington","No",""
"Damian Collins","Conservative","Folkestone and Hythe","No",""
"Daisy Cooper","Liberal Democrat","St Albans","Aye",""
"Rosie Cooper","Labour","West Lancashire","No Vote Recorded",""
"Yvette Cooper","Labour","Normanton, Pontefract and Castleford","No Vote Recorded",""
"Jeremy Corbyn","Independent","Islington North","No Vote Recorded",""
"Alberto Costa","Conservative","South Leicestershire","No",""
"Robert Courts","Conservative","Witney","No",""
"Claire Coutinho","Conservative","East Surrey","No",""
"Ronnie Cowan","Scottish National Party","Inverclyde","No Vote Recorded",""
"Geoffrey Cox","Conservative","Torridge and West Devon","No Vote Recorded",""
"Neil Coyle","Independent","Bermondsey and Old Southwark","No Vote Recorded",""
"Stephen Crabb","Conservative","Preseli Pembrokeshire","No",""
"Angela Crawley","Scottish National Party","Lanark and Hamilton East","No Vote Recorded",""
"Stella Creasy","Labour","Walthamstow","No Vote Recorded",""
"Virginia Crosbie","Conservative","Ynys Môn","No Vote Recorded",""
"Tracey Crouch","Conservative","Chatham and Aylesford","No",""
"Jon Cruddas","Labour","Dagenham and Rainham","No Vote Recorded",""
"John Cryer","Labour","Leyton and Wanstead","No Vote Recorded",""
"Judith Cummins","Labour","Bradford South","No Vote Recorded",""
"Alex Cunningham","Labour","Stockton North","No Vote Recorded",""
"Janet Daby","Labour","Lewisham East","No Vote Recorded",""
"James Daly","Conservative","Bury North","No",""
"Ed Davey","Liberal Democrat","Kingston and Surbiton","No Vote Recorded",""
"Wayne David","Labour","Caerphilly","No Vote Recorded",""
"Alex Davies-Jones","Labour","Pontypridd","No Vote Recorded",""
"David T C Davies","Conservative","Monmouth","No",""
"James Davies","Conservative","Vale of Clwyd","No",""
"Gareth Davies","Conservative","Grantham and Stamford","No",""
"Geraint Davies","Labour","Swansea West","No Vote Recorded",""
"Mims Davies","Conservative","Mid Sussex","No",""
"Philip Davies","Conservative","Shipley","No",""
"David Davis","Conservative","Haltemprice and Howden","No",""
"Dehenna Davison","Conservative","Bishop Auckland","No",""
"Martyn Day","Scottish National Party","Linlithgow and East Falkirk","Aye",""
"Marsha De Cordova","Labour","Battersea","No Vote Recorded",""
"Thangam Debbonaire","Labour","Bristol West","No Vote Recorded",""
"Tanmanjeet Singh Dhesi","Labour","Slough","No Vote Recorded",""
"Caroline Dinenage","Conservative","Gosport","No",""
"Sarah Dines","Conservative","Derbyshire Dales","No",""
"Jonathan Djanogly","Conservative","Huntingdon","No",""
"Martin Docherty-Hughes","Scottish National Party","West Dunbartonshire","Aye",""
"Leo Docherty","Conservative","Aldershot","No",""
"Anneliese Dodds","Labour","Oxford East","No Vote Recorded",""
"Jeffrey M Donaldson","Democratic Unionist Party","Lagan Valley","No Vote Recorded",""
"Michelle Donelan","Conservative","Chippenham","No",""
"Dave Doogan","Scottish National Party","Angus","Aye",""
"Allan Dorans","Scottish National Party","Ayr, Carrick and Cumnock","No Vote Recorded",""
"Nadine Dorries","Conservative","Mid Bedfordshire","No Vote Recorded",""
"Steve Double","Conservative","St Austell and Newquay","No",""
"Stephen Doughty","Labour","Cardiff South and Penarth","No Vote Recorded",""
"Peter Dowd","Labour","Bootle","No Vote Recorded",""
"Oliver Dowden","Conservative","Hertsmere","No",""
"Jackie Doyle-Price","Conservative","Thurrock","No Vote Recorded",""
"Richard Drax","Conservative","South Dorset","No Vote Recorded",""
"Flick Drummond","Conservative","Meon Valley","No",""
"James Duddridge","Conservative","Rochford and Southend East","No",""
"Rosie Duffield","Labour","Canterbury","No Vote Recorded",""
"David Duguid","Conservative","Banff and Buchan","No",""
"Iain Duncan Smith","Conservative","Chingford and Woodford Green","No",""
"Philip Dunne","Conservative","Ludlow","No",""
"Angela Eagle","Labour","Wallasey","No Vote Recorded",""
"Maria Eagle","Labour","Garston and Halewood","No Vote Recorded",""
"Colum Eastwood","Social Democratic & Labour Party","Foyle","No Vote Recorded",""
"Mark Eastwood","Conservative","Dewsbury","No",""
"Jonathan Edwards","Independent","Carmarthen East and Dinefwr","No Vote Recorded",""
"Ruth Edwards","Conservative","Rushcliffe","No",""
"Clive Efford","Labour","Eltham","No Vote Recorded",""
"Julie Elliott","Labour","Sunderland Central","No Vote Recorded",""
"Michael Ellis","Conservative","Northampton North","No",""
"Tobias Ellwood","Conservative","Bournemouth East","No",""
"Chris Elmore","Labour","Ogmore","No Vote Recorded",""
"Natalie Elphicke","Conservative","Dover","No",""
"Florence Eshalomi","Labour","Vauxhall","No Vote Recorded",""
"Bill Esterson","Labour","Sefton Central","No Vote Recorded",""
"George Eustice","Conservative","Camborne and Redruth","No",""
"Chris Evans","Labour","Islwyn","No Vote Recorded",""
"Luke Evans","Conservative","Bosworth","No",""
"Nigel Evans","Deputy Speaker","Ribble Valley","No Vote Recorded",""
"David Evennett","Conservative","Bexleyheath and Crayford","Teller - Noes",""
"Ben Everitt","Conservative","Milton Keynes North","No",""
"Michael Fabricant","Conservative","Lichfield","No",""
"Laura Farris","Conservative","Newbury","No",""
"Tim Farron","Liberal Democrat","Westmorland and Lonsdale","Aye",""
"Stephen Farry","Alliance","North Down","No Vote Recorded",""
"Simon Fell","Conservative","Barrow and Furness","No",""
"Marion Fellows","Scottish National Party","Motherwell and Wishaw","Teller - Ayes",""
"Margaret Ferrier","Independent","Rutherglen and Hamilton West","Aye",""
"John Finucane","Sinn Féin","Belfast North","No Vote Recorded",""
"Anna Firth","Conservative","Southend West","No",""
"Colleen Fletcher","Labour","Coventry North East","No Vote Recorded",""
"Katherine Fletcher","Conservative","South Ribble","No",""
"Mark Fletcher","Conservative","Bolsover","No",""
"Nick Fletcher","Conservative","Don Valley","No",""
"Stephen Flynn","Scottish National Party","Aberdeen South","Aye",""
"Richard Foord","Liberal Democrat","Tiverton and Honiton","Aye",""
"Vicky Ford","Conservative","Chelmsford","No Vote Recorded",""
"Kevin Foster","Conservative","Torbay","No",""
"Yvonne Fovargue","Labour","Makerfield","No Vote Recorded",""
"Liam Fox","Conservative","North Somerset","No",""
"Vicky Foxcroft","Labour","Lewisham, Deptford","No Vote Recorded",""
"Mary Kelly Foy","Labour","City of Durham","No Vote Recorded",""
"Mark Francois","Conservative","Rayleigh and Wickford","No Vote Recorded",""
"Lucy Frazer","Conservative","South East Cambridgeshire","No",""
"George Freeman","Conservative","Mid Norfolk","No",""
"Mike Freer","Conservative","Finchley and Golders Green","No",""
"Louie French","Conservative","Old Bexley and Sidcup","No",""
"Richard Fuller","Conservative","North East Bedfordshire","No",""
"Gill Furniss","Labour","Sheffield, Brightside and Hillsborough","No Vote Recorded",""
"Marcus Fysh","Conservative","Yeovil","No",""
"Roger Gale","Conservative","North Thanet","No Vote Recorded",""
"Barry Gardiner","Labour","Brent North","No Vote Recorded",""
"Mark Garnier","Conservative","Wyre Forest","No",""
"Nusrat Ghani","Conservative","Wealden","No",""
"Nick Gibb","Conservative","Bognor Regis and Littlehampton","No",""
"Patricia Gibson","Scottish National Party","North Ayrshire and Arran","Aye",""
"Peter Gibson","Conservative","Darlington","No",""
"Jo Gideon","Conservative","Stoke-on-Trent Central","No",""
"Michelle Gildernew","Sinn Féin","Fermanagh and South Tyrone","No Vote Recorded",""
"Preet Kaur Gill","Labour","Birmingham, Edgbaston","No Vote Recorded",""
"Paul Girvan","Democratic Unionist Party","South Antrim","No Vote Recorded",""
"John Glen","Conservative","Salisbury","No",""
"Mary Glindon","Labour","North Tyneside","No Vote Recorded",""
"Robert Goodwill","Conservative","Scarborough and Whitby","No",""
"Michael Gove","Conservative","Surrey Heath","No",""
"Patrick Grady","Independent","Glasgow North","No Vote Recorded",""
"Richard Graham","Conservative","Gloucester","No Vote Recorded",""
"Helen Grant","Conservative","Maidstone and The Weald","No",""
"Peter Grant","Scottish National Party","Glenrothes","No Vote Recorded",""
"James Gray","Conservative","North Wiltshire","No",""
"Chris Grayling","Conservative","Epsom and Ewell","No",""
"Chris Green","Conservative","Bolton West","No",""
"Damian Green","Conservative","Ashford","No",""
"Kate Green","Labour","Stretford and Urmston","No Vote Recorded",""
"Sarah Green","Liberal Democrat","Chesham and Amersham","Aye",""
"Lilian Greenwood","Labour","Nottingham South","No Vote Recorded",""
"Margaret Greenwood","Labour","Wirral West","No Vote Recorded",""
"Andrew Griffith","Conservative","Arundel and South Downs","No",""
"Nia Griffith","Labour","Llanelli","No Vote Recorded",""
"Kate Griffiths","Conservative","Burton","No",""
"James Grundy","Conservative","Leigh","No",""
"Jonathan Gullis","Conservative","Stoke-on-Trent North","No",""
"Andrew Gwynne","Labour","Denton and Reddish","No Vote Recorded",""
"Louise Haigh","Labour","Sheffield, Heeley","No Vote Recorded",""
"Robert Halfon","Conservative","Harlow","No",""
"Luke Hall","Conservative","Thornbury and Yate","No",""
"Fabian Hamilton","Labour","Leeds North East","No Vote Recorded",""
"Paulette Hamilton","Labour","Birmingham, Erdington","No Vote Recorded",""
"Stephen Hammond","Conservative","Wimbledon","No",""
"Matt Hancock","Conservative","West Suffolk","No",""
"Greg Hands","Conservative","Chelsea and Fulham","No",""
"Claire Hanna","Social Democratic & Labour Party","Belfast South","No Vote Recorded",""
"Neale Hanvey","Alba Party","Kirkcaldy and Cowdenbeath","Aye",""
"Emma Hardy","Labour","Kingston upon Hull West and Hessle","No Vote Recorded",""
"Harriet Harman","Labour","Camberwell and Peckham","No Vote Recorded",""
"Mark Harper","Conservative","Forest of Dean","No",""
"Carolyn Harris","Labour","Swansea East","No Vote Recorded",""
"Rebecca Harris","Conservative","Castle Point","No",""
"Trudy Harrison","Conservative","Copeland","No",""
"Sally-Ann Hart","Conservative","Hastings and Rye","No",""
"Simon Hart","Conservative","Carmarthen West and South Pembrokeshire","No",""
"Helen Hayes","Labour","Dulwich and West Norwood","No Vote Recorded",""
"John Hayes","Conservative","South Holland and The Deepings","No Vote Recorded",""
"Chris Hazzard","Sinn Féin","South Down","No Vote Recorded",""
"Oliver Heald","Conservative","North East Hertfordshire","No",""
"John Healey","Labour","Wentworth and Dearne","No Vote Recorded",""
"James Heappey","Conservative","Wells","No",""
"Chris Heaton-Harris","Conservative","Daventry","No Vote Recorded",""
"Gordon Henderson","Conservative","Sittingbourne and Sheppey","No Vote Recorded",""
"Mark Hendrick","Labour","Preston","No Vote Recorded",""
"Drew Hendry","Scottish National Party","Inverness, Nairn, Badenoch and Strathspey","Aye",""
"Darren Henry","Conservative","Broxtowe","No",""
"Antony Higginbotham","Conservative","Burnley","No",""
"Meg Hillier","Labour","Hackney South and Shoreditch","No Vote Recorded",""
"Damian Hinds","Conservative","East Hampshire","No",""
"Simon Hoare","Conservative","North Dorset","No Vote Recorded",""
"Wera Hobhouse","Liberal Democrat","Bath","Aye",""
"Margaret Hodge","Labour","Barking","No Vote Recorded",""
"Sharon Hodgson","Labour","Washington and Sunderland West","No Vote Recorded",""
"Richard Holden","Conservative","North West Durham","No",""
"Kate Hollern","Labour","Blackburn","No Vote Recorded",""
"Kevin Hollinrake","Conservative","Thirsk and Malton","No",""
"Philip Hollobone","Conservative","Kettering","No",""
"Adam Holloway","Conservative","Gravesham","No",""
"Paul Holmes","Conservative","Eastleigh","No",""
"Rachel Hopkins","Labour","Luton South","No Vote Recorded",""
"Stewart Hosie","Scottish National Party","Dundee East","No Vote Recorded",""
"George Howarth","Labour","Knowsley","No Vote Recorded",""
"John Howell","Conservative","Henley","No",""
"Paul Howell","Conservative","Sedgefield","No",""
"Lindsay Hoyle","Speaker","Chorley","No Vote Recorded",""
"Nigel Huddleston","Conservative","Mid Worcestershire","No",""
"Neil Hudson","Conservative","Penrith and The Border","No",""
"Eddie Hughes","Conservative","Walsall North","No",""
"Jane Hunt","Conservative","Loughborough","No",""
"Jeremy Hunt","Conservative","South West Surrey","No",""
"Tom Hunt","Conservative","Ipswich","No",""
"Rupa Huq","Labour","Ealing Central and Acton","No Vote Recorded",""
"Imran Hussain","Labour","Bradford East","No Vote Recorded",""
"Alister Jack","Conservative","Dumfries and Galloway","No",""
"Christine Jardine","Liberal Democrat","Edinburgh West","No Vote Recorded",""
"Dan Jarvis","Labour","Barnsley Central","No Vote Recorded",""
"Sajid Javid","Conservative","Bromsgrove","No",""
"Ranil Jayawardena","Conservative","North East Hampshire","No Vote Recorded",""
"Bernard Jenkin","Conservative","Harwich and North Essex","No",""
"Mark Jenkinson","Conservative","Workington","No Vote Recorded",""
"Andrea Jenkyns","Conservative","Morley and Outwood","No",""
"Robert Jenrick","Conservative","Newark","No Vote Recorded",""
"Boris Johnson","Conservative","Uxbridge and South Ruislip","No Vote Recorded",""
"Diana Johnson","Labour","Kingston upon Hull North","No Vote Recorded",""
"Caroline Johnson","Conservative","Sleaford and North Hykeham","No",""
"Gareth Johnson","Conservative","Dartford","No",""
"Kim Johnson","Labour","Liverpool, Riverside","No Vote Recorded",""
"David Johnston","Conservative","Wantage","No",""
"Andrew Jones","Conservative","Harrogate and Knaresborough","No",""
"Darren Jones","Labour","Bristol North West","No Vote Recorded",""
"Fay Jones","Conservative","Brecon and Radnorshire","No",""
"Gerald Jones","Labour","Merthyr Tydfil and Rhymney","No Vote Recorded",""
"David Jones","Conservative","Clwyd West","No",""
"Kevan Jones","Labour","North Durham","No Vote Recorded",""
"Marcus Jones","Conservative","Nuneaton","No",""
"Ruth Jones","Labour","Newport West","No Vote Recorded",""
"Sarah Jones","Labour","Croydon Central","No Vote Recorded",""
"Simon Jupp","Conservative","East Devon","No",""
"Mike Kane","Labour","Wythenshawe and Sale East","No Vote Recorded",""
"Daniel Kawczynski","Conservative","Shrewsbury and Atcham","No",""
"Alicia Kearns","Conservative","Rutland and Melton","No Vote Recorded",""
"Gillian Keegan","Conservative","Chichester","No",""
"Barbara Keeley","Labour","Worsley and Eccles South","No Vote Recorded",""
"Liz Kendall","Labour","Leicester West","No Vote Recorded",""
"Afzal Khan","Labour","Manchester, Gorton","No Vote Recorded",""
"Stephen Kinnock","Labour","Aberavon","No Vote Recorded",""
"Julian Knight","Conservative","Solihull","No Vote Recorded",""
"Greg Knight","Conservative","East Yorkshire","No",""
"Danny Kruger","Conservative","Devizes","No",""
"Kwasi Kwarteng","Conservative","Spelthorne","No Vote Recorded",""
"Peter Kyle","Labour","Hove","No Vote Recorded",""
"Eleanor Laing","Deputy Speaker","Epping Forest","No Vote Recorded",""
"Ben Lake","Plaid Cymru","Ceredigion","No Vote Recorded",""
"David Lammy","Labour","Tottenham","No Vote Recorded",""
"John Lamont","Conservative","Berwickshire, Roxburgh and Selkirk","No",""
"Robert Largan","Conservative","High Peak","No",""
"Pauline Latham","Conservative","Mid Derbyshire","No",""
"Ian Lavery","Labour","Wansbeck","No Vote Recorded",""
"Chris Law","Scottish National Party","Dundee West","No Vote Recorded",""
"Kim Leadbeater","Labour","Batley and Spen","No Vote Recorded",""
"Andrea Leadsom","Conservative","South Northamptonshire","No",""
"Edward Leigh","Conservative","Gainsborough","No",""
"Ian Levy","Conservative","Blyth Valley","No",""
"Emma Lewell-Buck","Labour","South Shields","No Vote Recorded",""
"Andrew Lewer","Conservative","Northampton South","No",""
"Brandon Lewis","Conservative","Great Yarmouth","No Vote Recorded",""
"Clive Lewis","Labour","Norwich South","No Vote Recorded",""
"Julian Lewis","Conservative","New Forest East","No",""
"Ian Liddell-Grainger","Conservative","Bridgwater and West Somerset","No",""
"Simon Lightwood","Labour","Wakefield","No Vote Recorded",""
"David Linden","Scottish National Party","Glasgow East","Aye",""
"Tony Lloyd","Labour","Rochdale","No Vote Recorded",""
"Carla Lockhart","Democratic Unionist Party","Upper Bann","No Vote Recorded",""
"Chris Loder","Conservative","West Dorset","No",""
"Mark Logan","Conservative","Bolton North East","No",""
"Rebecca Long Bailey","Labour","Salford and Eccles","No Vote Recorded",""
"Marco Longhi","Conservative","Dudley North","No",""
"Julia Lopez","Conservative","Hornchurch and Upminster","No",""
"Jack Lopresti","Conservative","Filton and Bradley Stoke","No",""
"Jonathan Lord","Conservative","Woking","No",""
"Tim Loughton","Conservative","East Worthing and Shoreham","No",""
"Caroline Lucas","Green Party","Brighton, Pavilion","No Vote Recorded",""
"Holly Lynch","Labour","Halifax","No Vote Recorded",""
"Kenny MacAskill","Alba Party","East Lothian","No Vote Recorded",""
"Craig Mackinlay","Conservative","South Thanet","No",""
"Cherilyn Mackrory","Conservative","Truro and Falmouth","No",""
"Rachel Maclean","Conservative","Redditch","No",""
"Angus Brendan MacNeil","Scottish National Party","Na h-Eileanan an Iar","No Vote Recorded",""
"Justin Madders","Labour","Ellesmere Port and Neston","No Vote Recorded",""
"Khalid Mahmood","Labour","Birmingham, Perry Barr","No Vote Recorded",""
"Shabana Mahmood","Labour","Birmingham, Ladywood","No Vote Recorded",""
"Alan Mak","Conservative","Havant","No Vote Recorded",""
"Seema Malhotra","Labour","Feltham and Heston","No Vote Recorded",""
"Kit Malthouse","Conservative","North West Hampshire","No",""
"Anthony Mangnall","Conservative","Totnes","No",""
"Scott Mann","Conservative","North Cornwall","No",""
"Julie Marson","Conservative","Hertford and Stortford","No",""
"Rachael Maskell","Labour","York Central","No Vote Recorded",""
"Paul Maskey","Sinn Féin","Belfast West","No Vote Recorded",""
"Christian Matheson","Labour","City of Chester","No Vote Recorded",""
"Theresa May","Conservative","Maidenhead","No",""
"Jerome Mayhew","Conservative","Broadland","No",""
"Paul Maynard","Conservative","Blackpool North and Cleveleys","No",""
"Steve McCabe","Labour","Birmingham, Selly Oak","No Vote Recorded",""
"Kerry McCarthy","Labour","Bristol East","No Vote Recorded",""
"Jason McCartney","Conservative","Colne Valley","No",""
"Karl McCartney","Conservative","Lincoln","No",""
"Siobhain McDonagh","Labour","Mitcham and Morden","No Vote Recorded",""
"Andy McDonald","Labour","Middlesbrough","No Vote Recorded",""
"Stewart Malcolm McDonald","Scottish National Party","Glasgow South","No Vote Recorded",""
"Stuart C McDonald","Scottish National Party","Cumbernauld, Kilsyth and Kirkintilloch East","No Vote Recorded",""
"John McDonnell","Labour","Hayes and Harlington","No Vote Recorded",""
"Pat McFadden","Labour","Wolverhampton South East","No Vote Recorded",""
"Conor McGinn","Labour","St Helens North","No Vote Recorded",""
"Alison McGovern","Labour","Wirral South","No Vote Recorded",""
"Catherine McKinnell","Labour","Newcastle upon Tyne North","No Vote Recorded",""
"Anne McLaughlin","Scottish National Party","Glasgow North East","Aye",""
"Jim McMahon","Labour","Oldham West and Royton","No Vote Recorded",""
"Anna McMorrin","Labour","Cardiff North","No Vote Recorded",""
"John McNally","Scottish National Party","Falkirk","Aye",""
"Stephen McPartland","Conservative","Stevenage","No",""
"Esther McVey","Conservative","Tatton","No",""
"Ian Mearns","Labour","Gateshead","No Vote Recorded",""
"Mark Menzies","Conservative","Fylde","No Vote Recorded",""
"Johnny Mercer","Conservative","Plymouth, Moor View","No",""
"Huw Merriman","Conservative","Bexhill and Battle","No",""
"Stephen Metcalfe","Conservative","South Basildon and East Thurrock","No",""
"Edward Miliband","Labour","Doncaster North","No Vote Recorded",""
"Robin Millar","Conservative","Aberconwy","No",""
"Maria Miller","Conservative","Basingstoke","No",""
"Amanda Milling","Conservative","Cannock Chase","No",""
"Nigel Mills","Conservative","Amber Valley","No",""
"Navendu Mishra","Labour","Stockport","No Vote Recorded",""
"Andrew Mitchell","Conservative","Sutton Coldfield","No",""
"Gagan Mohindra","Conservative","South West Hertfordshire","No",""
"Francie Molloy","Sinn Féin","Mid Ulster","No Vote Recorded",""
"Carol Monaghan","Scottish National Party","Glasgow North West","No Vote Recorded",""
"Damien Moore","Conservative","Southport","No",""
"Robbie Moore","Conservative","Keighley","No",""
"Layla Moran","Liberal Democrat","Oxford West and Abingdon","No Vote Recorded",""
"Penny Mordaunt","Conservative","Portsmouth North","No",""
"Jessica Morden","Labour","Newport East","No Vote Recorded",""
"Helen Morgan","Liberal Democrat","North Shropshire","Aye",""
"Stephen Morgan","Labour","Portsmouth South","No Vote Recorded",""
"Anne Marie Morris","Conservative","Newton Abbot","No Vote Recorded",""
"David Morris","Conservative","Morecambe and Lunesdale","No Vote Recorded",""
"Grahame Morris","Labour","Easington","No Vote Recorded",""
"James Morris","Conservative","Halesowen and Rowley Regis","No",""
"Joy Morrissey","Conservative","Beaconsfield","No",""
"Jill Mortimer","Conservative","Hartlepool","No",""
"Wendy Morton","Conservative","Aldridge-Brownhills","No",""
