Division Number: 142
Division Date: 15 October 2020 - 17:02

Covert Human Intelligence Sources (Criminal Conduct) Bill: Third Reading

Aye Count: 313
No Count: 98
Result: Question accordingly agreed.

Members recorded
Member,Party,Constituency,Vote,Proxy Member
"Damian Collins","Conservative","Folkestone and Hythe","Aye","Stuart Andrew"
"Daisy Cooper","Liberal Democrat","St Albans","No",""
"Rosie Cooper","Labour","West Lancashire","No Vote Recorded",""
"Yvette Cooper","Labour","Normanton, Pontefract and Castleford","No Vote Recorded",""
"Jeremy Corbyn","Labour","Islington North","No",""
"Alberto Costa","Conservative","South Leicestershire","Aye",""
"Robert Courts","Conservative","Witney","Aye",""
"Claire Coutinho","Conservative","East Surrey","Aye",""
"Ronnie Cowan","Scottish National Party","Inverclyde","No","Patrick Grady"
"Geoffrey Cox","Conservative","Torridge and West Devon","Aye","Stuart Andrew"
"Neil Coyle","Labour","Bermondsey and Old Southwark","No Vote Recorded",""
"Stephen Crabb","Conservative","Preseli Pembrokeshire","Aye",""
"Angela Crawley","Scottish National Party","Lanark and Hamilton East","No","Patrick Grady"
"Stella Creasy","Labour","Walthamstow","No Vote Recorded",""
"Virginia Crosbie","Conservative","Ynys Môn","Aye",""
"Tracey Crouch","Conservative","Chatham and Aylesford","Aye","Rebecca Harris"
"Jon Cruddas","Labour","Dagenham and Rainham","No Vote Recorded",""
"John Cryer","Labour","Leyton and Wanstead","No Vote Recorded",""
"Judith Cummins","Labour","Bradford South","No Vote Recorded",""
"Alex Cunningham","Labour","Stockton North","No Vote Recorded",""
"Janet Daby","Labour","Lewisham East","No Vote Recorded",""
"James Daly","Conservative","Bury North","Aye",""
"Ed Davey","Liberal Democrat","Kingston and Surbiton","No",""
"Wayne David","Labour","Caerphilly","No Vote Recorded",""
"Alex Davies-Jones","Labour","Pontypridd","No Vote Recorded",""
"David T C Davies","Conservative","Monmouth","Aye",""
"James Davies","Conservative","Vale of Clwyd","Aye","Stuart Andrew"
"Gareth Davies","Conservative","Grantham and Stamford","Aye",""
"Geraint Davies","Labour","Swansea West","No","Dawn Butler"
"Mims Davies","Conservative","Mid Sussex","Aye",""
"Philip Davies","Conservative","Shipley","Aye",""
"David Davis","Conservative","Haltemprice and Howden","No Vote Recorded",""
"Dehenna Davison","Conservative","Bishop Auckland","Aye",""
"Martyn Day","Scottish National Party","Linlithgow and East Falkirk","No","Patrick Grady"
"Marsha De Cordova","Labour","Battersea","No Vote Recorded",""
"Thangam Debbonaire","Labour","Bristol West","No Vote Recorded",""
"Tanmanjeet Singh Dhesi","Labour","Slough","No Vote Recorded",""
"Caroline Dinenage","Conservative","Gosport","No Vote Recorded",""
"Sarah Dines","Conservative","Derbyshire Dales","Aye",""
"Jonathan Djanogly","Conservative","Huntingdon","Aye",""
"Martin Docherty-Hughes","Scottish National Party","West Dunbartonshire","No",""
"Leo Docherty","Conservative","Aldershot","Aye",""
"Anneliese Dodds","Labour","Oxford East","No Vote Recorded",""
"Jeffrey M Donaldson","Democratic Unionist Party","Lagan Valley","No Vote Recorded",""
"Michelle Donelan","Conservative","Chippenham","Aye",""
"Dave Doogan","Scottish National Party","Angus","No",""
"Allan Dorans","Scottish National Party","Ayr, Carrick and Cumnock","No","Patrick Grady"
"Nadine Dorries","Conservative","Mid Bedfordshire","Aye","Stuart Andrew"
"Steve Double","Conservative","St Austell and Newquay","Aye",""
"Stephen Doughty","Labour","Cardiff South and Penarth","No Vote Recorded",""
"Peter Dowd","Labour","Bootle","No Vote Recorded",""
"Oliver Dowden","Conservative","Hertsmere","No Vote Recorded",""
"Jackie Doyle-Price","Conservative","Thurrock","Aye",""
"Richard Drax","Conservative","South Dorset","Aye",""
"Jack Dromey","Labour","Birmingham, Erdington","No Vote Recorded",""
"Flick Drummond","Conservative","Meon Valley","Aye",""
"James Duddridge","Conservative","Rochford and Southend East","Aye",""
"Rosie Duffield","Labour","Canterbury","No Vote Recorded",""
"David Duguid","Conservative","Banff and Buchan","Aye",""
"Iain Duncan Smith","Conservative","Chingford and Woodford Green","Aye",""
"Philip Dunne","Conservative","Ludlow","Aye","Jeremy Hunt"
"Maria Eagle","Labour","Garston and Halewood","No Vote Recorded",""
"Angela Eagle","Labour","Wallasey","No Vote Recorded",""
"Colum Eastwood","Social Democratic & Labour Party","Foyle","No",""
"Mark Eastwood","Conservative","Dewsbury","Aye",""
"Jonathan Edwards","Independent","Carmarthen East and Dinefwr","No",""
"Ruth Edwards","Conservative","Rushcliffe","Aye","Stuart Andrew"
"Clive Efford","Labour","Eltham","No Vote Recorded",""
"Julie Elliott","Labour","Sunderland Central","No Vote Recorded",""
"Michael Ellis","Conservative","Northampton North","Aye",""
"Tobias Ellwood","Conservative","Bournemouth East","Aye",""
"Chris Elmore","Labour","Ogmore","No Vote Recorded",""
"Natalie Elphicke","Conservative","Dover","Aye",""
"Florence Eshalomi","Labour","Vauxhall","No Vote Recorded",""
"Bill Esterson","Labour","Sefton Central","No Vote Recorded",""
"George Eustice","Conservative","Camborne and Redruth","Aye",""
"Chris Evans","Labour","Islwyn","No Vote Recorded",""
"Luke Evans","Conservative","Bosworth","Aye",""
"Nigel Evans","Deputy Speaker","Ribble Valley","No Vote Recorded",""
"David Evennett","Conservative","Bexleyheath and Crayford","Aye","Stuart Andrew"
"Ben Everitt","Conservative","Milton Keynes North","Aye",""
"Michael Fabricant","Conservative","Lichfield","Aye","Stuart Andrew"
"Laura Farris","Conservative","Newbury","No Vote Recorded",""
"Tim Farron","Liberal Democrat","Westmorland and Lonsdale","No",""
"Stephen Farry","Alliance","North Down","No","Wendy Chamberlain"
"Simon Fell","Conservative","Barrow and Furness","Aye",""
"Marion Fellows","Scottish National Party","Motherwell and Wishaw","No","Patrick Grady"
"Margaret Ferrier","Independent","Rutherglen and Hamilton West","No","Jonathan Edwards"
"John Finucane","Sinn Féin","Belfast North","No Vote Recorded",""
"Colleen Fletcher","Labour","Coventry North East","No Vote Recorded",""
"Katherine Fletcher","Conservative","South Ribble","Aye","Stuart Andrew"
"Mark Fletcher","Conservative","Bolsover","Aye",""
"Nick Fletcher","Conservative","Don Valley","Aye",""
"Stephen Flynn","Scottish National Party","Aberdeen South","No","Patrick Grady"
"Vicky Ford","Conservative","Chelmsford","Aye",""
"Kevin Foster","Conservative","Torbay","Aye",""
"Yvonne Fovargue","Labour","Makerfield","No Vote Recorded",""
"Liam Fox","Conservative","North Somerset","No Vote Recorded",""
"Vicky Foxcroft","Labour","Lewisham, Deptford","No Vote Recorded",""
"Mary Kelly Foy","Labour","City of Durham","No",""
"Mark Francois","Conservative","Rayleigh and Wickford","Aye","Stuart Andrew"
"Lucy Frazer","Conservative","South East Cambridgeshire","Aye",""
"George Freeman","Conservative","Mid Norfolk","Aye","Bim Afolami"
"Mike Freer","Conservative","Finchley and Golders Green","Aye",""
"Richard Fuller","Conservative","North East Bedfordshire","Aye",""
"Gill Furniss","Labour","Sheffield, Brightside and Hillsborough","No Vote Recorded",""
"Marcus Fysh","Conservative","Yeovil","Aye","Stuart Andrew"
"Roger Gale","Conservative","North Thanet","Aye","David Rutley"
"Barry Gardiner","Labour","Brent North","No",""
"Mark Garnier","Conservative","Wyre Forest","No Vote Recorded",""
"Nusrat Ghani","Conservative","Wealden","Aye",""
"Nick Gibb","Conservative","Bognor Regis and Littlehampton","Aye",""
"Patricia Gibson","Scottish National Party","North Ayrshire and Arran","No","Patrick Grady"
"Peter Gibson","Conservative","Darlington","Aye",""
"Jo Gideon","Conservative","Stoke-on-Trent Central","Aye",""
"Michelle Gildernew","Sinn Féin","Fermanagh and South Tyrone","No Vote Recorded",""
"Preet Kaur Gill","Labour","Birmingham, Edgbaston","No Vote Recorded",""
"Cheryl Gillan","Conservative","Chesham and Amersham","Aye","Stuart Andrew"
"Paul Girvan","Democratic Unionist Party","South Antrim","No Vote Recorded",""
"John Glen","Conservative","Salisbury","Aye",""
"Mary Glindon","Labour","North Tyneside","No Vote Recorded",""
"Robert Goodwill","Conservative","Scarborough and Whitby","Aye",""
"Michael Gove","Conservative","Surrey Heath","No Vote Recorded",""
"Patrick Grady","Scottish National Party","Glasgow North","No",""
"Richard Graham","Conservative","Gloucester","Aye",""
"Helen Grant","Conservative","Maidstone and The Weald","Aye","Stuart Andrew"
"Peter Grant","Scottish National Party","Glenrothes","No","Patrick Grady"
"James Gray","Conservative","North Wiltshire","No Vote Recorded",""
"Neil Gray","Scottish National Party","Airdrie and Shotts","No","Patrick Grady"
"Chris Grayling","Conservative","Epsom and Ewell","No Vote Recorded",""
"Chris Green","Conservative","Bolton West","Aye",""
"Damian Green","Conservative","Ashford","Aye",""
"Kate Green","Labour","Stretford and Urmston","No Vote Recorded",""
"Lilian Greenwood","Labour","Nottingham South","No Vote Recorded",""
"Margaret Greenwood","Labour","Wirral West","No",""
"Andrew Griffith","Conservative","Arundel and South Downs","Aye",""
"Nia Griffith","Labour","Llanelli","No Vote Recorded",""
"Kate Griffiths","Conservative","Burton","Aye",""
"James Grundy","Conservative","Leigh","Aye",""
"Jonathan Gullis","Conservative","Stoke-on-Trent North","Aye",""
"Andrew Gwynne","Labour","Denton and Reddish","No Vote Recorded",""
"Louise Haigh","Labour","Sheffield, Heeley","No Vote Recorded",""
"Robert Halfon","Conservative","Harlow","Aye",""
"Luke Hall","Conservative","Thornbury and Yate","Aye",""
"Fabian Hamilton","Labour","Leeds North East","No Vote Recorded",""
"Stephen Hammond","Conservative","Wimbledon","Aye",""
"Matt Hancock","Conservative","West Suffolk","No Vote Recorded",""
"Greg Hands","Conservative","Chelsea and Fulham","Aye",""
"Claire Hanna","Social Democratic & Labour Party","Belfast South","No","Liz Saville Roberts"
"Neale Hanvey","Scottish National Party","Kirkcaldy and Cowdenbeath","No","Patrick Grady"
"Emma Hardy","Labour","Kingston upon Hull West and Hessle","No Vote Recorded",""
"Harriet Harman","Labour","Camberwell and Peckham","No Vote Recorded",""
"Mark Harper","Conservative","Forest of Dean","Aye",""
"Carolyn Harris","Labour","Swansea East","No Vote Recorded",""
"Rebecca Harris","Conservative","Castle Point","Aye",""
"Trudy Harrison","Conservative","Copeland","Aye",""
"Sally-Ann Hart","Conservative","Hastings and Rye","Aye",""
"Simon Hart","Conservative","Carmarthen West and South Pembrokeshire","Aye",""
"Helen Hayes","Labour","Dulwich and West Norwood","No Vote Recorded",""
"John Hayes","Conservative","South Holland and The Deepings","Aye",""
"Chris Hazzard","Sinn Féin","South Down","No Vote Recorded",""
"Oliver Heald","Conservative","North East Hertfordshire","Aye","Stuart Andrew"
"John Healey","Labour","Wentworth and Dearne","No Vote Recorded",""
"James Heappey","Conservative","Wells","No Vote Recorded",""
"Chris Heaton-Harris","Conservative","Daventry","Aye",""
"Gordon Henderson","Conservative","Sittingbourne and Sheppey","Aye",""
"Mark Hendrick","Labour","Preston","No Vote Recorded",""
"Drew Hendry","Scottish National Party","Inverness, Nairn, Badenoch and Strathspey","No","Patrick Grady"
"Darren Henry","Conservative","Broxtowe","Aye",""
"Antony Higginbotham","Conservative","Burnley","Aye",""
"Mike Hill","Labour","Hartlepool","No Vote Recorded",""
"Meg Hillier","Labour","Hackney South and Shoreditch","No Vote Recorded",""
"Damian Hinds","Conservative","East Hampshire","Aye",""
"Simon Hoare","Conservative","North Dorset","Aye","Fay Jones"
"Wera Hobhouse","Liberal Democrat","Bath","No Vote Recorded",""
"Margaret Hodge","Labour","Barking","No Vote Recorded",""
"Sharon Hodgson","Labour","Washington and Sunderland West","No Vote Recorded",""
"Richard Holden","Conservative","North West Durham","Aye",""
"Kate Hollern","Labour","Blackburn","No Vote Recorded",""
"Kevin Hollinrake","Conservative","Thirsk and Malton","Aye",""
"Philip Hollobone","Conservative","Kettering","Aye",""
"Adam Holloway","Conservative","Gravesham","Aye","Maria Caulfield"
"Paul Holmes","Conservative","Eastleigh","Aye",""
"Rachel Hopkins","Labour","Luton South","No",""
"Stewart Hosie","Scottish National Party","Dundee East","No",""
"George Howarth","Labour","Knowsley","No Vote Recorded",""
"John Howell","Conservative","Henley","Aye",""
"Paul Howell","Conservative","Sedgefield","Aye",""
"Lindsay Hoyle","Speaker","Chorley","No Vote Recorded",""
"Nigel Huddleston","Conservative","Mid Worcestershire","Aye",""
"Neil Hudson","Conservative","Penrith and The Border","Aye","Stuart Andrew"
"Eddie Hughes","Conservative","Walsall North","Aye",""
"Jane Hunt","Conservative","Loughborough","Aye",""
"Jeremy Hunt","Conservative","South West Surrey","Aye",""
"Tom Hunt","Conservative","Ipswich","Aye",""
"Rupa Huq","Labour","Ealing Central and Acton","No Vote Recorded",""
"Imran Hussain","Labour","Bradford East","No Vote Recorded",""
"Alister Jack","Conservative","Dumfries and Galloway","No Vote Recorded",""
"Christine Jardine","Liberal Democrat","Edinburgh West","Teller - Noes",""
"Dan Jarvis","Labour","Barnsley Central","No Vote Recorded",""
"Sajid Javid","Conservative","Bromsgrove","No Vote Recorded",""
"Ranil Jayawardena","Conservative","North East Hampshire","Aye","Stuart Andrew"
"Bernard Jenkin","Conservative","Harwich and North Essex","Aye",""
"Mark Jenkinson","Conservative","Workington","Aye",""
"Andrea Jenkyns","Conservative","Morley and Outwood","Aye","Stuart Andrew"
"Robert Jenrick","Conservative","Newark","No Vote Recorded",""
"Boris Johnson","Conservative","Uxbridge and South Ruislip","No Vote Recorded",""
"Diana Johnson","Labour","Kingston upon Hull North","No Vote Recorded",""
"Caroline Johnson","Conservative","Sleaford and North Hykeham","Aye",""
"Gareth Johnson","Conservative","Dartford","Aye",""
"Kim Johnson","Labour","Liverpool, Riverside","No",""
"David Johnston","Conservative","Wantage","Aye",""
"Andrew Jones","Conservative","Harrogate and Knaresborough","Aye",""
"Darren Jones","Labour","Bristol North West","No Vote Recorded",""
"Fay Jones","Conservative","Brecon and Radnorshire","Aye",""
"Gerald Jones","Labour","Merthyr Tydfil and Rhymney","No Vote Recorded",""
"David Jones","Conservative","Clwyd West","Aye",""
"Kevan Jones","Labour","North Durham","No Vote Recorded",""
"Marcus Jones","Conservative","Nuneaton","Aye",""
"Ruth Jones","Labour","Newport West","No Vote Recorded",""
"Sarah Jones","Labour","Croydon Central","No Vote Recorded",""
"Simon Jupp","Conservative","East Devon","Aye","Stuart Andrew"
"Mike Kane","Labour","Wythenshawe and Sale East","No Vote Recorded",""
"Daniel Kawczynski","Conservative","Shrewsbury and Atcham","Aye",""
"Alicia Kearns","Conservative","Rutland and Melton","Aye","Stuart Andrew"
"Gillian Keegan","Conservative","Chichester","No Vote Recorded",""
"Barbara Keeley","Labour","Worsley and Eccles South","No Vote Recorded",""
"Liz Kendall","Labour","Leicester West","No Vote Recorded",""
"Afzal Khan","Labour","Manchester, Gorton","No Vote Recorded",""
"Stephen Kinnock","Labour","Aberavon","No Vote Recorded",""
"Julian Knight","Conservative","Solihull","Aye","Stuart Andrew"
"Greg Knight","Conservative","East Yorkshire","Aye","Stuart Andrew"
"Danny Kruger","Conservative","Devizes","Aye",""
"Kwasi Kwarteng","Conservative","Spelthorne","No Vote Recorded",""
"Peter Kyle","Labour","Hove","No Vote Recorded",""
"Eleanor Laing","Deputy Speaker","Epping Forest","No Vote Recorded",""
"Ben Lake","Plaid Cymru","Ceredigion","No",""
"David Lammy","Labour","Tottenham","No Vote Recorded",""
"John Lamont","Conservative","Berwickshire, Roxburgh and Selkirk","Aye","Stuart Andrew"
"Robert Largan","Conservative","High Peak","Aye",""
"Pauline Latham","Conservative","Mid Derbyshire","Aye","William Wragg"
"Ian Lavery","Labour","Wansbeck","No","Kate Osborne"
"Chris Law","Scottish National Party","Dundee West","No","Patrick Grady"
"Andrea Leadsom","Conservative","South Northamptonshire","No Vote Recorded",""
"Edward Leigh","Conservative","Gainsborough","No Vote Recorded",""
"Ian Levy","Conservative","Blyth Valley","Aye",""
"Emma Lewell-Buck","Labour","South Shields","No Vote Recorded",""
"Andrew Lewer","Conservative","Northampton South","Aye",""
"Brandon Lewis","Conservative","Great Yarmouth","Aye",""
"Clive Lewis","Labour","Norwich South","No","Lloyd Russell-Moyle"
"Julian Lewis","Independent","New Forest East","Aye",""
"Ian Liddell-Grainger","Conservative","Bridgwater and West Somerset","Aye","Stuart Andrew"
"David Linden","Scottish National Party","Glasgow East","No",""
"Tony Lloyd","Labour","Rochdale","No","Chris Elmore"
"Carla Lockhart","Democratic Unionist Party","Upper Bann","No Vote Recorded",""
"Chris Loder","Conservative","West Dorset","Aye",""
"Mark Logan","Conservative","Bolton North East","Aye",""
"Rebecca Long Bailey","Labour","Salford and Eccles","No",""
"Marco Longhi","Conservative","Dudley North","Aye",""
"Julia Lopez","Conservative","Hornchurch and Upminster","Aye",""
"Jack Lopresti","Conservative","Filton and Bradley Stoke","No Vote Recorded",""
"Jonathan Lord","Conservative","Woking","Aye","Stuart Andrew"
"Tim Loughton","Conservative","East Worthing and Shoreham","Aye",""
"Caroline Lucas","Green Party","Brighton, Pavilion","No Vote Recorded",""
"Holly Lynch","Labour","Halifax","No Vote Recorded",""
"Kenny MacAskill","Scottish National Party","East Lothian","No","Patrick Grady"
"Craig Mackinlay","Conservative","South Thanet","Aye",""
"Cherilyn Mackrory","Conservative","Truro and Falmouth","No Vote Recorded",""
"Rachel Maclean","Conservative","Redditch","Aye",""
"Angus Brendan MacNeil","Scottish National Party","Na h-Eileanan an Iar","No","Patrick Grady"
"Justin Madders","Labour","Ellesmere Port and Neston","No Vote Recorded",""
"Khalid Mahmood","Labour","Birmingham, Perry Barr","No Vote Recorded",""
"Shabana Mahmood","Labour","Birmingham, Ladywood","No Vote Recorded",""
"Alan Mak","Conservative","Havant","Aye",""
"Seema Malhotra","Labour","Feltham and Heston","No Vote Recorded",""
"Kit Malthouse","Conservative","North West Hampshire","Aye",""
"Anthony Mangnall","Conservative","Totnes","Aye",""
"Scott Mann","Conservative","North Cornwall","Aye",""
"Julie Marson","Conservative","Hertford and Stortford","Aye",""
"Rachael Maskell","Labour","York Central","No Vote Recorded",""
"Paul Maskey","Sinn Féin","Belfast West","No Vote Recorded",""
"Christian Matheson","Labour","City of Chester","No Vote Recorded",""
"Theresa May","Conservative","Maidenhead","No Vote Recorded",""
"Jerome Mayhew","Conservative","Broadland","Aye",""
"Paul Maynard","Conservative","Blackpool North and Cleveleys","Aye",""
"Steve McCabe","Labour","Birmingham, Selly Oak","No Vote Recorded",""
"Kerry McCarthy","Labour","Bristol East","No Vote Recorded",""
"Jason McCartney","Conservative","Colne Valley","Aye",""
"Karl McCartney","Conservative","Lincoln","Aye","Stuart Andrew"
"Siobhain McDonagh","Labour","Mitcham and Morden","No Vote Recorded",""
"Andy McDonald","Labour","Middlesbrough","No Vote Recorded",""
"Stewart Malcolm McDonald","Scottish National Party","Glasgow South","No","Patrick Grady"
"Stuart C McDonald","Scottish National Party","Cumbernauld, Kilsyth and Kirkintilloch East","No","Patrick Grady"
"John McDonnell","Labour","Hayes and Harlington","No","Zarah Sultana"
"Pat McFadden","Labour","Wolverhampton South East","No Vote Recorded",""
"Conor McGinn","Labour","St Helens North","No Vote Recorded",""
"Alison McGovern","Labour","Wirral South","No Vote Recorded",""
"Catherine McKinnell","Labour","Newcastle upon Tyne North","No Vote Recorded",""
"Anne McLaughlin","Scottish National Party","Glasgow North East","No","Patrick Grady"
"Jim McMahon","Labour","Oldham West and Royton","No Vote Recorded",""
"Anna McMorrin","Labour","Cardiff North","No Vote Recorded",""
"John McNally","Scottish National Party","Falkirk","No","Patrick Grady"
"Stephen McPartland","Conservative","Stevenage","No Vote Recorded",""
"Esther McVey","Conservative","Tatton","Aye",""
"Ian Mearns","Labour","Gateshead","No","Kate Osborne"
"Mark Menzies","Conservative","Fylde","Aye","Stuart Andrew"
"Johnny Mercer","Conservative","Plymouth, Moor View","No Vote Recorded",""
"Huw Merriman","Conservative","Bexhill and Battle","Aye",""
"Stephen Metcalfe","Conservative","South Basildon and East Thurrock","Aye","Stuart Andrew"
