Division Number: 158
Division Date: 3 November 2020 - 18:31

Overseas Operations (Service Personnel and Veterans) Bill: Report stage: Amendment 1

Aye Count: 269
No Count: 334
Result: Question accordingly disagreed.

Members recorded
Member,Party,Constituency,Vote,Proxy Member
"Leo Docherty","Conservative","Aldershot","No",""
"Anneliese Dodds","Labour","Oxford East","Aye",""
"Jeffrey M Donaldson","Democratic Unionist Party","Lagan Valley","Aye",""
"Michelle Donelan","Conservative","Chippenham","No",""
"Dave Doogan","Scottish National Party","Angus","Aye",""
"Allan Dorans","Scottish National Party","Ayr, Carrick and Cumnock","Aye","Patrick Grady"
"Nadine Dorries","Conservative","Mid Bedfordshire","No","Stuart Andrew"
"Steve Double","Conservative","St Austell and Newquay","No",""
"Stephen Doughty","Labour","Cardiff South and Penarth","Aye",""
"Peter Dowd","Labour","Bootle","Aye","Chris Elmore"
"Oliver Dowden","Conservative","Hertsmere","No",""
"Jackie Doyle-Price","Conservative","Thurrock","No",""
"Richard Drax","Conservative","South Dorset","No",""
"Jack Dromey","Labour","Birmingham, Erdington","Aye","Chris Elmore"
"Flick Drummond","Conservative","Meon Valley","No",""
"James Duddridge","Conservative","Rochford and Southend East","No",""
"Rosie Duffield","Labour","Canterbury","Aye","Chris Elmore"
"David Duguid","Conservative","Banff and Buchan","Teller - Noes",""
"Iain Duncan Smith","Conservative","Chingford and Woodford Green","No",""
"Philip Dunne","Conservative","Ludlow","No","Jeremy Hunt"
"Maria Eagle","Labour","Garston and Halewood","Aye",""
"Angela Eagle","Labour","Wallasey","Aye",""
"Colum Eastwood","Social Democratic & Labour Party","Foyle","Aye",""
"Mark Eastwood","Conservative","Dewsbury","No",""
"Jonathan Edwards","Independent","Carmarthen East and Dinefwr","Aye",""
"Ruth Edwards","Conservative","Rushcliffe","No","Stuart Andrew"
"Clive Efford","Labour","Eltham","Aye",""
"Julie Elliott","Labour","Sunderland Central","Aye","Chris Elmore"
"Michael Ellis","Conservative","Northampton North","No",""
"Tobias Ellwood","Conservative","Bournemouth East","No",""
"Chris Elmore","Labour","Ogmore","Aye",""
"Natalie Elphicke","Conservative","Dover","No","Maria Caulfield"
"Florence Eshalomi","Labour","Vauxhall","Aye",""
"Bill Esterson","Labour","Sefton Central","Aye","Chris Elmore"
"George Eustice","Conservative","Camborne and Redruth","No",""
"Chris Evans","Labour","Islwyn","Aye",""
"Luke Evans","Conservative","Bosworth","No",""
"Nigel Evans","Deputy Speaker","Ribble Valley","No Vote Recorded",""
"David Evennett","Conservative","Bexleyheath and Crayford","No","Stuart Andrew"
"Ben Everitt","Conservative","Milton Keynes North","No",""
"Michael Fabricant","Conservative","Lichfield","No","Stuart Andrew"
"Laura Farris","Conservative","Newbury","No Vote Recorded",""
"Tim Farron","Liberal Democrat","Westmorland and Lonsdale","Aye",""
"Stephen Farry","Alliance","North Down","Aye",""
"Simon Fell","Conservative","Barrow and Furness","No",""
"Marion Fellows","Scottish National Party","Motherwell and Wishaw","Aye","Patrick Grady"
"Margaret Ferrier","Independent","Rutherglen and Hamilton West","Aye","Jonathan Edwards"
"John Finucane","Sinn Féin","Belfast North","No Vote Recorded",""
"Colleen Fletcher","Labour","Coventry North East","Teller - Ayes",""
"Katherine Fletcher","Conservative","South Ribble","No",""
"Mark Fletcher","Conservative","Bolsover","No",""
"Nick Fletcher","Conservative","Don Valley","No",""
"Stephen Flynn","Scottish National Party","Aberdeen South","Aye","Patrick Grady"
"Vicky Ford","Conservative","Chelmsford","No",""
"Kevin Foster","Conservative","Torbay","No",""
"Yvonne Fovargue","Labour","Makerfield","Aye",""
"Liam Fox","Conservative","North Somerset","No",""
"Vicky Foxcroft","Labour","Lewisham, Deptford","Aye","Chris Elmore"
"Mary Kelly Foy","Labour","City of Durham","Aye",""
"Mark Francois","Conservative","Rayleigh and Wickford","No","Stuart Andrew"
"Lucy Frazer","Conservative","South East Cambridgeshire","No",""
"George Freeman","Conservative","Mid Norfolk","No Vote Recorded",""
"Mike Freer","Conservative","Finchley and Golders Green","No",""
"Richard Fuller","Conservative","North East Bedfordshire","No",""
"Gill Furniss","Labour","Sheffield, Brightside and Hillsborough","Aye",""
"Marcus Fysh","Conservative","Yeovil","No","Craig Mackinlay"
"Roger Gale","Conservative","North Thanet","No","Caroline Nokes"
"Barry Gardiner","Labour","Brent North","Aye",""
"Mark Garnier","Conservative","Wyre Forest","No",""
"Nusrat Ghani","Conservative","Wealden","No","Steve Baker"
"Nick Gibb","Conservative","Bognor Regis and Littlehampton","No Vote Recorded",""
"Patricia Gibson","Scottish National Party","North Ayrshire and Arran","Aye",""
"Peter Gibson","Conservative","Darlington","No",""
"Jo Gideon","Conservative","Stoke-on-Trent Central","No",""
"Michelle Gildernew","Sinn Féin","Fermanagh and South Tyrone","No Vote Recorded",""
"Preet Kaur Gill","Labour","Birmingham, Edgbaston","Aye","Chris Elmore"
"Cheryl Gillan","Conservative","Chesham and Amersham","No","Stuart Andrew"
"Paul Girvan","Democratic Unionist Party","South Antrim","Aye",""
"John Glen","Conservative","Salisbury","No",""
"Mary Glindon","Labour","North Tyneside","Aye","Chris Elmore"
"Robert Goodwill","Conservative","Scarborough and Whitby","No",""
"Michael Gove","Conservative","Surrey Heath","No Vote Recorded",""
"Patrick Grady","Scottish National Party","Glasgow North","Aye",""
"Richard Graham","Conservative","Gloucester","No",""
"Helen Grant","Conservative","Maidstone and The Weald","No","Stuart Andrew"
"Peter Grant","Scottish National Party","Glenrothes","Aye","Patrick Grady"
"James Gray","Conservative","North Wiltshire","No Vote Recorded",""
"Neil Gray","Scottish National Party","Airdrie and Shotts","Aye",""
"Chris Grayling","Conservative","Epsom and Ewell","No",""
"Chris Green","Conservative","Bolton West","No",""
"Damian Green","Conservative","Ashford","No",""
"Kate Green","Labour","Stretford and Urmston","Aye",""
"Lilian Greenwood","Labour","Nottingham South","Aye",""
"Margaret Greenwood","Labour","Wirral West","Aye","Chris Elmore"
"Andrew Griffith","Conservative","Arundel and South Downs","No",""
"Nia Griffith","Labour","Llanelli","Aye",""
"Kate Griffiths","Conservative","Burton","No",""
"James Grundy","Conservative","Leigh","No",""
"Jonathan Gullis","Conservative","Stoke-on-Trent North","No",""
"Andrew Gwynne","Labour","Denton and Reddish","Aye","Chris Elmore"
"Louise Haigh","Labour","Sheffield, Heeley","Aye",""
"Robert Halfon","Conservative","Harlow","No","Julie Marson"
"Luke Hall","Conservative","Thornbury and Yate","No",""
"Fabian Hamilton","Labour","Leeds North East","Aye","Chris Elmore"
"Stephen Hammond","Conservative","Wimbledon","No",""
"Matt Hancock","Conservative","West Suffolk","No Vote Recorded",""
"Greg Hands","Conservative","Chelsea and Fulham","No",""
"Claire Hanna","Social Democratic & Labour Party","Belfast South","Aye","Ben Lake"
"Neale Hanvey","Scottish National Party","Kirkcaldy and Cowdenbeath","Aye","Patrick Grady"
"Emma Hardy","Labour","Kingston upon Hull West and Hessle","Aye",""
"Harriet Harman","Labour","Camberwell and Peckham","Aye","Chris Elmore"
"Mark Harper","Conservative","Forest of Dean","No",""
"Carolyn Harris","Labour","Swansea East","Aye",""
"Rebecca Harris","Conservative","Castle Point","No",""
"Trudy Harrison","Conservative","Copeland","No","Stuart Andrew"
"Sally-Ann Hart","Conservative","Hastings and Rye","No",""
"Simon Hart","Conservative","Carmarthen West and South Pembrokeshire","No",""
"Helen Hayes","Labour","Dulwich and West Norwood","Aye",""
"John Hayes","Conservative","South Holland and The Deepings","No",""
"Chris Hazzard","Sinn Féin","South Down","No Vote Recorded",""
"Oliver Heald","Conservative","North East Hertfordshire","No","Stuart Andrew"
"John Healey","Labour","Wentworth and Dearne","Aye",""
"James Heappey","Conservative","Wells","No Vote Recorded",""
"Chris Heaton-Harris","Conservative","Daventry","No",""
"Gordon Henderson","Conservative","Sittingbourne and Sheppey","No",""
"Mark Hendrick","Labour","Preston","Aye","Chris Elmore"
"Drew Hendry","Scottish National Party","Inverness, Nairn, Badenoch and Strathspey","Aye","Patrick Grady"
"Darren Henry","Conservative","Broxtowe","No",""
"Antony Higginbotham","Conservative","Burnley","No",""
"Mike Hill","Labour","Hartlepool","Aye",""
"Meg Hillier","Labour","Hackney South and Shoreditch","Aye",""
"Damian Hinds","Conservative","East Hampshire","No",""
"Simon Hoare","Conservative","North Dorset","No","Fay Jones"
"Wera Hobhouse","Liberal Democrat","Bath","Aye",""
"Margaret Hodge","Labour","Barking","Aye","Chris Elmore"
"Sharon Hodgson","Labour","Washington and Sunderland West","Aye","Chris Elmore"
"Richard Holden","Conservative","North West Durham","No",""
"Kate Hollern","Labour","Blackburn","Aye","Chris Elmore"
"Kevin Hollinrake","Conservative","Thirsk and Malton","No",""
"Philip Hollobone","Conservative","Kettering","No",""
"Adam Holloway","Conservative","Gravesham","No","Maria Caulfield"
"Paul Holmes","Conservative","Eastleigh","No",""
"Rachel Hopkins","Labour","Luton South","Aye",""
"Stewart Hosie","Scottish National Party","Dundee East","Aye",""
"George Howarth","Labour","Knowsley","Aye","Chris Elmore"
"John Howell","Conservative","Henley","No",""
"Paul Howell","Conservative","Sedgefield","No",""
"Lindsay Hoyle","Speaker","Chorley","No Vote Recorded",""
"Nigel Huddleston","Conservative","Mid Worcestershire","No",""
"Neil Hudson","Conservative","Penrith and The Border","No","Stuart Andrew"
"Eddie Hughes","Conservative","Walsall North","No",""
"Jane Hunt","Conservative","Loughborough","No",""
"Jeremy Hunt","Conservative","South West Surrey","No",""
"Tom Hunt","Conservative","Ipswich","No",""
"Rupa Huq","Labour","Ealing Central and Acton","Aye",""
"Imran Hussain","Labour","Bradford East","Aye","Judith Cummins"
"Alister Jack","Conservative","Dumfries and Galloway","No",""
"Christine Jardine","Liberal Democrat","Edinburgh West","Aye","Wendy Chamberlain"
"Dan Jarvis","Labour","Barnsley Central","Aye",""
"Sajid Javid","Conservative","Bromsgrove","No",""
"Ranil Jayawardena","Conservative","North East Hampshire","No","Stuart Andrew"
"Bernard Jenkin","Conservative","Harwich and North Essex","No",""
"Mark Jenkinson","Conservative","Workington","No",""
"Andrea Jenkyns","Conservative","Morley and Outwood","No",""
"Robert Jenrick","Conservative","Newark","No",""
"Boris Johnson","Conservative","Uxbridge and South Ruislip","No Vote Recorded",""
"Diana Johnson","Labour","Kingston upon Hull North","Aye","Chris Elmore"
"Caroline Johnson","Conservative","Sleaford and North Hykeham","No",""
"Gareth Johnson","Conservative","Dartford","No",""
"Kim Johnson","Labour","Liverpool, Riverside","Aye",""
"David Johnston","Conservative","Wantage","No",""
"Andrew Jones","Conservative","Harrogate and Knaresborough","No",""
"Darren Jones","Labour","Bristol North West","Aye",""
"Fay Jones","Conservative","Brecon and Radnorshire","No",""
"Gerald Jones","Labour","Merthyr Tydfil and Rhymney","Aye","Chris Elmore"
"David Jones","Conservative","Clwyd West","No",""
"Kevan Jones","Labour","North Durham","Aye",""
"Marcus Jones","Conservative","Nuneaton","No",""
"Ruth Jones","Labour","Newport West","Aye",""
"Sarah Jones","Labour","Croydon Central","Aye",""
"Simon Jupp","Conservative","East Devon","No",""
"Mike Kane","Labour","Wythenshawe and Sale East","Aye","Chris Elmore"
"Daniel Kawczynski","Conservative","Shrewsbury and Atcham","No",""
"Alicia Kearns","Conservative","Rutland and Melton","No","Stuart Andrew"
"Gillian Keegan","Conservative","Chichester","No",""
"Barbara Keeley","Labour","Worsley and Eccles South","Aye","Chris Elmore"
"Liz Kendall","Labour","Leicester West","No Vote Recorded",""
"Afzal Khan","Labour","Manchester, Gorton","Aye","Chris Elmore"
"Stephen Kinnock","Labour","Aberavon","Aye",""
"Julian Knight","Conservative","Solihull","No",""
"Greg Knight","Conservative","East Yorkshire","No","Stuart Andrew"
"Danny Kruger","Conservative","Devizes","No",""
"Kwasi Kwarteng","Conservative","Spelthorne","No",""
"Peter Kyle","Labour","Hove","Aye",""
"Eleanor Laing","Deputy Speaker","Epping Forest","No Vote Recorded",""
"Ben Lake","Plaid Cymru","Ceredigion","Aye",""
"David Lammy","Labour","Tottenham","Aye",""
"John Lamont","Conservative","Berwickshire, Roxburgh and Selkirk","No",""
"Robert Largan","Conservative","High Peak","No",""
"Pauline Latham","Conservative","Mid Derbyshire","No",""
"Ian Lavery","Labour","Wansbeck","Aye","Kate Osborne"
"Chris Law","Scottish National Party","Dundee West","Aye","Patrick Grady"
"Andrea Leadsom","Conservative","South Northamptonshire","No",""
"Edward Leigh","Conservative","Gainsborough","No",""
"Ian Levy","Conservative","Blyth Valley","No",""
"Emma Lewell-Buck","Labour","South Shields","Aye",""
"Andrew Lewer","Conservative","Northampton South","No",""
"Brandon Lewis","Conservative","Great Yarmouth","No","Stuart Andrew"
"Clive Lewis","Labour","Norwich South","Aye","Lloyd Russell-Moyle"
"Julian Lewis","Independent","New Forest East","No",""
"Ian Liddell-Grainger","Conservative","Bridgwater and West Somerset","No","Stuart Andrew"
"David Linden","Scottish National Party","Glasgow East","Aye",""
"Tony Lloyd","Labour","Rochdale","Aye","Chris Elmore"
"Carla Lockhart","Democratic Unionist Party","Upper Bann","Aye",""
"Chris Loder","Conservative","West Dorset","No",""
"Mark Logan","Conservative","Bolton North East","No",""
"Rebecca Long Bailey","Labour","Salford and Eccles","Aye",""
"Marco Longhi","Conservative","Dudley North","No",""
"Julia Lopez","Conservative","Hornchurch and Upminster","No",""
"Jack Lopresti","Conservative","Filton and Bradley Stoke","No",""
"Jonathan Lord","Conservative","Woking","No","Stuart Andrew"
"Tim Loughton","Conservative","East Worthing and Shoreham","No",""
"Caroline Lucas","Green Party","Brighton, Pavilion","Aye","Bell Ribeiro-Addy"
"Holly Lynch","Labour","Halifax","Aye","Chris Elmore"
"Kenny MacAskill","Scottish National Party","East Lothian","Aye","Patrick Grady"
"Craig Mackinlay","Conservative","South Thanet","No",""
"Cherilyn Mackrory","Conservative","Truro and Falmouth","No",""
"Rachel Maclean","Conservative","Redditch","No",""
"Angus Brendan MacNeil","Scottish National Party","Na h-Eileanan an Iar","Aye","Patrick Grady"
"Justin Madders","Labour","Ellesmere Port and Neston","Aye",""
"Khalid Mahmood","Labour","Birmingham, Perry Barr","Aye","Chris Elmore"
"Shabana Mahmood","Labour","Birmingham, Ladywood","No Vote Recorded",""
"Alan Mak","Conservative","Havant","No",""
"Seema Malhotra","Labour","Feltham and Heston","Aye",""
"Kit Malthouse","Conservative","North West Hampshire","No",""
"Anthony Mangnall","Conservative","Totnes","No",""
"Scott Mann","Conservative","North Cornwall","No",""
"Julie Marson","Conservative","Hertford and Stortford","No",""
"Rachael Maskell","Labour","York Central","Aye",""
"Paul Maskey","Sinn Féin","Belfast West","No Vote Recorded",""
"Christian Matheson","Labour","City of Chester","Aye",""
"Theresa May","Conservative","Maidenhead","No",""
"Jerome Mayhew","Conservative","Broadland","No",""
"Paul Maynard","Conservative","Blackpool North and Cleveleys","No",""
"Steve McCabe","Labour","Birmingham, Selly Oak","Aye",""
"Kerry McCarthy","Labour","Bristol East","Aye",""
"Jason McCartney","Conservative","Colne Valley","No",""
"Karl McCartney","Conservative","Lincoln","No","Stuart Andrew"
"Siobhain McDonagh","Labour","Mitcham and Morden","Aye",""
"Andy McDonald","Labour","Middlesbrough","Aye",""
"Stewart Malcolm McDonald","Scottish National Party","Glasgow South","Aye",""
"Stuart C McDonald","Scottish National Party","Cumbernauld, Kilsyth and Kirkintilloch East","Aye",""
"John McDonnell","Labour","Hayes and Harlington","Aye","Zarah Sultana"
"Pat McFadden","Labour","Wolverhampton South East","Aye",""
"Conor McGinn","Labour","St Helens North","Aye","Chris Elmore"
"Alison McGovern","Labour","Wirral South","Aye",""
"Catherine McKinnell","Labour","Newcastle upon Tyne North","Aye",""
"Anne McLaughlin","Scottish National Party","Glasgow North East","Aye","Patrick Grady"
"Jim McMahon","Labour","Oldham West and Royton","Aye",""
"Anna McMorrin","Labour","Cardiff North","Aye",""
"John McNally","Scottish National Party","Falkirk","Aye","Patrick Grady"
"Stephen McPartland","Conservative","Stevenage","No Vote Recorded",""
"Esther McVey","Conservative","Tatton","No",""
"Ian Mearns","Labour","Gateshead","Aye","Kate Osborne"
"Mark Menzies","Conservative","Fylde","No","Stuart Andrew"
"Johnny Mercer","Conservative","Plymouth, Moor View","No",""
"Huw Merriman","Conservative","Bexhill and Battle","No",""
"Stephen Metcalfe","Conservative","South Basildon and East Thurrock","No","Stuart Andrew"
"Edward Miliband","Labour","Doncaster North","Aye",""
"Robin Millar","Conservative","Aberconwy","No",""
"Maria Miller","Conservative","Basingstoke","No",""
"Amanda Milling","Conservative","Cannock Chase","No",""
"Nigel Mills","Conservative","Amber Valley","No",""
"Navendu Mishra","Labour","Stockport","Aye",""
"Andrew Mitchell","Conservative","Sutton Coldfield","No Vote Recorded",""
"Gagan Mohindra","Conservative","South West Hertfordshire","No",""
"Francie Molloy","Sinn Féin","Mid Ulster","No Vote Recorded",""
"Carol Monaghan","Scottish National Party","Glasgow North West","Aye","Patrick Grady"
"Damien Moore","Conservative","Southport","No",""
"Robbie Moore","Conservative","Keighley","No",""
"Layla Moran","Liberal Democrat","Oxford West and Abingdon","Aye",""
"Penny Mordaunt","Conservative","Portsmouth North","No",""
"Jessica Morden","Labour","Newport East","Aye","Chris Elmore"
"Stephen Morgan","Labour","Portsmouth South","Aye",""
"Anne Marie Morris","Conservative","Newton Abbot","Aye","Stuart Andrew"
"David Morris","Conservative","Morecambe and Lunesdale","No","Stuart Andrew"
"Grahame Morris","Labour","Easington","Aye",""
"James Morris","Conservative","Halesowen and Rowley Regis","No",""
"Joy Morrissey","Conservative","Beaconsfield","No",""
"Wendy Morton","Conservative","Aldridge-Brownhills","No",""
