Division Number: 47
Division Date: 16 January 2024 - 17:52

Safety of Rwanda (Asylum and Immigration) Bill Committee: Amendment 10

Aye Count: 68
No Count: 529
Result: Question accordingly disagreed.

Members recorded
Member,Party,Constituency,Vote,Proxy Member
"Karen Bradley","Conservative","Staffordshire Moorlands","No",""
"Ben Bradshaw","Labour","Exeter","No",""
"Mickey Brady","Sinn Féin","Newry and Armagh","No Vote Recorded",""
"Graham Brady","Conservative","Altrincham and Sale West","No",""
"Suella Braverman","Conservative","Fareham","Aye",""
"Kevin Brennan","Labour","Cardiff West","No",""
"Jack Brereton","Conservative","Stoke-on-Trent South","Aye",""
"Andrew Bridgen","Independent","North West Leicestershire","Aye",""
"Steve Brine","Conservative","Winchester","No",""
"Paul Bristow","Conservative","Peterborough","Aye",""
"Sara Britcliffe","Conservative","Hyndburn","No",""
"Deidre Brock","Scottish National Party","Edinburgh North and Leith","No",""
"Alan Brown","Scottish National Party","Kilmarnock and Loudoun","No",""
"Nicholas Brown","Independent","Newcastle upon Tyne East","No Vote Recorded",""
"Lyn Brown","Labour","West Ham","No",""
"Anthony Browne","Conservative","South Cambridgeshire","No",""
"Fiona Bruce","Conservative","Congleton","No",""
"Chris Bryant","Labour","Rhondda","No",""
"Felicity Buchan","Conservative","Kensington","No",""
"Karen Buck","Labour","Westminster North","No Vote Recorded",""
"Robert Buckland","Conservative","South Swindon","No",""
"Alex Burghart","Conservative","Brentwood and Ongar","No",""
"Richard Burgon","Labour","Leeds East","No",""
"Conor Burns","Conservative","Bournemouth West","No Vote Recorded",""
"Dawn Butler","Labour","Brent Central","No",""
"Rob Butler","Conservative","Aylesbury","No",""
"Ian Byrne","Labour","Liverpool, West Derby","No",""
"Liam Byrne","Labour","Birmingham, Hodge Hill","No",""
"Ruth Cadbury","Labour","Brentford and Isleworth","No",""
"Alun Cairns","Conservative","Vale of Glamorgan","No",""
"Amy Callaghan","Scottish National Party","East Dunbartonshire","No","Marion Fellows"
"Lisa Cameron","Conservative","East Kilbride, Strathaven and Lesmahagow","No",""
"Gregory Campbell","Democratic Unionist Party","East Londonderry","Aye",""
"Alan Campbell","Labour","Tynemouth","No",""
"Dan Carden","Labour","Liverpool, Walton","No",""
"Alistair Carmichael","Liberal Democrat","Orkney and Shetland","No",""
"Andy Carter","Conservative","Warrington South","No",""
"James Cartlidge","Conservative","South Suffolk","No",""
"William Cash","Conservative","Stone","Aye",""
"Miriam Cates","Conservative","Penistone and Stocksbridge","Teller - Ayes",""
"Maria Caulfield","Conservative","Lewes","No",""
"Alex Chalk","Conservative","Cheltenham","No",""
"Wendy Chamberlain","Liberal Democrat","North East Fife","No",""
"Sarah Champion","Labour","Rotherham","No",""
"Douglas Chapman","Scottish National Party","Dunfermline and West Fife","No",""
"Bambos Charalambous","Independent","Enfield, Southgate","No Vote Recorded",""
"Joanna Cherry","Scottish National Party","Edinburgh South West","No Vote Recorded",""
"Rehman Chishti","Conservative","Gillingham and Rainham","Aye",""
"Christopher Chope","Conservative","Christchurch","Aye",""
"Jo Churchill","Conservative","Bury St Edmunds","No",""
"Feryal Clark","Labour","Enfield North","No",""
"Greg Clark","Conservative","Tunbridge Wells","No",""
"Brendan Clarke-Smith","Conservative","Bassetlaw","Aye",""
"Simon Clarke","Conservative","Middlesbrough South and East Cleveland","Aye",""
"Theo Clarke","Conservative","Stafford","No",""
"Chris Clarkson","Conservative","Heywood and Middleton","No",""
"James Cleverly","Conservative","Braintree","No",""
"Geoffrey Clifton-Brown","Conservative","The Cotswolds","No",""
"Thérèse Coffey","Conservative","Suffolk Coastal","No",""
"Elliot Colburn","Conservative","Carshalton and Wallington","No",""
"Damian Collins","Conservative","Folkestone and Hythe","No",""
"Daisy Cooper","Liberal Democrat","St Albans","No",""
"Yvette Cooper","Labour","Normanton, Pontefract and Castleford","No",""
"Jeremy Corbyn","Independent","Islington North","No",""
"Alberto Costa","Conservative","South Leicestershire","No",""
"Robert Courts","Conservative","Witney","No",""
"Claire Coutinho","Conservative","East Surrey","No Vote Recorded",""
"Ronnie Cowan","Scottish National Party","Inverclyde","No",""
"Geoffrey Cox","Conservative","Torridge and West Devon","No",""
"Neil Coyle","Labour","Bermondsey and Old Southwark","No",""
"Stephen Crabb","Conservative","Preseli Pembrokeshire","No",""
"Angela Crawley","Scottish National Party","Lanark and Hamilton East","No","Owen Thompson"
"Stella Creasy","Labour","Walthamstow","No",""
"Virginia Crosbie","Conservative","Ynys Môn","No",""
"Tracey Crouch","Conservative","Chatham and Aylesford","No",""
"Jon Cruddas","Labour","Dagenham and Rainham","No",""
"John Cryer","Labour","Leyton and Wanstead","No",""
"Judith Cummins","Labour","Bradford South","No",""
"Alex Cunningham","Labour","Stockton North","No",""
"Janet Daby","Labour","Lewisham East","No",""
"Ashley Dalton","Labour","West Lancashire","No",""
"James Daly","Conservative","Bury North","No",""
"Ed Davey","Liberal Democrat","Kingston and Surbiton","No",""
"Wayne David","Labour","Caerphilly","No",""
"Alex Davies-Jones","Labour","Pontypridd","No",""
"David T C Davies","Conservative","Monmouth","No",""
"James Davies","Conservative","Vale of Clwyd","No",""
"Gareth Davies","Conservative","Grantham and Stamford","No",""
"Geraint Davies","Independent","Swansea West","No Vote Recorded",""
"Mims Davies","Conservative","Mid Sussex","No",""
"Philip Davies","Conservative","Shipley","Aye",""
"David Davis","Conservative","Haltemprice and Howden","No",""
"Dehenna Davison","Conservative","Bishop Auckland","No",""
"Martyn Day","Scottish National Party","Linlithgow and East Falkirk","No",""
"Marsha De Cordova","Labour","Battersea","No",""
"Thangam Debbonaire","Labour","Bristol West","No",""
"Tanmanjeet Singh Dhesi","Labour","Slough","No",""
"Caroline Dinenage","Conservative","Gosport","No",""
"Sarah Dines","Conservative","Derbyshire Dales","Aye",""
"Samantha Dixon","Labour","City of Chester","No",""
"Jonathan Djanogly","Conservative","Huntingdon","No",""
"Martin Docherty-Hughes","Scottish National Party","West Dunbartonshire","No",""
"Leo Docherty","Conservative","Aldershot","No",""
"Anneliese Dodds","Labour","Oxford East","No",""
"Jeffrey M Donaldson","Democratic Unionist Party","Lagan Valley","Aye",""
"Michelle Donelan","Conservative","Chippenham","No",""
"Dave Doogan","Scottish National Party","Angus","No",""
"Allan Dorans","Scottish National Party","Ayr, Carrick and Cumnock","No","Marion Fellows"
"Steve Double","Conservative","St Austell and Newquay","No",""
"Stephen Doughty","Labour","Cardiff South and Penarth","No",""
"Peter Dowd","Labour","Bootle","No",""
"Oliver Dowden","Conservative","Hertsmere","No",""
"Jackie Doyle-Price","Conservative","Thurrock","No Vote Recorded",""
"Richard Drax","Conservative","South Dorset","Aye",""
"Flick Drummond","Conservative","Meon Valley","No",""
"James Duddridge","Conservative","Rochford and Southend East","Aye","Marcus Jones"
"Rosie Duffield","Labour","Canterbury","No",""
"David Duguid","Conservative","Banff and Buchan","No",""
"Iain Duncan Smith","Conservative","Chingford and Woodford Green","Aye",""
"Philip Dunne","Conservative","Ludlow","No",""
"Sarah Dyke","Liberal Democrat","Somerton and Frome","No",""
"Angela Eagle","Labour","Wallasey","No",""
"Maria Eagle","Labour","Garston and Halewood","No",""
"Colum Eastwood","Social Democratic & Labour Party","Foyle","No",""
"Mark Eastwood","Conservative","Dewsbury","No",""
"Jonathan Edwards","Independent","Carmarthen East and Dinefwr","No",""
"Ruth Edwards","Conservative","Rushcliffe","No",""
"Sarah Edwards","Labour","Tamworth","No",""
"Clive Efford","Labour","Eltham","No",""
"Julie Elliott","Labour","Sunderland Central","No",""
"Michael Ellis","Conservative","Northampton North","No",""
"Tobias Ellwood","Conservative","Bournemouth East","No",""
"Chris Elmore","Labour","Ogmore","No",""
"Natalie Elphicke","Conservative","Dover","No Vote Recorded",""
"Florence Eshalomi","Labour","Vauxhall","No",""
"Bill Esterson","Labour","Sefton Central","No",""
"George Eustice","Conservative","Camborne and Redruth","No",""
"Chris Evans","Labour","Islwyn","No",""
"Luke Evans","Conservative","Bosworth","No",""
"Nigel Evans","Deputy Speaker","Ribble Valley","No Vote Recorded",""
"David Evennett","Conservative","Bexleyheath and Crayford","No",""
"Ben Everitt","Conservative","Milton Keynes North","No",""
"Michael Fabricant","Conservative","Lichfield","Aye",""
"Laura Farris","Conservative","Newbury","No",""
"Tim Farron","Liberal Democrat","Westmorland and Lonsdale","No",""
"Stephen Farry","Alliance","North Down","No",""
"Simon Fell","Conservative","Barrow and Furness","No",""
"Marion Fellows","Scottish National Party","Motherwell and Wishaw","No",""
"John Finucane","Sinn Féin","Belfast North","No Vote Recorded",""
"Anna Firth","Conservative","Southend West","No",""
"Colleen Fletcher","Labour","Coventry North East","No",""
"Katherine Fletcher","Conservative","South Ribble","No",""
"Mark Fletcher","Conservative","Bolsover","Teller - Noes",""
"Nick Fletcher","Conservative","Don Valley","Aye",""
"Stephen Flynn","Scottish National Party","Aberdeen South","No",""
"Richard Foord","Liberal Democrat","Tiverton and Honiton","No",""
"Vicky Ford","Conservative","Chelmsford","No",""
"Kevin Foster","Conservative","Torbay","Aye",""
"Yvonne Fovargue","Labour","Makerfield","No",""
"Liam Fox","Conservative","North Somerset","No",""
"Vicky Foxcroft","Labour","Lewisham, Deptford","No",""
"Mary Kelly Foy","Labour","City of Durham","No",""
"Mark Francois","Conservative","Rayleigh and Wickford","Aye",""
"Lucy Frazer","Conservative","South East Cambridgeshire","No",""
"George Freeman","Conservative","Mid Norfolk","No",""
"Mike Freer","Conservative","Finchley and Golders Green","No",""
"Louie French","Conservative","Old Bexley and Sidcup","No",""
"Richard Fuller","Conservative","North East Bedfordshire","No",""
"Gill Furniss","Labour","Sheffield, Brightside and Hillsborough","No",""
"Marcus Fysh","Conservative","Yeovil","No Vote Recorded",""
"Roger Gale","Conservative","North Thanet","No Vote Recorded",""
"Barry Gardiner","Labour","Brent North","No",""
"Mark Garnier","Conservative","Wyre Forest","No",""
"Nusrat Ghani","Conservative","Wealden","No",""
"Nick Gibb","Conservative","Bognor Regis and Littlehampton","No",""
"Patricia Gibson","Scottish National Party","North Ayrshire and Arran","No",""
"Peter Gibson","Conservative","Darlington","No",""
"Jo Gideon","Conservative","Stoke-on-Trent Central","No",""
"Michelle Gildernew","Sinn Féin","Fermanagh and South Tyrone","No Vote Recorded",""
"Preet Kaur Gill","Labour","Birmingham, Edgbaston","No",""
"Paul Girvan","Democratic Unionist Party","South Antrim","Aye",""
"John Glen","Conservative","Salisbury","No",""
"Mary Glindon","Labour","North Tyneside","No",""
"Robert Goodwill","Conservative","Scarborough and Whitby","No",""
"Michael Gove","Conservative","Surrey Heath","No",""
"Patrick Grady","Scottish National Party","Glasgow North","No",""
"Richard Graham","Conservative","Gloucester","No",""
"Helen Grant","Conservative","Maidstone and The Weald","No","Marcus Jones"
"Peter Grant","Scottish National Party","Glenrothes","No",""
"James Gray","Conservative","North Wiltshire","No",""
"Chris Grayling","Conservative","Epsom and Ewell","No",""
"Chris Green","Conservative","Bolton West","Aye",""
"Damian Green","Conservative","Ashford","No",""
"Sarah Green","Liberal Democrat","Chesham and Amersham","No",""
"Lilian Greenwood","Labour","Nottingham South","No",""
"Margaret Greenwood","Labour","Wirral West","No",""
"Andrew Griffith","Conservative","Arundel and South Downs","No",""
"Nia Griffith","Labour","Llanelli","No",""
"James Grundy","Conservative","Leigh","Aye",""
"Jonathan Gullis","Conservative","Stoke-on-Trent North","Aye",""
"Andrew Gwynne","Labour","Denton and Reddish","No",""
"Louise Haigh","Labour","Sheffield, Heeley","No",""
"Robert Halfon","Conservative","Harlow","No",""
"Luke Hall","Conservative","Thornbury and Yate","No",""
"Fabian Hamilton","Labour","Leeds North East","No",""
"Paulette Hamilton","Labour","Birmingham, Erdington","No",""
"Stephen Hammond","Conservative","Wimbledon","No",""
"Matt Hancock","Independent","West Suffolk","No Vote Recorded",""
"Greg Hands","Conservative","Chelsea and Fulham","No",""
"Claire Hanna","Social Democratic & Labour Party","Belfast South","No Vote Recorded",""
"Neale Hanvey","Alba Party","Kirkcaldy and Cowdenbeath","No",""
"Emma Hardy","Labour","Kingston upon Hull West and Hessle","No",""
"Harriet Harman","Labour","Camberwell and Peckham","No",""
"Mark Harper","Conservative","Forest of Dean","No",""
"Carolyn Harris","Labour","Swansea East","No",""
"Rebecca Harris","Conservative","Castle Point","No",""
"Trudy Harrison","Conservative","Copeland","No",""
"Sally-Ann Hart","Conservative","Hastings and Rye","No",""
"Simon Hart","Conservative","Carmarthen West and South Pembrokeshire","No",""
"Helen Hayes","Labour","Dulwich and West Norwood","No",""
"John Hayes","Conservative","South Holland and The Deepings","Aye",""
"Chris Hazzard","Sinn Féin","South Down","No Vote Recorded",""
"Oliver Heald","Conservative","North East Hertfordshire","No",""
"John Healey","Labour","Wentworth and Dearne","No",""
"James Heappey","Conservative","Wells","No",""
"Chris Heaton-Harris","Conservative","Daventry","No",""
"Gordon Henderson","Conservative","Sittingbourne and Sheppey","No Vote Recorded",""
"Mark Hendrick","Labour","Preston","No",""
"Drew Hendry","Scottish National Party","Inverness, Nairn, Badenoch and Strathspey","No",""
"Darren Henry","Conservative","Broxtowe","Aye",""
"Antony Higginbotham","Conservative","Burnley","No",""
"Meg Hillier","Labour","Hackney South and Shoreditch","No",""
"Damian Hinds","Conservative","East Hampshire","No",""
"Simon Hoare","Conservative","North Dorset","No",""
"Wera Hobhouse","Liberal Democrat","Bath","No",""
"Margaret Hodge","Labour","Barking","No",""
"Sharon Hodgson","Labour","Washington and Sunderland West","No",""
"Richard Holden","Conservative","North West Durham","No",""
"Kate Hollern","Labour","Blackburn","No",""
"Kevin Hollinrake","Conservative","Thirsk and Malton","No",""
"Philip Hollobone","Conservative","Kettering","Aye",""
"Adam Holloway","Conservative","Gravesham","Aye",""
"Paul Holmes","Conservative","Eastleigh","No Vote Recorded",""
"Rachel Hopkins","Labour","Luton South","No",""
"Stewart Hosie","Scottish National Party","Dundee East","No",""
"George Howarth","Labour","Knowsley","No",""
"John Howell","Conservative","Henley","No","Marcus Jones"
"Paul Howell","Conservative","Sedgefield","No",""
"Lindsay Hoyle","Speaker","Chorley","No Vote Recorded",""
"Nigel Huddleston","Conservative","Mid Worcestershire","No",""
"Neil Hudson","Conservative","Penrith and The Border","No",""
"Eddie Hughes","Conservative","Walsall North","Aye",""
"Jane Hunt","Conservative","Loughborough","No","Marcus Jones"
"Jeremy Hunt","Conservative","South West Surrey","No",""
"Tom Hunt","Conservative","Ipswich","Aye",""
"Rupa Huq","Labour","Ealing Central and Acton","No",""
"Imran Hussain","Labour","Bradford East","No",""
"Alister Jack","Conservative","Dumfries and Galloway","No",""
"Christine Jardine","Liberal Democrat","Edinburgh West","No",""
"Dan Jarvis","Labour","Barnsley Central","No",""
"Sajid Javid","Conservative","Bromsgrove","No",""
"Ranil Jayawardena","Conservative","North East Hampshire","No Vote Recorded",""
"Bernard Jenkin","Conservative","Harwich and North Essex","No",""
"Mark Jenkinson","Conservative","Workington","No",""
"Andrea Jenkyns","Conservative","Morley and Outwood","No Vote Recorded",""
"Robert Jenrick","Conservative","Newark","Aye",""
"Diana Johnson","Labour","Kingston upon Hull North","No",""
"Caroline Johnson","Conservative","Sleaford and North Hykeham","Aye",""
"Gareth Johnson","Conservative","Dartford","No",""
"Kim Johnson","Labour","Liverpool, Riverside","No",""
"David Johnston","Conservative","Wantage","No",""
"Andrew Jones","Conservative","Harrogate and Knaresborough","No",""
"Darren Jones","Labour","Bristol North West","No",""
"Fay Jones","Conservative","Brecon and Radnorshire","No",""
"Gerald Jones","Labour","Merthyr Tydfil and Rhymney","No",""
"David Jones","Conservative","Clwyd West","Aye",""
"Kevan Jones","Labour","North Durham","No",""
"Marcus Jones","Conservative","Nuneaton","No",""
"Ruth Jones","Labour","Newport West","No",""
"Sarah Jones","Labour","Croydon Central","No",""
"Simon Jupp","Conservative","East Devon","No",""
"Mike Kane","Labour","Wythenshawe and Sale East","No",""
"Daniel Kawczynski","Conservative","Shrewsbury and Atcham","No",""
"Alicia Kearns","Conservative","Rutland and Melton","No Vote Recorded",""
"Gillian Keegan","Conservative","Chichester","No",""
"Barbara Keeley","Labour","Worsley and Eccles South","No",""
"Liz Kendall","Labour","Leicester West","No",""
"Afzal Khan","Labour","Manchester, Gorton","No",""
"Stephen Kinnock","Labour","Aberavon","No",""
"Julian Knight","Independent","Solihull","No Vote Recorded",""
"Greg Knight","Conservative","East Yorkshire","No Vote Recorded",""
"Kate Kniveton","Conservative","Burton","No","Marcus Jones"
"Danny Kruger","Conservative","Devizes","Aye",""
"Kwasi Kwarteng","Conservative","Spelthorne","No Vote Recorded",""
"Peter Kyle","Labour","Hove","No",""
"Eleanor Laing","Deputy Speaker","Epping Forest","No Vote Recorded",""
"Ben Lake","Plaid Cymru","Ceredigion","No",""
"David Lammy","Labour","Tottenham","No",""
"John Lamont","Conservative","Berwickshire, Roxburgh and Selkirk","No",""
"Robert Largan","Conservative","High Peak","Teller - Noes",""
"Pauline Latham","Conservative","Mid Derbyshire","No",""
"Ian Lavery","Labour","Wansbeck","No",""
"Chris Law","Scottish National Party","Dundee West","No",""
"Kim Leadbeater","Labour","Batley and Spen","No",""
"Andrea Leadsom","Conservative","South Northamptonshire","No",""
"Edward Leigh","Conservative","Gainsborough","No Vote Recorded",""
"Ian Levy","Conservative","Blyth Valley","No",""
"Emma Lewell-Buck","Labour","South Shields","No",""
"Andrew Lewer","Conservative","Northampton South","Aye",""
"Clive Lewis","Labour","Norwich South","No",""
"Brandon Lewis","Conservative","Great Yarmouth","No",""
"Julian Lewis","Conservative","New Forest East","No Vote Recorded",""
"Ian Liddell-Grainger","Conservative","Bridgwater and West Somerset","No",""
"Simon Lightwood","Labour","Wakefield","No",""
"David Linden","Scottish National Party","Glasgow East","No",""
"Tony Lloyd","Labour","Rochdale","No Vote Recorded",""
"Carla Lockhart","Democratic Unionist Party","Upper Bann","Aye",""
"Chris Loder","Conservative","West Dorset","No",""
"Mark Logan","Conservative","Bolton North East","No",""
"Rebecca Long Bailey","Labour","Salford and Eccles","No",""
"Marco Longhi","Conservative","Dudley North","Aye",""
"Julia Lopez","Conservative","Hornchurch and Upminster","No",""
"Jack Lopresti","Conservative","Filton and Bradley Stoke","No",""
"Jonathan Lord","Conservative","Woking","Aye",""
"Tim Loughton","Conservative","East Worthing and Shoreham","No",""
"Caroline Lucas","Green Party","Brighton, Pavilion","No",""
"Holly Lynch","Labour","Halifax","No",""
"Kenny MacAskill","Alba Party","East Lothian","No Vote Recorded",""
"Craig Mackinlay","Conservative","South Thanet","Aye","John Redwood"
"Cherilyn Mackrory","Conservative","Truro and Falmouth","No",""
"Rachel Maclean","Conservative","Redditch","No",""
"Angus Brendan MacNeil","Independent","Na h-Eileanan an Iar","No",""
"Justin Madders","Labour","Ellesmere Port and Neston","No",""
"Khalid Mahmood","Labour","Birmingham, Perry Barr","No Vote Recorded",""
"Shabana Mahmood","Labour","Birmingham, Ladywood","No",""
"Alan Mak","Conservative","Havant","No",""
"Seema Malhotra","Labour","Feltham and Heston","No",""
"Kit Malthouse","Conservative","North West Hampshire","No",""
"Anthony Mangnall","Conservative","Totnes","No",""
"Scott Mann","Conservative","North Cornwall","No",""
"Julie Marson","Conservative","Hertford and Stortford","No",""
"Rachael Maskell","Labour","York Central","No",""
"Paul Maskey","Sinn Féin","Belfast West","No Vote Recorded",""
"Keir Mather","Labour","Selby and Ainsty","No",""
"Theresa May","Conservative","Maidenhead","No Vote Recorded",""
"Jerome Mayhew","Conservative","Broadland","No",""
"Paul Maynard","Conservative","Blackpool North and Cleveleys","No",""
"Steve McCabe","Labour","Birmingham, Selly Oak","No",""
"Kerry McCarthy","Labour","Bristol East","No",""
"Jason McCartney","Conservative","Colne Valley","No Vote Recorded",""
"Karl McCartney","Conservative","Lincoln","Aye",""
"Siobhain McDonagh","Labour","Mitcham and Morden","No",""
"Andy McDonald","Independent","Middlesbrough","No","Ian Mearns"
"Stewart Malcolm McDonald","Scottish National Party","Glasgow South","No",""
"Stuart C McDonald","Scottish National Party","Cumbernauld, Kilsyth and Kirkintilloch East","No",""
"John McDonnell","Labour","Hayes and Harlington","No",""
"Pat McFadden","Labour","Wolverhampton South East","No",""
"Conor McGinn","Independent","St Helens North","No",""
"Alison McGovern","Labour","Wirral South","No",""
"Catherine McKinnell","Labour","Newcastle upon Tyne North","No",""
"Anne McLaughlin","Scottish National Party","Glasgow North East","No",""
"Jim McMahon","Labour","Oldham West and Royton","No",""
"Anna McMorrin","Labour","Cardiff North","No",""
"John McNally","Scottish National Party","Falkirk","No",""
"Stephen McPartland","Conservative","Stevenage","No Vote Recorded",""
"Esther McVey","Conservative","Tatton","No",""
"Ian Mearns","Labour","Gateshead","No",""
"Mark Menzies","Conservative","Fylde","No",""
"Johnny Mercer","Conservative","Plymouth, Moor View","No",""
"Huw Merriman","Conservative","Bexhill and Battle","No",""
"Stephen Metcalfe","Conservative","South Basildon and East Thurrock","No",""
"Edward Miliband","Labour","Doncaster North","No",""
"Robin Millar","Conservative","Aberconwy","Aye",""
"Maria Miller","Conservative","Basingstoke","No",""
"Amanda Milling","Conservative","Cannock Chase","No",""
"Nigel Mills","Conservative","Amber Valley","No",""
"Navendu Mishra","Labour","Stockport","No",""
"Andrew Mitchell","Conservative","Sutton Coldfield","No",""
"Gagan Mohindra","Conservative","South West Hertfordshire","No",""
"Francie Molloy","Sinn Féin","Mid Ulster","No Vote Recorded",""
"Carol Monaghan","Scottish National Party","Glasgow North West","No",""
"Damien Moore","Conservative","Southport","No",""
"Robbie Moore","Conservative","Keighley","No",""
"Layla Moran","Liberal Democrat","Oxford West and Abingdon","No",""
"Penny Mordaunt","Conservative","Portsmouth North","No",""
"Jessica Morden","Labour","Newport East","No",""
"Helen Morgan","Liberal Democrat","North Shropshire","No",""
"Stephen Morgan","Labour","Portsmouth South","No",""
"Anne Marie Morris","Conservative","Newton Abbot","Aye",""
"David Morris","Conservative","Morecambe and Lunesdale","No",""
"Grahame Morris","Labour","Easington","No",""
"James Morris","Conservative","Halesowen and Rowley Regis","No",""
"Joy Morrissey","Conservative","Beaconsfield","No",""
"Jill Mortimer","Conservative","Hartlepool","Aye",""
"Wendy Morton","Conservative","Aldridge-Brownhills","Aye",""
"Kieran Mullan","Conservative","Crewe and Nantwich","No",""
"Holly Mumby-Croft","Conservative","Scunthorpe","No",""
"David Mundell","Conservative","Dumfriesshire, Clydesdale and Tweeddale","No",""
"Ian Murray","Labour","Edinburgh South","No",""
"James Murray","Labour","Ealing North","No",""
"Sheryll Murray","Conservative","South East Cornwall","No",""
"Andrew Murrison","Conservative","South West Wiltshire","No",""
"Lisa Nandy","Labour","Wigan","No",""
"Robert Neill","Conservative","Bromley and Chislehurst","No",""
"Gavin Newlands","Scottish National Party","Paisley and Renfrewshire North","No",""
"Charlotte Nichols","Labour","Warrington North","No",""
"Lia Nici","Conservative","Great Grimsby","Aye",""
"John Nicolson","Scottish National Party","Ochil and South Perthshire","No","Marion Fellows"
"Caroline Nokes","Conservative","Romsey and Southampton North","No",""
"Jesse Norman","Conservative","Hereford and South Herefordshire","No Vote Recorded",""
"Alex Norris","Labour","Nottingham North","No",""
"Neil O'Brien","Conservative","Harborough","Aye",""
"Brendan O'Hara","Scottish National Party","Argyll and Bute","No",""
"Matthew Offord","Conservative","Hendon","Aye",""
"Sarah Olney","Liberal Democrat","Richmond Park","No",""
"Chi Onwurah","Labour","Newcastle upon Tyne Central","No",""
"Guy Opperman","Conservative","Hexham","No",""
"Abena Oppong-Asare","Labour","Erith and Thamesmead","No",""
"Kate Osamor","Labour","Edmonton","No",""
"Kate Osborne","Labour","Jarrow","No",""
"Kirsten Oswald","Scottish National Party","East Renfrewshire","No",""
"Taiwo Owatemi","Labour","Coventry North West","No","Chris Elmore"
"Sarah Owen","Labour","Luton North","No Vote Recorded",""
"Ian Paisley","Democratic Unionist Party","North Antrim","Aye",""
"Priti Patel","Conservative","Witham","No",""
"Mark Pawsey","Conservative","Rugby","No",""
"Stephanie Peacock","Labour","Barnsley East","No",""
"Mike Penning","Conservative","Hemel Hempstead","No",""
"Matthew Pennycook","Labour","Greenwich and Woolwich","No",""
"John Penrose","Conservative","Weston-super-Mare","No",""
"Andrew Percy","Conservative","Brigg and Goole","No",""
"Toby Perkins","Labour","Chesterfield","No",""
"Jess Phillips","Labour","Birmingham, Yardley","No",""
"Bridget Phillipson","Labour","Houghton and Sunderland South","No",""
"Chris Philp","Conservative","Croydon South","No",""
