Division Number: 268
Division Date: 20 April 2021 - 17:13

Finance (No. 2) Bill Committee: Amendment 81

Aye Count: 214
No Count: 364
Result: Question accordingly disagreed.

Members recorded
Member,Party,Constituency,Vote,Proxy Member
"Janet Daby","Labour","Lewisham East","Aye","Chris Elmore"
"James Daly","Conservative","Bury North","No","Stuart Andrew"
"Ed Davey","Liberal Democrat","Kingston and Surbiton","Aye","Wendy Chamberlain"
"Wayne David","Labour","Caerphilly","Aye","Chris Elmore"
"Alex Davies-Jones","Labour","Pontypridd","Aye","Chris Elmore"
"David T C Davies","Conservative","Monmouth","No","Stuart Andrew"
"James Davies","Conservative","Vale of Clwyd","No","Stuart Andrew"
"Gareth Davies","Conservative","Grantham and Stamford","No","Stuart Andrew"
"Geraint Davies","Labour","Swansea West","Aye","Chris Elmore"
"Mims Davies","Conservative","Mid Sussex","No","Stuart Andrew"
"Philip Davies","Conservative","Shipley","No","Stuart Andrew"
"David Davis","Conservative","Haltemprice and Howden","No","Stuart Andrew"
"Dehenna Davison","Conservative","Bishop Auckland","No","Ben Everitt"
"Martyn Day","Scottish National Party","Linlithgow and East Falkirk","No Vote Recorded",""
"Marsha De Cordova","Labour","Battersea","Aye","Bell Ribeiro-Addy"
"Thangam Debbonaire","Labour","Bristol West","Aye","Chris Elmore"
"Tanmanjeet Singh Dhesi","Labour","Slough","Aye","Chris Elmore"
"Caroline Dinenage","Conservative","Gosport","No","Stuart Andrew"
"Sarah Dines","Conservative","Derbyshire Dales","No","Stuart Andrew"
"Jonathan Djanogly","Conservative","Huntingdon","No","Stuart Andrew"
"Martin Docherty-Hughes","Scottish National Party","West Dunbartonshire","No Vote Recorded",""
"Leo Docherty","Conservative","Aldershot","No",""
"Anneliese Dodds","Labour","Oxford East","Aye","Chris Elmore"
"Jeffrey M Donaldson","Democratic Unionist Party","Lagan Valley","No","Sammy Wilson"
"Michelle Donelan","Conservative","Chippenham","No","Stuart Andrew"
"Dave Doogan","Scottish National Party","Angus","No Vote Recorded",""
"Allan Dorans","Scottish National Party","Ayr, Carrick and Cumnock","No Vote Recorded",""
"Nadine Dorries","Conservative","Mid Bedfordshire","No","Stuart Andrew"
"Steve Double","Conservative","St Austell and Newquay","No","Stuart Andrew"
"Stephen Doughty","Labour","Cardiff South and Penarth","Aye","Chris Elmore"
"Peter Dowd","Labour","Bootle","Aye","Chris Elmore"
"Oliver Dowden","Conservative","Hertsmere","No","Stuart Andrew"
"Jackie Doyle-Price","Conservative","Thurrock","No",""
"Richard Drax","Conservative","South Dorset","No","Stuart Andrew"
"Jack Dromey","Labour","Birmingham, Erdington","Aye","Chris Elmore"
"Flick Drummond","Conservative","Meon Valley","No","Stuart Andrew"
"James Duddridge","Conservative","Rochford and Southend East","No","Stuart Andrew"
"Rosie Duffield","Labour","Canterbury","Aye","Chris Elmore"
"David Duguid","Conservative","Banff and Buchan","No",""
"Iain Duncan Smith","Conservative","Chingford and Woodford Green","No","Stuart Andrew"
"Philip Dunne","Conservative","Ludlow","No","Stuart Andrew"
"Angela Eagle","Labour","Wallasey","Aye","Chris Elmore"
"Maria Eagle","Labour","Garston and Halewood","Aye","Chris Elmore"
"Colum Eastwood","Social Democratic & Labour Party","Foyle","Aye","Ben Lake"
"Mark Eastwood","Conservative","Dewsbury","No","Stuart Andrew"
"Jonathan Edwards","Independent","Carmarthen East and Dinefwr","No Vote Recorded",""
"Ruth Edwards","Conservative","Rushcliffe","No","Stuart Andrew"
"Clive Efford","Labour","Eltham","Aye","Chris Elmore"
"Julie Elliott","Labour","Sunderland Central","Aye","Chris Elmore"
"Michael Ellis","Conservative","Northampton North","No","Stuart Andrew"
"Tobias Ellwood","Conservative","Bournemouth East","No","Stuart Andrew"
"Chris Elmore","Labour","Ogmore","Aye",""
"Natalie Elphicke","Conservative","Dover","No","Stuart Andrew"
"Florence Eshalomi","Labour","Vauxhall","Aye","Chris Elmore"
"Bill Esterson","Labour","Sefton Central","Aye","Chris Elmore"
"George Eustice","Conservative","Camborne and Redruth","No","Stuart Andrew"
"Chris Evans","Labour","Islwyn","Aye","Chris Elmore"
"Luke Evans","Conservative","Bosworth","No","Stuart Andrew"
"Nigel Evans","Deputy Speaker","Ribble Valley","No Vote Recorded",""
"David Evennett","Conservative","Bexleyheath and Crayford","No","Stuart Andrew"
"Ben Everitt","Conservative","Milton Keynes North","No",""
"Michael Fabricant","Conservative","Lichfield","No","Stuart Andrew"
"Laura Farris","Conservative","Newbury","No","Stuart Andrew"
"Tim Farron","Liberal Democrat","Westmorland and Lonsdale","Aye","Wendy Chamberlain"
"Stephen Farry","Alliance","North Down","Aye","Wendy Chamberlain"
"Simon Fell","Conservative","Barrow and Furness","No","Stuart Andrew"
"Marion Fellows","Scottish National Party","Motherwell and Wishaw","No Vote Recorded",""
"Margaret Ferrier","Independent","Rutherglen and Hamilton West","No Vote Recorded",""
"John Finucane","Sinn Féin","Belfast North","No Vote Recorded",""
"Colleen Fletcher","Labour","Coventry North East","Aye","Chris Elmore"
"Katherine Fletcher","Conservative","South Ribble","No","Stuart Andrew"
"Mark Fletcher","Conservative","Bolsover","No","Stuart Andrew"
"Nick Fletcher","Conservative","Don Valley","No","Stuart Andrew"
"Stephen Flynn","Scottish National Party","Aberdeen South","No Vote Recorded",""
"Vicky Ford","Conservative","Chelmsford","No","Stuart Andrew"
"Kevin Foster","Conservative","Torbay","No","Stuart Andrew"
"Yvonne Fovargue","Labour","Makerfield","Aye","Chris Elmore"
"Liam Fox","Conservative","North Somerset","No","Stuart Andrew"
"Vicky Foxcroft","Labour","Lewisham, Deptford","Aye","Chris Elmore"
"Mary Kelly Foy","Labour","City of Durham","Aye","Bell Ribeiro-Addy"
"Mark Francois","Conservative","Rayleigh and Wickford","No","Stuart Andrew"
"Lucy Frazer","Conservative","South East Cambridgeshire","No","Stuart Andrew"
"George Freeman","Conservative","Mid Norfolk","No","Stuart Andrew"
"Mike Freer","Conservative","Finchley and Golders Green","No","Stuart Andrew"
"Richard Fuller","Conservative","North East Bedfordshire","No","Stuart Andrew"
"Gill Furniss","Labour","Sheffield, Brightside and Hillsborough","Aye",""
"Marcus Fysh","Conservative","Yeovil","No","Stuart Andrew"
"Roger Gale","Conservative","North Thanet","No","Stuart Andrew"
"Barry Gardiner","Labour","Brent North","Aye","Chris Elmore"
"Mark Garnier","Conservative","Wyre Forest","No","Stuart Andrew"
"Nusrat Ghani","Conservative","Wealden","No","Stuart Andrew"
"Nick Gibb","Conservative","Bognor Regis and Littlehampton","No","Stuart Andrew"
"Patricia Gibson","Scottish National Party","North Ayrshire and Arran","No Vote Recorded",""
"Peter Gibson","Conservative","Darlington","No","Stuart Andrew"
"Jo Gideon","Conservative","Stoke-on-Trent Central","No","Stuart Andrew"
"Michelle Gildernew","Sinn Féin","Fermanagh and South Tyrone","No Vote Recorded",""
"Preet Kaur Gill","Labour","Birmingham, Edgbaston","Aye","Chris Elmore"
"Paul Girvan","Democratic Unionist Party","South Antrim","No","Sammy Wilson"
"John Glen","Conservative","Salisbury","No","Stuart Andrew"
"Mary Glindon","Labour","North Tyneside","Aye","Chris Elmore"
"Robert Goodwill","Conservative","Scarborough and Whitby","No","Stuart Andrew"
"Michael Gove","Conservative","Surrey Heath","No","Stuart Andrew"
"Patrick Grady","Scottish National Party","Glasgow North","No Vote Recorded",""
"Richard Graham","Conservative","Gloucester","No","Stuart Andrew"
"Helen Grant","Conservative","Maidstone and The Weald","No","Stuart Andrew"
"Peter Grant","Scottish National Party","Glenrothes","No Vote Recorded",""
"James Gray","Conservative","North Wiltshire","No","Stuart Andrew"
"Chris Grayling","Conservative","Epsom and Ewell","No","Stuart Andrew"
"Chris Green","Conservative","Bolton West","No",""
"Damian Green","Conservative","Ashford","No","Stuart Andrew"
"Kate Green","Labour","Stretford and Urmston","Aye","Chris Elmore"
"Lilian Greenwood","Labour","Nottingham South","Aye","Chris Elmore"
"Margaret Greenwood","Labour","Wirral West","Aye","Chris Elmore"
"Andrew Griffith","Conservative","Arundel and South Downs","No","Stuart Andrew"
"Nia Griffith","Labour","Llanelli","Aye","Chris Elmore"
"Kate Griffiths","Conservative","Burton","No","Stuart Andrew"
"James Grundy","Conservative","Leigh","No","Stuart Andrew"
"Jonathan Gullis","Conservative","Stoke-on-Trent North","No","Stuart Andrew"
"Andrew Gwynne","Labour","Denton and Reddish","Aye","Chris Elmore"
"Louise Haigh","Labour","Sheffield, Heeley","Aye","Chris Elmore"
"Robert Halfon","Conservative","Harlow","No","Stuart Andrew"
"Luke Hall","Conservative","Thornbury and Yate","No","Stuart Andrew"
"Fabian Hamilton","Labour","Leeds North East","Aye","Chris Elmore"
"Stephen Hammond","Conservative","Wimbledon","No","Stuart Andrew"
"Matt Hancock","Conservative","West Suffolk","No","Stuart Andrew"
"Greg Hands","Conservative","Chelsea and Fulham","No","Stuart Andrew"
"Claire Hanna","Social Democratic & Labour Party","Belfast South","Aye","Ben Lake"
"Neale Hanvey","Alba Party","Kirkcaldy and Cowdenbeath","No Vote Recorded",""
"Emma Hardy","Labour","Kingston upon Hull West and Hessle","Aye","Chris Elmore"
"Harriet Harman","Labour","Camberwell and Peckham","Aye","Chris Elmore"
"Mark Harper","Conservative","Forest of Dean","No","Stuart Andrew"
"Carolyn Harris","Labour","Swansea East","Aye","Chris Elmore"
"Rebecca Harris","Conservative","Castle Point","No","Stuart Andrew"
"Trudy Harrison","Conservative","Copeland","No","Stuart Andrew"
"Sally-Ann Hart","Conservative","Hastings and Rye","No","Stuart Andrew"
"Simon Hart","Conservative","Carmarthen West and South Pembrokeshire","No","Stuart Andrew"
"Helen Hayes","Labour","Dulwich and West Norwood","Aye","Chris Elmore"
"John Hayes","Conservative","South Holland and The Deepings","No","Stuart Andrew"
"Chris Hazzard","Sinn Féin","South Down","No Vote Recorded",""
"Oliver Heald","Conservative","North East Hertfordshire","No","Stuart Andrew"
"John Healey","Labour","Wentworth and Dearne","Aye","Chris Elmore"
"James Heappey","Conservative","Wells","No","Stuart Andrew"
"Chris Heaton-Harris","Conservative","Daventry","No","Stuart Andrew"
"Gordon Henderson","Conservative","Sittingbourne and Sheppey","No","Stuart Andrew"
"Mark Hendrick","Labour","Preston","Aye","Chris Elmore"
"Drew Hendry","Scottish National Party","Inverness, Nairn, Badenoch and Strathspey","No Vote Recorded",""
"Darren Henry","Conservative","Broxtowe","No","Stuart Andrew"
"Antony Higginbotham","Conservative","Burnley","No",""
"Meg Hillier","Labour","Hackney South and Shoreditch","Aye",""
"Damian Hinds","Conservative","East Hampshire","No","Stuart Andrew"
"Simon Hoare","Conservative","North Dorset","No","Stuart Andrew"
"Wera Hobhouse","Liberal Democrat","Bath","Aye","Wendy Chamberlain"
"Margaret Hodge","Labour","Barking","Aye","Chris Elmore"
"Sharon Hodgson","Labour","Washington and Sunderland West","Aye","Chris Elmore"
"Richard Holden","Conservative","North West Durham","No","Stuart Andrew"
"Kate Hollern","Labour","Blackburn","Aye","Chris Elmore"
"Kevin Hollinrake","Conservative","Thirsk and Malton","No","Stuart Andrew"
"Philip Hollobone","Conservative","Kettering","No",""
"Adam Holloway","Conservative","Gravesham","No","Stuart Andrew"
"Paul Holmes","Conservative","Eastleigh","No","Stuart Andrew"
"Rachel Hopkins","Labour","Luton South","Aye","Chris Elmore"
"Stewart Hosie","Scottish National Party","Dundee East","No Vote Recorded",""
"George Howarth","Labour","Knowsley","Aye","Chris Elmore"
"John Howell","Conservative","Henley","No","Stuart Andrew"
"Paul Howell","Conservative","Sedgefield","No","Stuart Andrew"
"Lindsay Hoyle","Speaker","Chorley","No Vote Recorded",""
"Nigel Huddleston","Conservative","Mid Worcestershire","No","Stuart Andrew"
"Neil Hudson","Conservative","Penrith and The Border","No","Stuart Andrew"
"Eddie Hughes","Conservative","Walsall North","No","Stuart Andrew"
"Jane Hunt","Conservative","Loughborough","No","Stuart Andrew"
"Jeremy Hunt","Conservative","South West Surrey","No","Stuart Andrew"
"Tom Hunt","Conservative","Ipswich","No","Stuart Andrew"
"Rupa Huq","Labour","Ealing Central and Acton","Aye","Chris Elmore"
"Imran Hussain","Labour","Bradford East","Aye","Bell Ribeiro-Addy"
"Alister Jack","Conservative","Dumfries and Galloway","No","Stuart Andrew"
"Christine Jardine","Liberal Democrat","Edinburgh West","Aye","Wendy Chamberlain"
"Dan Jarvis","Labour","Barnsley Central","Aye","Chris Elmore"
"Sajid Javid","Conservative","Bromsgrove","No","Stuart Andrew"
"Ranil Jayawardena","Conservative","North East Hampshire","No","Stuart Andrew"
"Bernard Jenkin","Conservative","Harwich and North Essex","No","Stuart Andrew"
"Mark Jenkinson","Conservative","Workington","No","Stuart Andrew"
"Andrea Jenkyns","Conservative","Morley and Outwood","No","Stuart Andrew"
"Robert Jenrick","Conservative","Newark","No","Stuart Andrew"
"Boris Johnson","Conservative","Uxbridge and South Ruislip","No","Stuart Andrew"
"Diana Johnson","Labour","Kingston upon Hull North","Aye","Chris Elmore"
"Caroline Johnson","Conservative","Sleaford and North Hykeham","No","Stuart Andrew"
"Gareth Johnson","Conservative","Dartford","No","Stuart Andrew"
"Kim Johnson","Labour","Liverpool, Riverside","Aye","Chris Elmore"
"David Johnston","Conservative","Wantage","No","Stuart Andrew"
"Andrew Jones","Conservative","Harrogate and Knaresborough","No",""
"Darren Jones","Labour","Bristol North West","Aye","Chris Elmore"
"Fay Jones","Conservative","Brecon and Radnorshire","No","Stuart Andrew"
"Gerald Jones","Labour","Merthyr Tydfil and Rhymney","Aye","Chris Elmore"
"David Jones","Conservative","Clwyd West","No","Stuart Andrew"
"Kevan Jones","Labour","North Durham","Aye","Chris Elmore"
"Marcus Jones","Conservative","Nuneaton","No","Stuart Andrew"
"Ruth Jones","Labour","Newport West","Aye","Chris Elmore"
"Sarah Jones","Labour","Croydon Central","Aye","Chris Elmore"
"Simon Jupp","Conservative","East Devon","No","Stuart Andrew"
"Mike Kane","Labour","Wythenshawe and Sale East","Aye","Chris Elmore"
"Daniel Kawczynski","Conservative","Shrewsbury and Atcham","No","Stuart Andrew"
"Alicia Kearns","Conservative","Rutland and Melton","No","Stuart Andrew"
"Gillian Keegan","Conservative","Chichester","No","Stuart Andrew"
"Barbara Keeley","Labour","Worsley and Eccles South","Aye","Chris Elmore"
"Liz Kendall","Labour","Leicester West","Aye","Chris Elmore"
"Afzal Khan","Labour","Manchester, Gorton","Aye","Chris Elmore"
"Stephen Kinnock","Labour","Aberavon","Aye","Chris Elmore"
"Julian Knight","Conservative","Solihull","No","Stuart Andrew"
"Greg Knight","Conservative","East Yorkshire","No","Stuart Andrew"
"Danny Kruger","Conservative","Devizes","No","Stuart Andrew"
"Kwasi Kwarteng","Conservative","Spelthorne","No","Stuart Andrew"
"Peter Kyle","Labour","Hove","Aye","Chris Elmore"
"Eleanor Laing","Deputy Speaker","Epping Forest","No Vote Recorded",""
"Ben Lake","Plaid Cymru","Ceredigion","No Vote Recorded",""
"David Lammy","Labour","Tottenham","Aye","Chris Elmore"
"John Lamont","Conservative","Berwickshire, Roxburgh and Selkirk","No","Stuart Andrew"
"Robert Largan","Conservative","High Peak","No","Stuart Andrew"
"Pauline Latham","Conservative","Mid Derbyshire","No","William Wragg"
"Ian Lavery","Labour","Wansbeck","Aye","Bell Ribeiro-Addy"
"Chris Law","Scottish National Party","Dundee West","No Vote Recorded",""
"Andrea Leadsom","Conservative","South Northamptonshire","No","Stuart Andrew"
"Edward Leigh","Conservative","Gainsborough","No","Stuart Andrew"
"Ian Levy","Conservative","Blyth Valley","No","Stuart Andrew"
"Emma Lewell-Buck","Labour","South Shields","Aye","Chris Elmore"
"Andrew Lewer","Conservative","Northampton South","No","Stuart Andrew"
"Brandon Lewis","Conservative","Great Yarmouth","No","Stuart Andrew"
"Clive Lewis","Labour","Norwich South","Aye","Chris Elmore"
"Julian Lewis","Conservative","New Forest East","No","Stuart Andrew"
"Ian Liddell-Grainger","Conservative","Bridgwater and West Somerset","No","Stuart Andrew"
"David Linden","Scottish National Party","Glasgow East","No Vote Recorded",""
"Tony Lloyd","Labour","Rochdale","Aye","Chris Elmore"
"Carla Lockhart","Democratic Unionist Party","Upper Bann","No","Sammy Wilson"
"Chris Loder","Conservative","West Dorset","No",""
"Mark Logan","Conservative","Bolton North East","No","Stuart Andrew"
"Rebecca Long Bailey","Labour","Salford and Eccles","Aye","Bell Ribeiro-Addy"
"Marco Longhi","Conservative","Dudley North","No","Stuart Andrew"
"Julia Lopez","Conservative","Hornchurch and Upminster","No","Stuart Andrew"
"Jack Lopresti","Conservative","Filton and Bradley Stoke","No","Stuart Andrew"
"Jonathan Lord","Conservative","Woking","No","Stuart Andrew"
"Tim Loughton","Conservative","East Worthing and Shoreham","No","Stuart Andrew"
"Caroline Lucas","Green Party","Brighton, Pavilion","Aye","Bell Ribeiro-Addy"
"Holly Lynch","Labour","Halifax","Aye","Chris Elmore"
"Kenny MacAskill","Alba Party","East Lothian","No Vote Recorded",""
"Craig Mackinlay","Conservative","South Thanet","No","Stuart Andrew"
"Cherilyn Mackrory","Conservative","Truro and Falmouth","No","Stuart Andrew"
"Rachel Maclean","Conservative","Redditch","No","Stuart Andrew"
"Angus Brendan MacNeil","Scottish National Party","Na h-Eileanan an Iar","No Vote Recorded",""
"Justin Madders","Labour","Ellesmere Port and Neston","Aye","Chris Elmore"
"Khalid Mahmood","Labour","Birmingham, Perry Barr","Aye","Chris Elmore"
"Shabana Mahmood","Labour","Birmingham, Ladywood","Aye","Chris Elmore"
"Alan Mak","Conservative","Havant","No","Stuart Andrew"
"Seema Malhotra","Labour","Feltham and Heston","Aye","Chris Elmore"
"Kit Malthouse","Conservative","North West Hampshire","No","Stuart Andrew"
