Division Number: 81
Division Date: 20 July 2020 - 21:44

Trade Bill: Report Stage: Amendment 10

Aye Count: 244
No Count: 345
Result: Question accordingly disagreed.

Members recorded
Member,Party,Constituency,Vote,Proxy Member
"Gregory Campbell","Democratic Unionist Party","East Londonderry","No Vote Recorded",""
"Alan Campbell","Labour","Tynemouth","Aye",""
"Dan Carden","Labour","Liverpool, Walton","Aye",""
"Alistair Carmichael","Liberal Democrat","Orkney and Shetland","Aye",""
"Andy Carter","Conservative","Warrington South","No",""
"James Cartlidge","Conservative","South Suffolk","No",""
"William Cash","Conservative","Stone","No",""
"Miriam Cates","Conservative","Penistone and Stocksbridge","No",""
"Maria Caulfield","Conservative","Lewes","No",""
"Alex Chalk","Conservative","Cheltenham","No",""
"Wendy Chamberlain","Liberal Democrat","North East Fife","Aye",""
"Sarah Champion","Labour","Rotherham","Aye",""
"Douglas Chapman","Scottish National Party","Dunfermline and West Fife","Aye",""
"Bambos Charalambous","Labour","Enfield, Southgate","Aye",""
"Joanna Cherry","Scottish National Party","Edinburgh South West","Aye",""
"Rehman Chishti","Conservative","Gillingham and Rainham","No",""
"Christopher Chope","Conservative","Christchurch","No Vote Recorded",""
"Jo Churchill","Conservative","Bury St Edmunds","No",""
"Feryal Clark","Labour","Enfield North","Aye",""
"Greg Clark","Conservative","Tunbridge Wells","No",""
"Brendan Clarke-Smith","Conservative","Bassetlaw","No",""
"Simon Clarke","Conservative","Middlesbrough South and East Cleveland","No",""
"Theo Clarke","Conservative","Stafford","No",""
"Chris Clarkson","Conservative","Heywood and Middleton","No",""
"James Cleverly","Conservative","Braintree","No",""
"Geoffrey Clifton-Brown","Conservative","The Cotswolds","No",""
"Thérèse Coffey","Conservative","Suffolk Coastal","No",""
"Elliot Colburn","Conservative","Carshalton and Wallington","No",""
"Damian Collins","Conservative","Folkestone and Hythe","No",""
"Daisy Cooper","Liberal Democrat","St Albans","Aye",""
"Rosie Cooper","Labour","West Lancashire","Aye",""
"Yvette Cooper","Labour","Normanton, Pontefract and Castleford","Aye",""
"Jeremy Corbyn","Labour","Islington North","Aye",""
"Alberto Costa","Conservative","South Leicestershire","No",""
"Robert Courts","Conservative","Witney","No",""
"Claire Coutinho","Conservative","East Surrey","No",""
"Ronnie Cowan","Scottish National Party","Inverclyde","Aye",""
"Geoffrey Cox","Conservative","Torridge and West Devon","No",""
"Neil Coyle","Labour","Bermondsey and Old Southwark","Aye",""
"Stephen Crabb","Conservative","Preseli Pembrokeshire","No",""
"Angela Crawley","Scottish National Party","Lanark and Hamilton East","Aye",""
"Stella Creasy","Labour","Walthamstow","Aye",""
"Virginia Crosbie","Conservative","Ynys Môn","No",""
"Tracey Crouch","Conservative","Chatham and Aylesford","No",""
"Jon Cruddas","Labour","Dagenham and Rainham","Aye",""
"John Cryer","Labour","Leyton and Wanstead","Aye",""
"Judith Cummins","Labour","Bradford South","No Vote Recorded",""
"Alex Cunningham","Labour","Stockton North","Aye",""
"Janet Daby","Labour","Lewisham East","Aye",""
"James Daly","Conservative","Bury North","No",""
"Edward Davey","Liberal Democrat","Kingston and Surbiton","No Vote Recorded",""
"Wayne David","Labour","Caerphilly","No Vote Recorded",""
"Alex Davies-Jones","Labour","Pontypridd","Aye",""
"David T C Davies","Conservative","Monmouth","No",""
"James Davies","Conservative","Vale of Clwyd","No",""
"Gareth Davies","Conservative","Grantham and Stamford","No",""
"Geraint Davies","Labour","Swansea West","No Vote Recorded",""
"Mims Davies","Conservative","Mid Sussex","No",""
"Philip Davies","Conservative","Shipley","No Vote Recorded",""
"David Davis","Conservative","Haltemprice and Howden","No",""
"Dehenna Davison","Conservative","Bishop Auckland","No",""
"Martyn Day","Scottish National Party","Linlithgow and East Falkirk","Aye",""
"Marsha De Cordova","Labour","Battersea","Aye",""
"Thangam Debbonaire","Labour","Bristol West","Aye",""
"Tanmanjeet Singh Dhesi","Labour","Slough","Aye",""
"Caroline Dinenage","Conservative","Gosport","No",""
"Sarah Dines","Conservative","Derbyshire Dales","No",""
"Jonathan Djanogly","Conservative","Huntingdon","No",""
"Martin Docherty-Hughes","Scottish National Party","West Dunbartonshire","Aye",""
"Leo Docherty","Conservative","Aldershot","No",""
"Anneliese Dodds","Labour","Oxford East","Aye",""
"Jeffrey M Donaldson","Democratic Unionist Party","Lagan Valley","No",""
"Michelle Donelan","Conservative","Chippenham","No",""
"Dave Doogan","Scottish National Party","Angus","Aye",""
"Allan Dorans","Scottish National Party","Ayr, Carrick and Cumnock","Aye",""
"Nadine Dorries","Conservative","Mid Bedfordshire","No",""
"Steve Double","Conservative","St Austell and Newquay","No",""
"Stephen Doughty","Labour","Cardiff South and Penarth","No Vote Recorded",""
"Peter Dowd","Labour","Bootle","No Vote Recorded",""
"Oliver Dowden","Conservative","Hertsmere","No",""
"Jackie Doyle-Price","Conservative","Thurrock","No",""
"Richard Drax","Conservative","South Dorset","No",""
"Jack Dromey","Labour","Birmingham, Erdington","Aye",""
"Flick Drummond","Conservative","Meon Valley","No",""
"James Duddridge","Conservative","Rochford and Southend East","No",""
"Rosie Duffield","Labour","Canterbury","Aye",""
"David Duguid","Conservative","Banff and Buchan","No",""
"Iain Duncan Smith","Conservative","Chingford and Woodford Green","No",""
"Philip Dunne","Conservative","Ludlow","No",""
"Maria Eagle","Labour","Garston and Halewood","Aye",""
"Angela Eagle","Labour","Wallasey","No Vote Recorded",""
"Colum Eastwood","Social Democratic & Labour Party","Foyle","Aye",""
"Mark Eastwood","Conservative","Dewsbury","No",""
"Jonathan Edwards","Independent","Carmarthen East and Dinefwr","Aye",""
"Ruth Edwards","Conservative","Rushcliffe","No",""
"Clive Efford","Labour","Eltham","Aye",""
"Julie Elliott","Labour","Sunderland Central","Aye",""
"Michael Ellis","Conservative","Northampton North","No",""
"Tobias Ellwood","Conservative","Bournemouth East","No",""
"Chris Elmore","Labour","Ogmore","Aye",""
"Natalie Elphicke","Conservative","Dover","No Vote Recorded",""
"Florence Eshalomi","Labour","Vauxhall","Aye",""
"Bill Esterson","Labour","Sefton Central","Aye",""
"George Eustice","Conservative","Camborne and Redruth","No",""
"Chris Evans","Labour","Islwyn","No Vote Recorded",""
"Luke Evans","Conservative","Bosworth","No",""
"Nigel Evans","Deputy Speaker","Ribble Valley","No Vote Recorded",""
"David Evennett","Conservative","Bexleyheath and Crayford","No",""
"Ben Everitt","Conservative","Milton Keynes North","No",""
"Michael Fabricant","Conservative","Lichfield","No",""
"Laura Farris","Conservative","Newbury","No",""
"Tim Farron","Liberal Democrat","Westmorland and Lonsdale","Aye",""
"Stephen Farry","Alliance","North Down","Aye",""
"Simon Fell","Conservative","Barrow and Furness","No",""
"Marion Fellows","Scottish National Party","Motherwell and Wishaw","Aye",""
"Margaret Ferrier","Scottish National Party","Rutherglen and Hamilton West","Aye",""
"John Finucane","Sinn Féin","Belfast North","No Vote Recorded",""
"Colleen Fletcher","Labour","Coventry North East","Aye",""
"Katherine Fletcher","Conservative","South Ribble","No",""
"Mark Fletcher","Conservative","Bolsover","No",""
"Nick Fletcher","Conservative","Don Valley","No",""
"Stephen Flynn","Scottish National Party","Aberdeen South","Aye",""
"Vicky Ford","Conservative","Chelmsford","No",""
"Kevin Foster","Conservative","Torbay","No",""
"Yvonne Fovargue","Labour","Makerfield","No Vote Recorded",""
"Liam Fox","Conservative","North Somerset","No Vote Recorded",""
"Vicky Foxcroft","Labour","Lewisham, Deptford","Aye",""
"Mary Kelly Foy","Labour","City of Durham","Aye",""
"Mark Francois","Conservative","Rayleigh and Wickford","No",""
"Lucy Frazer","Conservative","South East Cambridgeshire","No",""
"George Freeman","Conservative","Mid Norfolk","No",""
"Mike Freer","Conservative","Finchley and Golders Green","No",""
"Richard Fuller","Conservative","North East Bedfordshire","No",""
"Gill Furniss","Labour","Sheffield, Brightside and Hillsborough","Aye",""
"Marcus Fysh","Conservative","Yeovil","No",""
"Roger Gale","Conservative","North Thanet","No",""
"Barry Gardiner","Labour","Brent North","Aye",""
"Mark Garnier","Conservative","Wyre Forest","No",""
"Nusrat Ghani","Conservative","Wealden","No",""
"Nick Gibb","Conservative","Bognor Regis and Littlehampton","No",""
"Patricia Gibson","Scottish National Party","North Ayrshire and Arran","Aye",""
"Peter Gibson","Conservative","Darlington","No Vote Recorded",""
"Jo Gideon","Conservative","Stoke-on-Trent Central","No",""
"Michelle Gildernew","Sinn Féin","Fermanagh and South Tyrone","No Vote Recorded",""
"Preet Kaur Gill","Labour","Birmingham, Edgbaston","Aye",""
"Cheryl Gillan","Conservative","Chesham and Amersham","No",""
"Paul Girvan","Democratic Unionist Party","South Antrim","No",""
"John Glen","Conservative","Salisbury","No",""
"Mary Glindon","Labour","North Tyneside","Aye",""
"Robert Goodwill","Conservative","Scarborough and Whitby","No",""
"Michael Gove","Conservative","Surrey Heath","No",""
"Patrick Grady","Scottish National Party","Glasgow North","Aye",""
"Richard Graham","Conservative","Gloucester","No",""
"Helen Grant","Conservative","Maidstone and The Weald","No",""
"Peter Grant","Scottish National Party","Glenrothes","Aye",""
"James Gray","Conservative","North Wiltshire","No Vote Recorded",""
"Neil Gray","Scottish National Party","Airdrie and Shotts","Aye",""
"Chris Grayling","Conservative","Epsom and Ewell","No",""
"Chris Green","Conservative","Bolton West","No",""
"Damian Green","Conservative","Ashford","No",""
"Kate Green","Labour","Stretford and Urmston","Aye",""
"Lilian Greenwood","Labour","Nottingham South","Aye",""
"Margaret Greenwood","Labour","Wirral West","Aye",""
"Andrew Griffith","Conservative","Arundel and South Downs","No",""
"Nia Griffith","Labour","Llanelli","Aye",""
"Kate Griffiths","Conservative","Burton","No",""
"James Grundy","Conservative","Leigh","No",""
"Jonathan Gullis","Conservative","Stoke-on-Trent North","No",""
"Andrew Gwynne","Labour","Denton and Reddish","Aye",""
"Louise Haigh","Labour","Sheffield, Heeley","Aye",""
"Robert Halfon","Conservative","Harlow","No Vote Recorded",""
"Luke Hall","Conservative","Thornbury and Yate","No",""
"Fabian Hamilton","Labour","Leeds North East","Aye",""
"Stephen Hammond","Conservative","Wimbledon","No",""
"Matt Hancock","Conservative","West Suffolk","No",""
"Greg Hands","Conservative","Chelsea and Fulham","No",""
"Claire Hanna","Social Democratic & Labour Party","Belfast South","Aye",""
"Neale Hanvey","Scottish National Party","Kirkcaldy and Cowdenbeath","Aye",""
"Emma Hardy","Labour","Kingston upon Hull West and Hessle","Aye",""
"Harriet Harman","Labour","Camberwell and Peckham","Aye",""
"Mark Harper","Conservative","Forest of Dean","No",""
"Carolyn Harris","Labour","Swansea East","Aye",""
"Rebecca Harris","Conservative","Castle Point","No",""
"Trudy Harrison","Conservative","Copeland","No",""
"Sally-Ann Hart","Conservative","Hastings and Rye","No",""
"Simon Hart","Conservative","Carmarthen West and South Pembrokeshire","No",""
"Helen Hayes","Labour","Dulwich and West Norwood","Aye",""
"John Hayes","Conservative","South Holland and The Deepings","No",""
"Chris Hazzard","Sinn Féin","South Down","No Vote Recorded",""
"Oliver Heald","Conservative","North East Hertfordshire","No",""
"John Healey","Labour","Wentworth and Dearne","Aye",""
"James Heappey","Conservative","Wells","No",""
"Chris Heaton-Harris","Conservative","Daventry","No",""
"Gordon Henderson","Conservative","Sittingbourne and Sheppey","No",""
"Mark Hendrick","Labour","Preston","Aye",""
"Drew Hendry","Scottish National Party","Inverness, Nairn, Badenoch and Strathspey","Aye",""
"Darren Henry","Conservative","Broxtowe","No",""
"Antony Higginbotham","Conservative","Burnley","No",""
"Mike Hill","Labour","Hartlepool","Aye",""
"Meg Hillier","Labour","Hackney South and Shoreditch","Aye",""
"Damian Hinds","Conservative","East Hampshire","No",""
"Simon Hoare","Conservative","North Dorset","Aye",""
"Wera Hobhouse","Liberal Democrat","Bath","Aye",""
"Margaret Hodge","Labour","Barking","Aye",""
"Sharon Hodgson","Labour","Washington and Sunderland West","Aye",""
"Richard Holden","Conservative","North West Durham","No",""
"Kate Hollern","Labour","Blackburn","Aye",""
"Kevin Hollinrake","Conservative","Thirsk and Malton","No",""
"Philip Hollobone","Conservative","Kettering","No",""
"Adam Holloway","Conservative","Gravesham","No",""
"Paul Holmes","Conservative","Eastleigh","No",""
"Rachel Hopkins","Labour","Luton South","Aye",""
"Stewart Hosie","Scottish National Party","Dundee East","Aye",""
"George Howarth","Labour","Knowsley","Aye",""
"John Howell","Conservative","Henley","No",""
"Paul Howell","Conservative","Sedgefield","No",""
"Lindsay Hoyle","Speaker","Chorley","No Vote Recorded",""
"Nigel Huddleston","Conservative","Mid Worcestershire","No",""
"Neil Hudson","Conservative","Penrith and The Border","No",""
"Eddie Hughes","Conservative","Walsall North","Teller - Noes",""
"Jane Hunt","Conservative","Loughborough","No",""
"Jeremy Hunt","Conservative","South West Surrey","No",""
"Tom Hunt","Conservative","Ipswich","No",""
"Rupa Huq","Labour","Ealing Central and Acton","Aye",""
"Imran Hussain","Labour","Bradford East","Aye",""
"Alister Jack","Conservative","Dumfries and Galloway","No",""
"Christine Jardine","Liberal Democrat","Edinburgh West","Aye",""
"Dan Jarvis","Labour","Barnsley Central","Aye",""
"Sajid Javid","Conservative","Bromsgrove","No",""
"Ranil Jayawardena","Conservative","North East Hampshire","No",""
"Bernard Jenkin","Conservative","Harwich and North Essex","No",""
"Mark Jenkinson","Conservative","Workington","No Vote Recorded",""
"Andrea Jenkyns","Conservative","Morley and Outwood","No",""
"Robert Jenrick","Conservative","Newark","No",""
"Boris Johnson","Conservative","Uxbridge and South Ruislip","No",""
"Diana Johnson","Labour","Kingston upon Hull North","Aye",""
"Caroline Johnson","Conservative","Sleaford and North Hykeham","No",""
"Gareth Johnson","Conservative","Dartford","No",""
"Kim Johnson","Labour","Liverpool, Riverside","No Vote Recorded",""
"David Johnston","Conservative","Wantage","No",""
"Andrew Jones","Conservative","Harrogate and Knaresborough","No",""
"Darren Jones","Labour","Bristol North West","Aye",""
"Fay Jones","Conservative","Brecon and Radnorshire","No",""
"Gerald Jones","Labour","Merthyr Tydfil and Rhymney","Aye",""
"David Jones","Conservative","Clwyd West","No",""
"Kevan Jones","Labour","North Durham","Aye",""
"Marcus Jones","Conservative","Nuneaton","No",""
"Ruth Jones","Labour","Newport West","Aye",""
"Sarah Jones","Labour","Croydon Central","Aye",""
"Simon Jupp","Conservative","East Devon","No",""
"Mike Kane","Labour","Wythenshawe and Sale East","Aye",""
"Daniel Kawczynski","Conservative","Shrewsbury and Atcham","No",""
"Alicia Kearns","Conservative","Rutland and Melton","No",""
"Gillian Keegan","Conservative","Chichester","No",""
"Barbara Keeley","Labour","Worsley and Eccles South","Aye",""
"Liz Kendall","Labour","Leicester West","Aye",""
"Afzal Khan","Labour","Manchester, Gorton","Aye",""
"Stephen Kinnock","Labour","Aberavon","Aye",""
"Julian Knight","Conservative","Solihull","No",""
"Greg Knight","Conservative","East Yorkshire","No",""
"Danny Kruger","Conservative","Devizes","No",""
"Kwasi Kwarteng","Conservative","Spelthorne","No",""
"Peter Kyle","Labour","Hove","No Vote Recorded",""
"Eleanor Laing","Deputy Speaker","Epping Forest","No Vote Recorded",""
"Ben Lake","Plaid Cymru","Ceredigion","Aye",""
"David Lammy","Labour","Tottenham","Aye",""
"John Lamont","Conservative","Berwickshire, Roxburgh and Selkirk","No",""
"Robert Largan","Conservative","High Peak","No",""
"Pauline Latham","Conservative","Mid Derbyshire","No",""
"Ian Lavery","Labour","Wansbeck","No Vote Recorded",""
"Chris Law","Scottish National Party","Dundee West","Aye",""
"Andrea Leadsom","Conservative","South Northamptonshire","No",""
"Edward Leigh","Conservative","Gainsborough","No Vote Recorded",""
"Ian Levy","Conservative","Blyth Valley","No",""
"Emma Lewell-Buck","Labour","South Shields","Aye",""
"Andrew Lewer","Conservative","Northampton South","No",""
"Brandon Lewis","Conservative","Great Yarmouth","No Vote Recorded",""
"Clive Lewis","Labour","Norwich South","Aye",""
"Julian Lewis","Independent","New Forest East","No",""
"Ian Liddell-Grainger","Conservative","Bridgwater and West Somerset","No",""
"David Linden","Scottish National Party","Glasgow East","Teller - Ayes",""
"Tony Lloyd","Labour","Rochdale","Aye",""
"Carla Lockhart","Democratic Unionist Party","Upper Bann","No",""
"Chris Loder","Conservative","West Dorset","No",""
"Mark Logan","Conservative","Bolton North East","No",""
"Rebecca Long Bailey","Labour","Salford and Eccles","Aye",""
"Marco Longhi","Conservative","Dudley North","No",""
"Julia Lopez","Conservative","Hornchurch and Upminster","No",""
"Jack Lopresti","Conservative","Filton and Bradley Stoke","No",""
"Jonathan Lord","Conservative","Woking","No",""
"Tim Loughton","Conservative","East Worthing and Shoreham","No",""
"Caroline Lucas","Green Party","Brighton, Pavilion","Aye",""
"Holly Lynch","Labour","Halifax","Aye",""
"Kenny MacAskill","Scottish National Party","East Lothian","Aye",""
"Craig Mackinlay","Conservative","South Thanet","No",""
"Cherilyn Mackrory","Conservative","Truro and Falmouth","No",""
"Rachel Maclean","Conservative","Redditch","No",""
"Angus Brendan MacNeil","Scottish National Party","Na h-Eileanan an Iar","No Vote Recorded",""
"Justin Madders","Labour","Ellesmere Port and Neston","Aye",""
"Khalid Mahmood","Labour","Birmingham, Perry Barr","No Vote Recorded",""
"Shabana Mahmood","Labour","Birmingham, Ladywood","Aye",""
"Alan Mak","Conservative","Havant","No",""
"Seema Malhotra","Labour","Feltham and Heston","Aye",""
"Kit Malthouse","Conservative","North West Hampshire","No",""
"Anthony Mangnall","Conservative","Totnes","No",""
"Scott Mann","Conservative","North Cornwall","No",""
"Julie Marson","Conservative","Hertford and Stortford","No",""
"Rachael Maskell","Labour","York Central","Aye",""
"Paul Maskey","Sinn Féin","Belfast West","No Vote Recorded",""
"Christian Matheson","Labour","City of Chester","Aye",""
"Theresa May","Conservative","Maidenhead","No",""
"Jerome Mayhew","Conservative","Broadland","No",""
"Paul Maynard","Conservative","Blackpool North and Cleveleys","No",""
"Steve McCabe","Labour","Birmingham, Selly Oak","Aye",""
"Kerry McCarthy","Labour","Bristol East","Aye",""
"Jason McCartney","Conservative","Colne Valley","No",""
"Karl McCartney","Conservative","Lincoln","No",""
"Siobhain McDonagh","Labour","Mitcham and Morden","Aye",""
"Andy McDonald","Labour","Middlesbrough","Aye",""
"Stewart Malcolm McDonald","Scottish National Party","Glasgow South","Aye",""
"Stuart C McDonald","Scottish National Party","Cumbernauld, Kilsyth and Kirkintilloch East","Aye",""
"John McDonnell","Labour","Hayes and Harlington","Aye",""
"Pat McFadden","Labour","Wolverhampton South East","Aye",""
"Conor McGinn","Labour","St Helens North","Aye",""
"Alison McGovern","Labour","Wirral South","Aye",""
"Catherine McKinnell","Labour","Newcastle upon Tyne North","No Vote Recorded",""
"Anne McLaughlin","Scottish National Party","Glasgow North East","Aye",""
"Jim McMahon","Labour","Oldham West and Royton","Aye",""
"Anna McMorrin","Labour","Cardiff North","Aye",""
"John McNally","Scottish National Party","Falkirk","Aye",""
"Stephen McPartland","Conservative","Stevenage","No",""
"Esther McVey","Conservative","Tatton","No Vote Recorded",""
"Ian Mearns","Labour","Gateshead","Aye",""
"Mark Menzies","Conservative","Fylde","No",""
"Johnny Mercer","Conservative","Plymouth, Moor View","No",""
"Huw Merriman","Conservative","Bexhill and Battle","No",""
"Stephen Metcalfe","Conservative","South Basildon and East Thurrock","No",""
"Edward Miliband","Labour","Doncaster North","Aye",""
"Robin Millar","Conservative","Aberconwy","No",""
"Maria Miller","Conservative","Basingstoke","No",""
"Amanda Milling","Conservative","Cannock Chase","No",""
"Nigel Mills","Conservative","Amber Valley","No",""
"Navendu Mishra","Labour","Stockport","Aye",""
"Andrew Mitchell","Conservative","Sutton Coldfield","No",""
"Gagan Mohindra","Conservative","South West Hertfordshire","No",""
"Francie Molloy","Sinn Féin","Mid Ulster","No Vote Recorded",""
"Carol Monaghan","Scottish National Party","Glasgow North West","Aye",""
"Damien Moore","Conservative","Southport","No",""
"Robbie Moore","Conservative","Keighley","No",""
"Layla Moran","Liberal Democrat","Oxford West and Abingdon","Aye",""
"Penny Mordaunt","Conservative","Portsmouth North","No",""
"Jessica Morden","Labour","Newport East","Aye",""
"Stephen Morgan","Labour","Portsmouth South","Aye",""
"Anne Marie Morris","Conservative","Newton Abbot","No",""
"David Morris","Conservative","Morecambe and Lunesdale","No",""
"Grahame Morris","Labour","Easington","Aye",""
"James Morris","Conservative","Halesowen and Rowley Regis","No",""
"Joy Morrissey","Conservative","Beaconsfield","No",""
"Wendy Morton","Conservative","Aldridge-Brownhills","No",""
"Kieran Mullan","Conservative","Crewe and Nantwich","No",""
"Holly Mumby-Croft","Conservative","Scunthorpe","No",""
"David Mundell","Conservative","Dumfriesshire, Clydesdale and Tweeddale","No",""
"Ian Murray","Labour","Edinburgh South","Aye",""
"James Murray","Labour","Ealing North","Aye",""
"Sheryll Murray","Conservative","South East Cornwall","No",""
"Andrew Murrison","Conservative","South West Wiltshire","No",""
"Lisa Nandy","Labour","Wigan","Aye",""
"Robert Neill","Conservative","Bromley and Chislehurst","No",""
"Gavin Newlands","Scottish National Party","Paisley and Renfrewshire North","Aye",""
"Charlotte Nichols","Labour","Warrington North","Aye",""
"Lia Nici","Conservative","Great Grimsby","No",""
"John Nicolson","Scottish National Party","Ochil and South Perthshire","Aye",""
"Caroline Nokes","Conservative","Romsey and Southampton North","No",""
"Jesse Norman","Conservative","Hereford and South Herefordshire","No",""
"Alex Norris","Labour","Nottingham North","Aye",""
"Neil O'Brien","Conservative","Harborough","No",""
"Brendan O'Hara","Scottish National Party","Argyll and Bute","Aye",""
"Matthew Offord","Conservative","Hendon","No",""
"Sarah Olney","Liberal Democrat","Richmond Park","Aye",""
"Chi Onwurah","Labour","Newcastle upon Tyne Central","Aye",""
"Guy Opperman","Conservative","Hexham","No",""
"Abena Oppong-Asare","Labour","Erith and Thamesmead","Aye",""
"Kate Osamor","Labour","Edmonton","No Vote Recorded",""
"Kate Osborne","Labour","Jarrow","Aye",""
"Kirsten Oswald","Scottish National Party","East Renfrewshire","Aye",""
"Taiwo Owatemi","Labour","Coventry North West","Aye",""
"Sarah Owen","Labour","Luton North","Aye",""
"Ian Paisley","Democratic Unionist Party","North Antrim","No Vote Recorded",""
"Neil Parish","Conservative","Tiverton and Honiton","No",""
"Priti Patel","Conservative","Witham","No",""
"Owen Paterson","Conservative","North Shropshire","No Vote Recorded",""
