Division Number: 17
Division Date: 29 November 2023 - 17:25

Data Protection and Digital Information Bill Report Stage: Amendment 1

Aye Count: 198
No Count: 275
Result: Question accordingly disagreed.

Members recorded
Member,Party,Constituency,Vote,Proxy Member
"Geoffrey Clifton-Brown","Conservative","The Cotswolds","No",""
"Thérèse Coffey","Conservative","Suffolk Coastal","No",""
"Elliot Colburn","Conservative","Carshalton and Wallington","No",""
"Damian Collins","Conservative","Folkestone and Hythe","No Vote Recorded",""
"Daisy Cooper","Liberal Democrat","St Albans","Aye",""
"Yvette Cooper","Labour","Normanton, Pontefract and Castleford","No Vote Recorded",""
"Jeremy Corbyn","Independent","Islington North","Aye",""
"Alberto Costa","Conservative","South Leicestershire","No",""
"Robert Courts","Conservative","Witney","No Vote Recorded",""
"Claire Coutinho","Conservative","East Surrey","No Vote Recorded",""
"Ronnie Cowan","Scottish National Party","Inverclyde","Aye",""
"Geoffrey Cox","Conservative","Torridge and West Devon","No",""
"Neil Coyle","Labour","Bermondsey and Old Southwark","Aye",""
"Stephen Crabb","Conservative","Preseli Pembrokeshire","No Vote Recorded",""
"Angela Crawley","Scottish National Party","Lanark and Hamilton East","No Vote Recorded",""
"Stella Creasy","Labour","Walthamstow","Aye",""
"Virginia Crosbie","Conservative","Ynys Môn","No",""
"Tracey Crouch","Conservative","Chatham and Aylesford","No",""
"Jon Cruddas","Labour","Dagenham and Rainham","Aye",""
"John Cryer","Labour","Leyton and Wanstead","Aye",""
"Judith Cummins","Labour","Bradford South","Aye",""
"Alex Cunningham","Labour","Stockton North","Aye",""
"Janet Daby","Labour","Lewisham East","No Vote Recorded",""
"Ashley Dalton","Labour","West Lancashire","Aye",""
"James Daly","Conservative","Bury North","No",""
"Ed Davey","Liberal Democrat","Kingston and Surbiton","No Vote Recorded",""
"Wayne David","Labour","Caerphilly","No Vote Recorded",""
"Alex Davies-Jones","Labour","Pontypridd","Aye",""
"David T C Davies","Conservative","Monmouth","No",""
"James Davies","Conservative","Vale of Clwyd","No",""
"Gareth Davies","Conservative","Grantham and Stamford","No",""
"Geraint Davies","Independent","Swansea West","No Vote Recorded",""
"Mims Davies","Conservative","Mid Sussex","No",""
"Philip Davies","Conservative","Shipley","No",""
"David Davis","Conservative","Haltemprice and Howden","No",""
"Dehenna Davison","Conservative","Bishop Auckland","No Vote Recorded",""
"Martyn Day","Scottish National Party","Linlithgow and East Falkirk","Aye",""
"Marsha De Cordova","Labour","Battersea","Aye",""
"Thangam Debbonaire","Labour","Bristol West","No Vote Recorded",""
"Tanmanjeet Singh Dhesi","Labour","Slough","Aye",""
"Caroline Dinenage","Conservative","Gosport","No Vote Recorded",""
"Sarah Dines","Conservative","Derbyshire Dales","No",""
"Samantha Dixon","Labour","City of Chester","Aye",""
"Jonathan Djanogly","Conservative","Huntingdon","No",""
"Martin Docherty-Hughes","Scottish National Party","West Dunbartonshire","Aye",""
"Leo Docherty","Conservative","Aldershot","No",""
"Anneliese Dodds","Labour","Oxford East","No Vote Recorded",""
"Jeffrey M Donaldson","Democratic Unionist Party","Lagan Valley","No Vote Recorded",""
"Michelle Donelan","Conservative","Chippenham","No",""
"Dave Doogan","Scottish National Party","Angus","No Vote Recorded",""
"Allan Dorans","Scottish National Party","Ayr, Carrick and Cumnock","Aye","Marion Fellows"
"Steve Double","Conservative","St Austell and Newquay","No",""
"Stephen Doughty","Labour","Cardiff South and Penarth","Aye",""
"Peter Dowd","Labour","Bootle","Aye",""
"Oliver Dowden","Conservative","Hertsmere","No Vote Recorded",""
"Jackie Doyle-Price","Conservative","Thurrock","No",""
"Richard Drax","Conservative","South Dorset","No",""
"Flick Drummond","Conservative","Meon Valley","No",""
"James Duddridge","Conservative","Rochford and Southend East","No Vote Recorded",""
"Rosie Duffield","Labour","Canterbury","No Vote Recorded",""
"David Duguid","Conservative","Banff and Buchan","No Vote Recorded",""
"Iain Duncan Smith","Conservative","Chingford and Woodford Green","No Vote Recorded",""
"Philip Dunne","Conservative","Ludlow","No",""
"Sarah Dyke","Liberal Democrat","Somerton and Frome","Aye",""
"Angela Eagle","Labour","Wallasey","Aye",""
"Maria Eagle","Labour","Garston and Halewood","No Vote Recorded",""
"Colum Eastwood","Social Democratic & Labour Party","Foyle","No Vote Recorded",""
"Mark Eastwood","Conservative","Dewsbury","No",""
"Jonathan Edwards","Independent","Carmarthen East and Dinefwr","Aye",""
"Ruth Edwards","Conservative","Rushcliffe","No",""
"Sarah Edwards","Labour","Tamworth","Aye",""
"Clive Efford","Labour","Eltham","Aye",""
"Julie Elliott","Labour","Sunderland Central","No Vote Recorded",""
"Michael Ellis","Conservative","Northampton North","No",""
"Tobias Ellwood","Conservative","Bournemouth East","No Vote Recorded",""
"Chris Elmore","Labour","Ogmore","Aye",""
"Natalie Elphicke","Conservative","Dover","No",""
"Florence Eshalomi","Labour","Vauxhall","No Vote Recorded",""
"Bill Esterson","Labour","Sefton Central","Aye",""
"George Eustice","Conservative","Camborne and Redruth","No",""
"Chris Evans","Labour","Islwyn","Aye",""
"Luke Evans","Conservative","Bosworth","No",""
"Nigel Evans","Deputy Speaker","Ribble Valley","No Vote Recorded",""
"David Evennett","Conservative","Bexleyheath and Crayford","No","Marcus Jones"
"Ben Everitt","Conservative","Milton Keynes North","No","Marcus Jones"
"Michael Fabricant","Conservative","Lichfield","No",""
"Laura Farris","Conservative","Newbury","No",""
"Tim Farron","Liberal Democrat","Westmorland and Lonsdale","Aye",""
"Stephen Farry","Alliance","North Down","No Vote Recorded",""
"Simon Fell","Conservative","Barrow and Furness","No",""
"Marion Fellows","Scottish National Party","Motherwell and Wishaw","Aye",""
"John Finucane","Sinn Féin","Belfast North","No Vote Recorded",""
"Anna Firth","Conservative","Southend West","No",""
"Colleen Fletcher","Labour","Coventry North East","Aye",""
"Katherine Fletcher","Conservative","South Ribble","No Vote Recorded",""
"Mark Fletcher","Conservative","Bolsover","No",""
"Nick Fletcher","Conservative","Don Valley","No",""
"Stephen Flynn","Scottish National Party","Aberdeen South","No Vote Recorded",""
"Richard Foord","Liberal Democrat","Tiverton and Honiton","Aye",""
"Vicky Ford","Conservative","Chelmsford","No",""
"Kevin Foster","Conservative","Torbay","No",""
"Yvonne Fovargue","Labour","Makerfield","Aye",""
"Liam Fox","Conservative","North Somerset","No",""
"Vicky Foxcroft","Labour","Lewisham, Deptford","Aye",""
"Mary Kelly Foy","Labour","City of Durham","No Vote Recorded",""
"Mark Francois","Conservative","Rayleigh and Wickford","No Vote Recorded",""
"Lucy Frazer","Conservative","South East Cambridgeshire","No",""
"George Freeman","Conservative","Mid Norfolk","No",""
"Mike Freer","Conservative","Finchley and Golders Green","No Vote Recorded",""
"Louie French","Conservative","Old Bexley and Sidcup","No",""
"Richard Fuller","Conservative","North East Bedfordshire","No",""
"Gill Furniss","Labour","Sheffield, Brightside and Hillsborough","No Vote Recorded",""
"Marcus Fysh","Conservative","Yeovil","No",""
"Roger Gale","Conservative","North Thanet","No Vote Recorded",""
"Barry Gardiner","Labour","Brent North","No Vote Recorded",""
"Mark Garnier","Conservative","Wyre Forest","No Vote Recorded",""
"Nusrat Ghani","Conservative","Wealden","No",""
"Nick Gibb","Conservative","Bognor Regis and Littlehampton","No",""
"Patricia Gibson","Scottish National Party","North Ayrshire and Arran","Aye",""
"Peter Gibson","Conservative","Darlington","No",""
"Jo Gideon","Conservative","Stoke-on-Trent Central","No",""
"Michelle Gildernew","Sinn Féin","Fermanagh and South Tyrone","No Vote Recorded",""
"Preet Kaur Gill","Labour","Birmingham, Edgbaston","Aye",""
"Paul Girvan","Democratic Unionist Party","South Antrim","No Vote Recorded",""
"John Glen","Conservative","Salisbury","No",""
"Mary Glindon","Labour","North Tyneside","Aye",""
"Robert Goodwill","Conservative","Scarborough and Whitby","No",""
"Michael Gove","Conservative","Surrey Heath","No",""
"Patrick Grady","Scottish National Party","Glasgow North","Aye",""
"Richard Graham","Conservative","Gloucester","No",""
"Helen Grant","Conservative","Maidstone and The Weald","No","Marcus Jones"
"Peter Grant","Scottish National Party","Glenrothes","Aye",""
"James Gray","Conservative","North Wiltshire","No",""
"Chris Grayling","Conservative","Epsom and Ewell","No Vote Recorded",""
"Chris Green","Conservative","Bolton West","No",""
"Damian Green","Conservative","Ashford","No",""
"Sarah Green","Liberal Democrat","Chesham and Amersham","Aye",""
"Lilian Greenwood","Labour","Nottingham South","Aye",""
"Margaret Greenwood","Labour","Wirral West","No Vote Recorded",""
"Andrew Griffith","Conservative","Arundel and South Downs","No Vote Recorded",""
"Nia Griffith","Labour","Llanelli","Aye",""
"James Grundy","Conservative","Leigh","No",""
"Jonathan Gullis","Conservative","Stoke-on-Trent North","No",""
"Andrew Gwynne","Labour","Denton and Reddish","No Vote Recorded",""
"Louise Haigh","Labour","Sheffield, Heeley","No Vote Recorded",""
"Robert Halfon","Conservative","Harlow","No Vote Recorded",""
"Luke Hall","Conservative","Thornbury and Yate","No",""
"Fabian Hamilton","Labour","Leeds North East","No Vote Recorded",""
"Paulette Hamilton","Labour","Birmingham, Erdington","Aye",""
"Stephen Hammond","Conservative","Wimbledon","No",""
"Matt Hancock","Independent","West Suffolk","No",""
"Greg Hands","Conservative","Chelsea and Fulham","No",""
"Claire Hanna","Social Democratic & Labour Party","Belfast South","No Vote Recorded",""
"Neale Hanvey","Alba Party","Kirkcaldy and Cowdenbeath","No Vote Recorded",""
"Emma Hardy","Labour","Kingston upon Hull West and Hessle","No Vote Recorded",""
"Harriet Harman","Labour","Camberwell and Peckham","No Vote Recorded",""
"Mark Harper","Conservative","Forest of Dean","No Vote Recorded",""
"Carolyn Harris","Labour","Swansea East","Aye",""
"Rebecca Harris","Conservative","Castle Point","No",""
"Trudy Harrison","Conservative","Copeland","No",""
"Sally-Ann Hart","Conservative","Hastings and Rye","No",""
"Simon Hart","Conservative","Carmarthen West and South Pembrokeshire","No",""
"Helen Hayes","Labour","Dulwich and West Norwood","No Vote Recorded",""
"John Hayes","Conservative","South Holland and The Deepings","No",""
"Chris Hazzard","Sinn Féin","South Down","No Vote Recorded",""
"Oliver Heald","Conservative","North East Hertfordshire","No",""
"John Healey","Labour","Wentworth and Dearne","Aye",""
"James Heappey","Conservative","Wells","No Vote Recorded",""
"Chris Heaton-Harris","Conservative","Daventry","No Vote Recorded",""
"Gordon Henderson","Conservative","Sittingbourne and Sheppey","No",""
"Mark Hendrick","Labour","Preston","No Vote Recorded",""
"Drew Hendry","Scottish National Party","Inverness, Nairn, Badenoch and Strathspey","Aye",""
"Darren Henry","Conservative","Broxtowe","No",""
"Antony Higginbotham","Conservative","Burnley","No",""
"Meg Hillier","Labour","Hackney South and Shoreditch","Aye",""
"Damian Hinds","Conservative","East Hampshire","No",""
"Simon Hoare","Conservative","North Dorset","No Vote Recorded",""
"Wera Hobhouse","Liberal Democrat","Bath","Aye",""
"Margaret Hodge","Labour","Barking","Aye",""
"Sharon Hodgson","Labour","Washington and Sunderland West","Aye",""
"Richard Holden","Conservative","North West Durham","No",""
"Kate Hollern","Labour","Blackburn","Aye",""
"Kevin Hollinrake","Conservative","Thirsk and Malton","No",""
"Philip Hollobone","Conservative","Kettering","No Vote Recorded",""
"Adam Holloway","Conservative","Gravesham","No",""
"Paul Holmes","Conservative","Eastleigh","No",""
"Rachel Hopkins","Labour","Luton South","Aye",""
"Stewart Hosie","Scottish National Party","Dundee East","No Vote Recorded",""
"George Howarth","Labour","Knowsley","No Vote Recorded",""
"John Howell","Conservative","Henley","No Vote Recorded",""
"Paul Howell","Conservative","Sedgefield","No",""
"Lindsay Hoyle","Speaker","Chorley","No Vote Recorded",""
"Nigel Huddleston","Conservative","Mid Worcestershire","No",""
"Neil Hudson","Conservative","Penrith and The Border","No",""
"Eddie Hughes","Conservative","Walsall North","No",""
"Jane Hunt","Conservative","Loughborough","No",""
"Jeremy Hunt","Conservative","South West Surrey","No Vote Recorded",""
"Tom Hunt","Conservative","Ipswich","No Vote Recorded",""
"Rupa Huq","Labour","Ealing Central and Acton","Aye",""
"Imran Hussain","Labour","Bradford East","Aye",""
"Alister Jack","Conservative","Dumfries and Galloway","No",""
"Christine Jardine","Liberal Democrat","Edinburgh West","Aye",""
"Dan Jarvis","Labour","Barnsley Central","Aye",""
"Sajid Javid","Conservative","Bromsgrove","No Vote Recorded",""
"Ranil Jayawardena","Conservative","North East Hampshire","No",""
"Bernard Jenkin","Conservative","Harwich and North Essex","No Vote Recorded",""
"Mark Jenkinson","Conservative","Workington","Teller - Noes",""
"Andrea Jenkyns","Conservative","Morley and Outwood","No",""
"Robert Jenrick","Conservative","Newark","No",""
"Diana Johnson","Labour","Kingston upon Hull North","No Vote Recorded",""
"Caroline Johnson","Conservative","Sleaford and North Hykeham","No",""
"Gareth Johnson","Conservative","Dartford","No Vote Recorded",""
"Kim Johnson","Labour","Liverpool, Riverside","No Vote Recorded",""
"David Johnston","Conservative","Wantage","No",""
"Andrew Jones","Conservative","Harrogate and Knaresborough","No",""
"Darren Jones","Labour","Bristol North West","Aye",""
"Fay Jones","Conservative","Brecon and Radnorshire","No",""
"Gerald Jones","Labour","Merthyr Tydfil and Rhymney","Teller - Ayes",""
"David Jones","Conservative","Clwyd West","No",""
"Kevan Jones","Labour","North Durham","Aye",""
"Marcus Jones","Conservative","Nuneaton","No",""
"Ruth Jones","Labour","Newport West","Aye",""
"Sarah Jones","Labour","Croydon Central","Aye",""
"Simon Jupp","Conservative","East Devon","No",""
"Mike Kane","Labour","Wythenshawe and Sale East","Aye",""
"Daniel Kawczynski","Conservative","Shrewsbury and Atcham","No",""
"Alicia Kearns","Conservative","Rutland and Melton","No",""
"Gillian Keegan","Conservative","Chichester","No Vote Recorded",""
"Barbara Keeley","Labour","Worsley and Eccles South","Aye",""
"Liz Kendall","Labour","Leicester West","Aye",""
"Afzal Khan","Labour","Manchester, Gorton","Aye",""
"Stephen Kinnock","Labour","Aberavon","Aye",""
"Julian Knight","Independent","Solihull","No Vote Recorded",""
"Greg Knight","Conservative","East Yorkshire","No",""
"Kate Kniveton","Conservative","Burton","No",""
"Danny Kruger","Conservative","Devizes","No",""
"Kwasi Kwarteng","Conservative","Spelthorne","No",""
"Peter Kyle","Labour","Hove","Aye",""
"Eleanor Laing","Deputy Speaker","Epping Forest","No Vote Recorded",""
"Ben Lake","Plaid Cymru","Ceredigion","No Vote Recorded",""
"David Lammy","Labour","Tottenham","No Vote Recorded",""
"John Lamont","Conservative","Berwickshire, Roxburgh and Selkirk","No",""
"Robert Largan","Conservative","High Peak","No",""
"Pauline Latham","Conservative","Mid Derbyshire","No",""
"Ian Lavery","Labour","Wansbeck","Aye",""
"Chris Law","Scottish National Party","Dundee West","Aye",""
"Kim Leadbeater","Labour","Batley and Spen","Aye",""
"Andrea Leadsom","Conservative","South Northamptonshire","No",""
"Edward Leigh","Conservative","Gainsborough","No",""
"Ian Levy","Conservative","Blyth Valley","No",""
"Emma Lewell-Buck","Labour","South Shields","Aye",""
"Andrew Lewer","Conservative","Northampton South","No",""
"Clive Lewis","Labour","Norwich South","Aye",""
"Brandon Lewis","Conservative","Great Yarmouth","No",""
"Julian Lewis","Conservative","New Forest East","No",""
"Ian Liddell-Grainger","Conservative","Bridgwater and West Somerset","No Vote Recorded",""
"Simon Lightwood","Labour","Wakefield","Aye",""
"David Linden","Scottish National Party","Glasgow East","Aye",""
"Tony Lloyd","Labour","Rochdale","Aye",""
"Carla Lockhart","Democratic Unionist Party","Upper Bann","No Vote Recorded",""
"Chris Loder","Conservative","West Dorset","No",""
"Mark Logan","Conservative","Bolton North East","No",""
"Rebecca Long Bailey","Labour","Salford and Eccles","Aye",""
"Marco Longhi","Conservative","Dudley North","No",""
"Julia Lopez","Conservative","Hornchurch and Upminster","No Vote Recorded",""
"Jack Lopresti","Conservative","Filton and Bradley Stoke","No Vote Recorded",""
"Jonathan Lord","Conservative","Woking","No",""
"Tim Loughton","Conservative","East Worthing and Shoreham","No",""
"Caroline Lucas","Green Party","Brighton, Pavilion","Aye",""
"Holly Lynch","Labour","Halifax","Aye",""
"Kenny MacAskill","Alba Party","East Lothian","Aye",""
"Craig Mackinlay","Conservative","South Thanet","No","John Redwood"
"Cherilyn Mackrory","Conservative","Truro and Falmouth","No",""
"Rachel Maclean","Conservative","Redditch","No",""
"Angus Brendan MacNeil","Independent","Na h-Eileanan an Iar","No Vote Recorded",""
"Justin Madders","Labour","Ellesmere Port and Neston","Aye",""
"Khalid Mahmood","Labour","Birmingham, Perry Barr","Aye",""
"Shabana Mahmood","Labour","Birmingham, Ladywood","No Vote Recorded",""
"Alan Mak","Conservative","Havant","No",""
"Seema Malhotra","Labour","Feltham and Heston","Aye",""
"Kit Malthouse","Conservative","North West Hampshire","No",""
"Anthony Mangnall","Conservative","Totnes","No",""
"Scott Mann","Conservative","North Cornwall","No",""
"Julie Marson","Conservative","Hertford and Stortford","No",""
"Rachael Maskell","Labour","York Central","Aye",""
"Paul Maskey","Sinn Féin","Belfast West","No Vote Recorded",""
"Keir Mather","Labour","Selby and Ainsty","Aye",""
"Theresa May","Conservative","Maidenhead","No Vote Recorded",""
"Jerome Mayhew","Conservative","Broadland","No",""
"Paul Maynard","Conservative","Blackpool North and Cleveleys","No",""
"Steve McCabe","Labour","Birmingham, Selly Oak","Aye",""
"Kerry McCarthy","Labour","Bristol East","Aye",""
"Jason McCartney","Conservative","Colne Valley","No",""
"Karl McCartney","Conservative","Lincoln","No Vote Recorded",""
"Siobhain McDonagh","Labour","Mitcham and Morden","Aye",""
"Andy McDonald","Independent","Middlesbrough","Aye",""
"Stewart Malcolm McDonald","Scottish National Party","Glasgow South","Aye",""
"Stuart C McDonald","Scottish National Party","Cumbernauld, Kilsyth and Kirkintilloch East","Aye",""
"John McDonnell","Labour","Hayes and Harlington","Aye",""
"Pat McFadden","Labour","Wolverhampton South East","Aye",""
"Conor McGinn","Independent","St Helens North","No Vote Recorded",""
"Alison McGovern","Labour","Wirral South","Aye",""
"Catherine McKinnell","Labour","Newcastle upon Tyne North","Aye",""
"Anne McLaughlin","Scottish National Party","Glasgow North East","Aye",""
"Jim McMahon","Labour","Oldham West and Royton","Aye",""
"Anna McMorrin","Labour","Cardiff North","Aye",""
"John McNally","Scottish National Party","Falkirk","No Vote Recorded",""
"Stephen McPartland","Conservative","Stevenage","No Vote Recorded",""
"Esther McVey","Conservative","Tatton","No",""
"Ian Mearns","Labour","Gateshead","Aye",""
"Mark Menzies","Conservative","Fylde","No",""
"Johnny Mercer","Conservative","Plymouth, Moor View","No Vote Recorded",""
"Huw Merriman","Conservative","Bexhill and Battle","No",""
"Stephen Metcalfe","Conservative","South Basildon and East Thurrock","No",""
"Edward Miliband","Labour","Doncaster North","No Vote Recorded",""
"Robin Millar","Conservative","Aberconwy","No",""
"Maria Miller","Conservative","Basingstoke","No",""
"Amanda Milling","Conservative","Cannock Chase","No",""
"Nigel Mills","Conservative","Amber Valley","No",""
"Navendu Mishra","Labour","Stockport","Aye",""
"Andrew Mitchell","Conservative","Sutton Coldfield","No Vote Recorded",""
"Gagan Mohindra","Conservative","South West Hertfordshire","No",""
"Francie Molloy","Sinn Féin","Mid Ulster","No Vote Recorded",""
"Carol Monaghan","Scottish National Party","Glasgow North West","Aye",""
"Damien Moore","Conservative","Southport","No",""
"Robbie Moore","Conservative","Keighley","No",""
"Layla Moran","Liberal Democrat","Oxford West and Abingdon","Aye",""
"Penny Mordaunt","Conservative","Portsmouth North","No",""
"Jessica Morden","Labour","Newport East","Aye",""
"Helen Morgan","Liberal Democrat","North Shropshire","Aye",""
"Stephen Morgan","Labour","Portsmouth South","Aye",""
"Anne Marie Morris","Conservative","Newton Abbot","No",""
"David Morris","Conservative","Morecambe and Lunesdale","No",""
"Grahame Morris","Labour","Easington","No Vote Recorded",""
"James Morris","Conservative","Halesowen and Rowley Regis","No",""
"Joy Morrissey","Conservative","Beaconsfield","Teller - Noes",""
"Jill Mortimer","Conservative","Hartlepool","No",""
"Wendy Morton","Conservative","Aldridge-Brownhills","No",""
"Kieran Mullan","Conservative","Crewe and Nantwich","No","Marcus Jones"
"Holly Mumby-Croft","Conservative","Scunthorpe","No",""
"David Mundell","Conservative","Dumfriesshire, Clydesdale and Tweeddale","No Vote Recorded",""
"Ian Murray","Labour","Edinburgh South","Aye",""
"James Murray","Labour","Ealing North","Aye",""
"Sheryll Murray","Conservative","South East Cornwall","No",""
"Andrew Murrison","Conservative","South West Wiltshire","No",""
"Lisa Nandy","Labour","Wigan","No Vote Recorded",""
"Robert Neill","Conservative","Bromley and Chislehurst","No",""
"Gavin Newlands","Scottish National Party","Paisley and Renfrewshire North","Aye",""
"Charlotte Nichols","Labour","Warrington North","Aye",""
"Lia Nici","Conservative","Great Grimsby","No",""
"John Nicolson","Scottish National Party","Ochil and South Perthshire","Aye","Marion Fellows"
"Caroline Nokes","Conservative","Romsey and Southampton North","No",""
